timestamp,asset_id,ram_force,drive_motor_current,rail_temperature,ram_speed
2026-04-03 20:00,COR-03,195.9,205.96,60.7,11.75
2026-04-03 21:00,COR-03,214.72,215.1,62.72,11.62
2026-04-03 22:00,COR-03,192.49,230.2,59.66,12.82
2026-04-03 23:00,COR-03,234.86,223.35,63.66,12.79
2026-04-04 00:00,COR-03,217.09,220.76,64.9,12.89
2026-04-04 01:00,COR-03,206.75,242.39,65.14,12.56
2026-04-04 02:00,COR-03,246.1,252.65,68.79,14.4
2026-04-04 03:00,COR-03,259.94,237.81,69.62,14.45
2026-04-04 04:00,COR-03,269.19,247.32,74.11,13.15
2026-04-04 05:00,COR-03,273.57,252.5,71.73,14.47
2026-04-04 06:00,COR-03,251.39,249.81,70.62,14.56
2026-04-04 07:00,COR-03,250.53,230.41,69.86,14.41
2026-04-04 08:00,COR-03,262.24,244.86,75.06,13.52
2026-04-04 09:00,COR-03,218.22,231.37,67.28,13.91
2026-04-04 10:00,COR-03,229.63,245.36,70.59,12.98
2026-04-04 11:00,COR-03,229.2,241.07,68.23,13.75
2026-04-04 12:00,COR-03,223.98,205.1,62.68,12.57
2026-04-04 13:00,COR-03,218.05,232.64,63.2,12.46
2026-04-04 14:00,COR-03,198.35,201.04,64.38,12.12
2026-04-04 15:00,COR-03,201.0,203.03,62.28,12.7
2026-04-04 16:00,COR-03,200.71,186.93,58.97,12.45
2026-04-04 17:00,COR-03,189.78,215.97,60.13,11.39
2026-04-04 18:00,COR-03,172.86,180.48,61.26,11.4
2026-04-04 19:00,COR-03,176.35,205.27,55.7,11.75
2026-04-04 20:00,COR-03,202.91,198.48,56.23,12.66
2026-04-04 21:00,COR-03,223.9,197.77,57.77,12.4
2026-04-04 22:00,COR-03,213.64,216.9,63.85,11.66
2026-04-04 23:00,COR-03,208.35,208.12,66.3,13.03
2026-04-05 00:00,COR-03,229.51,219.47,66.07,12.65
2026-04-05 01:00,COR-03,230.44,210.83,65.76,12.32
2026-04-05 02:00,COR-03,227.51,243.86,64.8,12.81
2026-04-05 03:00,COR-03,243.87,233.68,71.09,13.89
2026-04-05 04:00,COR-03,254.36,229.78,68.62,13.75
2026-04-05 05:00,COR-03,227.09,250.65,71.62,15.03
2026-04-05 06:00,COR-03,256.68,233.48,68.5,14.0
2026-04-05 07:00,COR-03,252.82,243.43,75.86,14.88
2026-04-05 08:00,COR-03,258.6,238.41,71.5,14.23
2026-04-05 09:00,COR-03,252.65,236.59,66.65,12.98
2026-04-05 10:00,COR-03,248.44,228.47,68.08,13.7
2026-04-05 11:00,COR-03,240.41,221.1,65.31,14.25
2026-04-05 12:00,COR-03,240.88,208.96,67.74,12.19
2026-04-05 13:00,COR-03,213.94,188.26,62.35,13.12
2026-04-05 14:00,COR-03,215.11,185.53,63.44,11.43
2026-04-05 15:00,COR-03,204.91,193.13,61.99,12.32
2026-04-05 16:00,COR-03,202.14,207.02,62.77,12.1
2026-04-05 17:00,COR-03,201.32,174.16,59.64,12.44
2026-04-05 18:00,COR-03,168.94,182.16,56.89,12.18
2026-04-05 19:00,COR-03,183.24,189.03,57.33,11.07
2026-04-05 20:00,COR-03,192.21,202.33,61.72,11.16
2026-04-05 21:00,COR-03,184.13,220.4,60.44,12.79
2026-04-05 22:00,COR-03,200.81,224.47,62.15,12.35
2026-04-05 23:00,COR-03,221.03,203.8,67.97,12.88
2026-04-06 00:00,COR-03,253.99,233.69,65.55,12.65
2026-04-06 01:00,COR-03,227.27,229.55,62.66,13.83
2026-04-06 02:00,COR-03,261.28,242.57,68.17,13.42
2026-04-06 03:00,COR-03,244.07,230.07,72.76,14.46
2026-04-06 04:00,COR-03,236.68,241.27,71.69,13.47
2026-04-06 05:00,COR-03,253.98,255.18,72.11,14.31
2026-04-06 06:00,COR-03,254.56,234.88,71.52,14.25
2026-04-06 07:00,COR-03,266.42,243.49,68.21,14.3
2026-04-06 08:00,COR-03,246.11,245.64,69.99,14.55
2026-04-06 09:00,COR-03,256.0,244.06,75.86,14.43
2026-04-06 10:00,COR-03,246.36,230.0,66.53,13.21
2026-04-06 11:00,COR-03,244.31,225.85,64.12,12.95
2026-04-06 12:00,COR-03,237.84,229.79,64.84,12.84
2026-04-06 13:00,COR-03,208.7,206.86,59.61,12.33
2026-04-06 14:00,COR-03,192.9,198.08,61.35,12.91
2026-04-06 15:00,COR-03,187.76,198.65,58.65,12.14
2026-04-06 16:00,COR-03,199.15,202.13,61.6,11.95
2026-04-06 17:00,COR-03,190.38,180.49,61.08,12.21
2026-04-06 18:00,COR-03,193.26,186.41,59.63,11.34
2026-04-06 19:00,COR-03,214.44,192.51,58.2,10.96
2026-04-06 20:00,COR-03,186.96,205.75,58.23,11.63
2026-04-06 21:00,COR-03,203.86,207.97,54.49,12.02
2026-04-06 22:00,COR-03,227.11,215.08,60.09,13.31
2026-04-06 23:00,COR-03,228.67,221.12,63.88,12.72
2026-04-07 00:00,COR-03,224.26,227.88,65.7,13.41
2026-04-07 01:00,COR-03,224.21,217.87,70.44,12.97
2026-04-07 02:00,COR-03,265.82,254.47,67.51,13.96
2026-04-07 03:00,COR-03,267.01,223.1,70.1,13.74
2026-04-07 04:00,COR-03,250.68,239.21,67.23,14.17
2026-04-07 05:00,COR-03,279.57,237.68,72.14,13.86
2026-04-07 06:00,COR-03,274.62,240.68,69.46,13.93
2026-04-07 07:00,COR-03,242.94,231.14,72.29,13.91
2026-04-07 08:00,COR-03,242.3,246.64,68.83,14.58
2026-04-07 09:00,COR-03,224.63,238.16,68.42,13.6
2026-04-07 10:00,COR-03,241.18,250.43,68.7,13.06
2026-04-07 11:00,COR-03,242.35,233.99,69.2,13.05
2026-04-07 12:00,COR-03,224.89,207.15,64.19,11.86
2026-04-07 13:00,COR-03,201.41,199.73,63.01,12.56
2026-04-07 14:00,COR-03,199.67,199.22,66.26,12.33
2026-04-07 15:00,COR-03,180.21,223.68,61.46,11.88
2026-04-07 16:00,COR-03,185.38,194.8,59.98,12.15
2026-04-07 17:00,COR-03,202.6,209.58,61.93,12.0
2026-04-07 18:00,COR-03,188.6,188.77,58.69,11.8
2026-04-07 19:00,COR-03,197.14,201.87,57.23,11.44
2026-04-07 20:00,COR-03,191.64,195.63,59.06,11.1
2026-04-07 21:00,COR-03,209.1,207.38,58.84,12.28
2026-04-07 22:00,COR-03,205.89,212.54,60.73,11.81
2026-04-07 23:00,COR-03,196.75,222.0,60.04,12.74
2026-04-08 00:00,COR-03,233.17,209.92,68.32,13.52
2026-04-08 01:00,COR-03,237.34,243.19,61.81,13.73
2026-04-08 02:00,COR-03,239.04,227.43,71.65,13.25
2026-04-08 03:00,COR-03,247.97,227.15,69.52,13.94
2026-04-08 04:00,COR-03,261.61,251.0,68.1,14.72
2026-04-08 05:00,COR-03,250.88,229.07,70.5,14.84
2026-04-08 06:00,COR-03,248.96,252.32,74.79,14.25
2026-04-08 07:00,COR-03,250.49,243.62,75.95,14.49
2026-04-08 08:00,COR-03,246.88,239.25,68.99,13.87
2026-04-08 09:00,COR-03,239.17,234.34,68.17,14.14
2026-04-08 10:00,COR-03,244.12,252.39,66.16,14.32
2026-04-08 11:00,COR-03,239.75,237.1,65.58,13.62
2026-04-08 12:00,COR-03,207.84,216.66,67.03,13.02
2026-04-08 13:00,COR-03,213.74,234.36,59.96,12.43
2026-04-08 14:00,COR-03,213.35,210.0,61.13,12.13
2026-04-08 15:00,COR-03,206.56,203.45,59.94,11.84
2026-04-08 16:00,COR-03,184.24,188.73,55.74,11.13
2026-04-08 17:00,COR-03,198.16,209.01,58.72,11.66
2026-04-08 18:00,COR-03,195.87,199.59,56.15,12.32
2026-04-08 19:00,COR-03,170.42,211.58,59.52,11.69
2026-04-08 20:00,COR-03,204.78,203.95,61.51,12.01
2026-04-08 21:00,COR-03,190.28,195.7,58.76,12.01
2026-04-08 22:00,COR-03,219.7,206.5,65.78,13.17
2026-04-08 23:00,COR-03,219.77,209.18,64.34,12.85
2026-04-09 00:00,COR-03,227.59,226.02,62.54,12.31
2026-04-09 01:00,COR-03,260.04,240.19,63.55,12.64
2026-04-09 02:00,COR-03,246.43,242.94,65.27,14.19
2026-04-09 03:00,COR-03,236.81,247.73,72.73,15.32
2026-04-09 04:00,COR-03,252.13,247.45,72.36,14.02
2026-04-09 05:00,COR-03,245.71,260.98,70.12,13.7
2026-04-09 06:00,COR-03,243.5,240.13,73.41,15.07
2026-04-09 07:00,COR-03,264.59,259.5,68.52,14.07
2026-04-09 08:00,COR-03,274.23,255.53,68.99,14.62
2026-04-09 09:00,COR-03,236.81,222.08,66.72,13.83
2026-04-09 10:00,COR-03,247.5,241.5,67.76,14.25
2026-04-09 11:00,COR-03,258.64,247.77,67.42,13.0
2026-04-09 12:00,COR-03,212.58,224.49,66.71,13.12
2026-04-09 13:00,COR-03,191.69,206.32,62.27,13.37
2026-04-09 14:00,COR-03,192.67,213.85,60.36,12.34
2026-04-09 15:00,COR-03,212.01,218.71,62.31,11.52
2026-04-09 16:00,COR-03,196.32,197.42,59.44,10.86
2026-04-09 17:00,COR-03,187.99,190.4,58.67,11.91
2026-04-09 18:00,COR-03,185.54,202.24,60.32,12.2
2026-04-09 19:00,COR-03,186.15,207.22,62.06,11.65
2026-04-09 20:00,COR-03,212.32,208.57,62.4,12.88
2026-04-09 21:00,COR-03,182.53,201.21,60.33,11.42
2026-04-09 22:00,COR-03,199.96,219.42,61.13,11.13
2026-04-09 23:00,COR-03,202.79,209.46,63.68,12.03
2026-04-10 00:00,COR-03,202.67,225.63,65.15,13.42
2026-04-10 01:00,COR-03,245.4,225.83,64.13,14.1
2026-04-10 02:00,COR-03,227.37,232.91,69.32,13.53
2026-04-10 03:00,COR-03,245.0,233.36,65.24,14.0
2026-04-10 04:00,COR-03,260.14,247.82,73.48,13.62
2026-04-10 05:00,COR-03,255.15,234.6,69.33,13.22
2026-04-10 06:00,COR-03,252.36,233.56,65.89,14.46
2026-04-10 07:00,COR-03,265.95,234.75,76.46,14.11
2026-04-10 08:00,COR-03,249.7,239.39,76.25,15.2
2026-04-10 09:00,COR-03,227.98,240.74,68.9,14.58
2026-04-10 10:00,COR-03,234.7,238.96,67.65,13.74
2026-04-10 11:00,COR-03,254.86,217.07,70.02,13.03
2026-04-10 12:00,COR-03,237.46,224.17,66.78,13.51
2026-04-10 13:00,COR-03,210.63,222.25,66.0,12.21
2026-04-10 14:00,COR-03,194.01,192.61,60.08,12.08
2026-04-10 15:00,COR-03,206.64,195.61,64.3,12.19
2026-04-10 16:00,COR-03,196.59,207.26,64.74,11.57
2026-04-10 17:00,COR-03,206.21,208.69,62.43,10.87
2026-04-10 18:00,COR-03,232.31,200.05,58.53,11.61
2026-04-10 19:00,COR-03,175.83,195.8,56.39,11.14
2026-04-10 20:00,COR-03,210.26,221.26,61.49,11.71
2026-04-10 21:00,COR-03,187.72,200.96,60.91,10.94
2026-04-10 22:00,COR-03,212.54,190.79,62.16,13.04
2026-04-10 23:00,COR-03,214.21,211.16,59.51,12.02
2026-04-11 00:00,COR-03,205.21,220.93,64.07,12.17
2026-04-11 01:00,COR-03,217.44,246.08,64.21,13.51
2026-04-11 02:00,COR-03,257.84,237.9,66.11,13.13
2026-04-11 03:00,COR-03,259.54,227.82,68.54,13.25
2026-04-11 04:00,COR-03,259.45,232.99,71.85,13.43
2026-04-11 05:00,COR-03,246.21,253.42,73.02,14.51
2026-04-11 06:00,COR-03,300.76,233.27,71.05,14.34
2026-04-11 07:00,COR-03,233.15,227.27,72.97,13.61
2026-04-11 08:00,COR-03,249.84,239.43,69.22,13.77
2026-04-11 09:00,COR-03,263.39,236.13,72.37,14.15
2026-04-11 10:00,COR-03,237.96,216.86,68.07,13.87
2026-04-11 11:00,COR-03,223.16,228.98,66.24,13.26
2026-04-11 12:00,COR-03,234.46,217.43,62.06,12.51
2026-04-11 13:00,COR-03,207.38,231.47,62.99,12.25
2026-04-11 14:00,COR-03,185.19,205.07,62.98,12.35
2026-04-11 15:00,COR-03,200.16,206.64,62.14,12.78
2026-04-11 16:00,COR-03,200.22,190.53,62.91,12.03
2026-04-11 17:00,COR-03,200.23,209.83,56.89,11.94
2026-04-11 18:00,COR-03,209.45,194.1,59.78,10.59
2026-04-11 19:00,COR-03,201.71,187.52,55.4,12.27
2026-04-11 20:00,COR-03,202.26,208.26,60.58,12.46
2026-04-11 21:00,COR-03,216.67,205.17,62.73,11.79
2026-04-11 22:00,COR-03,221.73,190.18,64.36,13.2
2026-04-11 23:00,COR-03,202.71,209.85,58.27,13.02
2026-04-12 00:00,COR-03,224.51,228.74,59.69,12.81
2026-04-12 01:00,COR-03,231.32,208.87,68.53,13.68
2026-04-12 02:00,COR-03,247.96,237.04,67.46,14.45
2026-04-12 03:00,COR-03,245.03,243.87,72.46,14.19
2026-04-12 04:00,COR-03,250.7,246.06,70.49,14.07
2026-04-12 05:00,COR-03,251.72,242.83,72.2,14.15
2026-04-12 06:00,COR-03,256.0,239.22,72.66,14.32
2026-04-12 07:00,COR-03,257.08,236.11,71.35,14.34
2026-04-12 08:00,COR-03,264.46,239.49,68.7,13.97
2026-04-12 09:00,COR-03,271.28,239.86,70.86,13.77
2026-04-12 10:00,COR-03,235.14,230.03,70.13,13.06
2026-04-12 11:00,COR-03,216.96,215.82,69.61,14.26
2026-04-12 12:00,COR-03,239.0,205.22,66.25,12.45
2026-04-12 13:00,COR-03,232.75,228.6,62.27,12.42
2026-04-12 14:00,COR-03,217.17,210.66,63.78,11.08
2026-04-12 15:00,COR-03,208.74,181.0,60.82,11.95
2026-04-12 16:00,COR-03,222.31,204.92,61.18,12.25
2026-04-12 17:00,COR-03,190.16,186.17,59.9,12.54
2026-04-12 18:00,COR-03,193.21,201.87,60.27,11.66
2026-04-12 19:00,COR-03,204.12,202.03,53.95,11.52
2026-04-12 20:00,COR-03,193.1,195.52,58.19,11.68
2026-04-12 21:00,COR-03,231.24,208.68,61.41,12.1
2026-04-12 22:00,COR-03,206.56,202.28,60.27,12.47
2026-04-12 23:00,COR-03,216.74,217.33,62.0,12.35
2026-04-13 00:00,COR-03,234.91,222.95,64.7,13.0
2026-04-13 01:00,COR-03,253.8,213.89,65.35,13.63
2026-04-13 02:00,COR-03,240.4,229.8,68.47,12.76
2026-04-13 03:00,COR-03,258.42,234.87,67.2,13.43
2026-04-13 04:00,COR-03,256.98,234.86,71.68,14.4
2026-04-13 05:00,COR-03,245.79,252.66,71.12,13.87
2026-04-13 06:00,COR-03,259.85,237.99,70.76,14.93
2026-04-13 07:00,COR-03,251.16,239.39,69.09,14.05
2026-04-13 08:00,COR-03,240.36,239.37,74.41,13.83
2026-04-13 09:00,COR-03,247.96,241.3,68.12,14.7
2026-04-13 10:00,COR-03,241.81,232.49,73.41,14.37
2026-04-13 11:00,COR-03,234.7,221.36,68.29,13.19
2026-04-13 12:00,COR-03,240.12,234.96,68.35,12.97
2026-04-13 13:00,COR-03,217.02,215.56,65.22,13.08
2026-04-13 14:00,COR-03,233.6,208.57,57.29,12.7
2026-04-13 15:00,COR-03,200.96,186.59,64.57,12.3
2026-04-13 16:00,COR-03,197.47,183.2,59.28,10.85
2026-04-13 17:00,COR-03,194.39,199.67,59.58,11.87
2026-04-13 18:00,COR-03,174.24,198.32,64.93,10.74
2026-04-13 19:00,COR-03,191.67,183.61,61.05,11.78
2026-04-13 20:00,COR-03,191.89,201.61,56.27,11.86
2026-04-13 21:00,COR-03,190.47,195.66,61.7,12.67
2026-04-13 22:00,COR-03,210.35,201.03,57.51,11.4
2026-04-13 23:00,COR-03,206.45,217.27,63.4,12.77
2026-04-14 00:00,COR-03,211.24,212.01,68.71,13.1
2026-04-14 01:00,COR-03,235.67,229.49,65.75,13.29
2026-04-14 02:00,COR-03,214.12,219.89,68.43,12.75
2026-04-14 03:00,COR-03,246.33,245.49,71.5,13.75
2026-04-14 04:00,COR-03,263.76,252.28,69.1,14.04
2026-04-14 05:00,COR-03,250.09,249.45,71.52,14.62
2026-04-14 06:00,COR-03,249.65,249.65,69.09,14.86
2026-04-14 07:00,COR-03,243.84,240.31,71.4,14.16
2026-04-14 08:00,COR-03,245.1,247.67,74.74,13.67
2026-04-14 09:00,COR-03,240.07,243.85,66.59,13.35
2026-04-14 10:00,COR-03,233.01,242.99,67.42,13.21
2026-04-14 11:00,COR-03,232.62,225.42,66.87,13.41
2026-04-14 12:00,COR-03,229.47,232.61,67.88,14.06
2026-04-14 13:00,COR-03,209.94,217.05,58.24,12.71
2026-04-14 14:00,COR-03,221.66,193.35,62.62,12.02
2026-04-14 15:00,COR-03,184.44,200.08,59.71,11.76
2026-04-14 16:00,COR-03,183.63,188.55,56.42,11.27
2026-04-14 17:00,COR-03,208.96,195.15,55.61,12.24
2026-04-14 18:00,COR-03,205.84,200.97,60.88,11.78
2026-04-14 19:00,COR-03,199.88,197.77,62.3,11.99
2026-04-14 20:00,COR-03,190.52,218.94,56.13,11.91
2026-04-14 21:00,COR-03,196.49,193.39,57.28,11.62
2026-04-14 22:00,COR-03,198.59,204.79,63.29,12.11
2026-04-14 23:00,COR-03,215.22,210.31,62.46,12.51
2026-04-15 00:00,COR-03,217.73,235.03,64.54,13.72
2026-04-15 01:00,COR-03,238.3,216.95,67.12,13.71
2026-04-15 02:00,COR-03,253.01,236.33,68.19,14.67
2026-04-15 03:00,COR-03,248.18,244.46,69.63,13.56
2026-04-15 04:00,COR-03,281.76,253.94,68.55,13.97
2026-04-15 05:00,COR-03,238.54,241.36,69.35,14.2
2026-04-15 06:00,COR-03,242.27,241.95,69.45,13.76
2026-04-15 07:00,COR-03,262.65,262.99,70.93,14.39
2026-04-15 08:00,COR-03,259.94,234.3,70.44,13.84
2026-04-15 09:00,COR-03,256.37,230.38,74.92,13.13
2026-04-15 10:00,COR-03,215.87,224.48,66.08,12.76
2026-04-15 11:00,COR-03,233.65,212.21,65.81,14.08
2026-04-15 12:00,COR-03,224.2,221.82,65.48,12.77
2026-04-15 13:00,COR-03,214.8,192.09,61.97,12.5
2026-04-15 14:00,COR-03,193.22,208.49,61.23,13.51
2026-04-15 15:00,COR-03,223.56,179.02,63.8,12.89
2026-04-15 16:00,COR-03,200.08,195.03,55.34,12.09
2026-04-15 17:00,COR-03,206.69,201.66,63.46,11.78
2026-04-15 18:00,COR-03,183.22,206.6,61.15,11.65
2026-04-15 19:00,COR-03,196.95,188.65,60.11,11.82
2026-04-15 20:00,COR-03,208.92,182.68,57.86,11.16
2026-04-15 21:00,COR-03,215.04,193.79,62.19,11.69
2026-04-15 22:00,COR-03,202.93,200.62,62.17,13.1
2026-04-15 23:00,COR-03,219.04,211.66,62.82,12.96
2026-04-16 00:00,COR-03,196.9,208.88,65.32,12.71
2026-04-16 01:00,COR-03,215.87,240.02,64.46,13.33
2026-04-16 02:00,COR-03,237.18,227.57,67.73,13.55
2026-04-16 03:00,COR-03,234.16,245.47,69.17,14.25
2026-04-16 04:00,COR-03,245.12,235.66,72.26,14.23
2026-04-16 05:00,COR-03,244.71,236.68,72.01,13.71
2026-04-16 06:00,COR-03,247.79,235.4,74.23,13.85
2026-04-16 07:00,COR-03,280.61,240.41,70.04,14.66
2026-04-16 08:00,COR-03,233.59,251.33,74.59,14.11
2026-04-16 09:00,COR-03,254.14,235.13,69.19,13.79
2026-04-16 10:00,COR-03,245.75,237.68,71.24,13.49
2026-04-16 11:00,COR-03,236.04,227.84,61.63,12.47
2026-04-16 12:00,COR-03,223.37,210.56,66.34,12.78
2026-04-16 13:00,COR-03,212.08,222.87,67.69,12.17
2026-04-16 14:00,COR-03,208.07,196.66,62.43,12.61
2026-04-16 15:00,COR-03,187.53,210.53,57.05,12.75
2026-04-16 16:00,COR-03,195.94,187.95,58.54,11.3
2026-04-16 17:00,COR-03,184.81,196.95,55.44,10.51
2026-04-16 18:00,COR-03,188.48,185.17,58.81,10.94
2026-04-16 19:00,COR-03,173.73,201.42,61.19,11.71
2026-04-16 20:00,COR-03,165.08,195.31,58.18,11.58
2026-04-16 21:00,COR-03,227.52,194.96,61.66,10.97
2026-04-16 22:00,COR-03,230.19,188.1,60.11,12.02
2026-04-16 23:00,COR-03,198.64,211.87,64.77,12.56
2026-04-17 00:00,COR-03,217.04,221.4,63.46,13.46
2026-04-17 01:00,COR-03,226.17,227.5,63.26,12.7
2026-04-17 02:00,COR-03,233.48,232.38,63.94,14.14
2026-04-17 03:00,COR-03,262.67,224.49,68.8,13.48
2026-04-17 04:00,COR-03,240.26,239.26,66.33,13.63
2026-04-17 05:00,COR-03,237.48,243.92,69.92,14.47
2026-04-17 06:00,COR-03,261.36,253.74,71.64,14.61
2026-04-17 07:00,COR-03,262.95,247.26,71.71,13.86
2026-04-17 08:00,COR-03,264.58,240.53,68.77,14.14
2026-04-17 09:00,COR-03,242.04,238.02,71.62,13.66
2026-04-17 10:00,COR-03,241.38,244.75,69.1,12.51
2026-04-17 11:00,COR-03,232.61,229.47,66.67,13.01
2026-04-17 12:00,COR-03,207.45,218.94,63.37,13.01
2026-04-17 13:00,COR-03,221.03,237.36,62.85,12.28
2026-04-17 14:00,COR-03,205.04,220.72,61.8,12.16
2026-04-17 15:00,COR-03,197.56,204.61,60.93,12.59
2026-04-17 16:00,COR-03,189.89,196.71,58.22,11.68
2026-04-17 17:00,COR-03,197.04,187.15,57.82,12.29
2026-04-17 18:00,COR-03,193.41,203.33,59.48,11.49
2026-04-17 19:00,COR-03,186.89,186.87,58.76,12.15
2026-04-17 20:00,COR-03,199.97,192.22,59.47,12.28
2026-04-17 21:00,COR-03,209.61,228.44,61.04,12.46
2026-04-17 22:00,COR-03,205.51,204.05,60.87,13.5
2026-04-17 23:00,COR-03,190.7,217.17,60.5,11.26
2026-04-18 00:00,COR-03,203.31,204.43,65.21,14.03
2026-04-18 01:00,COR-03,221.27,225.16,67.24,13.83
2026-04-18 02:00,COR-03,225.86,247.87,72.08,13.49
2026-04-18 03:00,COR-03,239.85,232.89,69.41,13.86
2026-04-18 04:00,COR-03,241.49,248.68,66.78,13.12
2026-04-18 05:00,COR-03,245.55,248.08,68.17,14.48
2026-04-18 06:00,COR-03,247.91,255.47,71.15,14.67
2026-04-18 07:00,COR-03,249.65,252.37,70.28,14.16
2026-04-18 08:00,COR-03,249.52,238.64,69.34,14.6
2026-04-18 09:00,COR-03,230.45,245.5,71.78,12.92
2026-04-18 10:00,COR-03,221.71,232.13,67.87,13.13
2026-04-18 11:00,COR-03,247.59,232.82,65.84,13.65
2026-04-18 12:00,COR-03,226.87,221.41,67.3,13.26
2026-04-18 13:00,COR-03,201.28,220.77,57.91,12.4
2026-04-18 14:00,COR-03,220.83,201.87,57.1,12.24
2026-04-18 15:00,COR-03,204.61,197.04,58.81,12.42
2026-04-18 16:00,COR-03,182.57,176.09,52.96,11.35
2026-04-18 17:00,COR-03,183.84,181.3,60.38,11.6
2026-04-18 18:00,COR-03,204.4,177.91,56.1,11.3
2026-04-18 19:00,COR-03,195.46,216.85,58.84,11.48
2026-04-18 20:00,COR-03,220.4,189.1,58.36,11.54
2026-04-18 21:00,COR-03,221.97,211.2,59.65,11.91
2026-04-18 22:00,COR-03,212.07,215.6,62.22,13.02
2026-04-18 23:00,COR-03,202.16,225.02,58.22,12.98
2026-04-19 00:00,COR-03,210.19,209.55,69.21,13.38
2026-04-19 01:00,COR-03,228.89,218.65,67.85,12.89
2026-04-19 02:00,COR-03,248.66,247.73,68.98,14.51
