timestamp,asset_id,hydraulic_pressure,beam_position_error,oil_temperature,cylinder_drift
2026-04-06 09:00,RHF-WBD-03,167.34,2.35,47.74,1.43
2026-04-06 10:00,RHF-WBD-03,164.75,0.14,47.84,1.93
2026-04-06 11:00,RHF-WBD-03,169.52,0.57,46.71,1.78
2026-04-06 12:00,RHF-WBD-03,167.8,0.01,46.63,1.66
2026-04-06 13:00,RHF-WBD-03,157.0,1.19,45.42,1.6
2026-04-06 14:00,RHF-WBD-03,162.14,-1.34,43.35,1.25
2026-04-06 15:00,RHF-WBD-03,155.31,-0.88,42.9,1.34
2026-04-06 16:00,RHF-WBD-03,150.96,-2.22,42.17,1.04
2026-04-06 17:00,RHF-WBD-03,152.56,-2.71,45.27,1.29
2026-04-06 18:00,RHF-WBD-03,155.99,-1.51,42.5,1.18
2026-04-06 19:00,RHF-WBD-03,156.4,-2.34,43.62,1.14
2026-04-06 20:00,RHF-WBD-03,156.17,-1.55,41.83,1.3
2026-04-06 21:00,RHF-WBD-03,153.44,-0.22,46.11,1.3
2026-04-06 22:00,RHF-WBD-03,161.96,-1.79,44.78,1.07
2026-04-06 23:00,RHF-WBD-03,164.04,-1.95,45.82,1.43
2026-04-07 00:00,RHF-WBD-03,160.07,0.27,47.04,1.5
2026-04-07 01:00,RHF-WBD-03,172.06,1.19,48.05,1.65
2026-04-07 02:00,RHF-WBD-03,172.93,1.24,50.08,1.51
2026-04-07 03:00,RHF-WBD-03,168.48,1.45,48.77,1.88
2026-04-07 04:00,RHF-WBD-03,165.34,1.03,51.14,2.13
2026-04-07 05:00,RHF-WBD-03,178.17,3.16,49.37,1.61
2026-04-07 06:00,RHF-WBD-03,183.36,3.56,48.57,1.99
2026-04-07 07:00,RHF-WBD-03,173.01,2.65,49.47,1.93
2026-04-07 08:00,RHF-WBD-03,176.88,1.05,48.43,1.64
2026-04-07 09:00,RHF-WBD-03,173.63,1.59,48.24,1.84
2026-04-07 10:00,RHF-WBD-03,163.8,1.79,48.32,1.6
2026-04-07 11:00,RHF-WBD-03,171.25,-0.73,47.34,1.66
2026-04-07 12:00,RHF-WBD-03,169.59,0.37,44.61,1.33
2026-04-07 13:00,RHF-WBD-03,162.87,0.68,46.31,1.39
2026-04-07 14:00,RHF-WBD-03,157.57,-1.66,45.89,1.12
2026-04-07 15:00,RHF-WBD-03,156.77,-0.45,44.52,0.97
2026-04-07 16:00,RHF-WBD-03,152.75,-1.6,45.61,1.21
2026-04-07 17:00,RHF-WBD-03,149.15,-0.18,44.77,1.05
2026-04-07 18:00,RHF-WBD-03,156.88,-1.48,44.05,1.28
2026-04-07 19:00,RHF-WBD-03,148.53,-1.72,44.96,1.07
2026-04-07 20:00,RHF-WBD-03,161.61,-0.39,44.56,1.23
2026-04-07 21:00,RHF-WBD-03,158.97,-1.84,44.34,1.26
2026-04-07 22:00,RHF-WBD-03,158.26,-1.89,44.03,1.24
2026-04-07 23:00,RHF-WBD-03,176.87,-0.69,46.76,1.35
2026-04-08 00:00,RHF-WBD-03,161.21,0.04,48.57,1.41
2026-04-08 01:00,RHF-WBD-03,170.2,2.16,46.45,1.47
2026-04-08 02:00,RHF-WBD-03,166.01,0.84,46.65,1.53
2026-04-08 03:00,RHF-WBD-03,178.27,0.27,48.85,1.69
2026-04-08 04:00,RHF-WBD-03,178.03,0.68,48.22,2.11
2026-04-08 05:00,RHF-WBD-03,168.98,1.77,49.93,1.66
2026-04-08 06:00,RHF-WBD-03,181.34,0.01,52.23,1.93
2026-04-08 07:00,RHF-WBD-03,181.49,3.39,48.86,1.87
2026-04-08 08:00,RHF-WBD-03,178.25,2.99,48.19,1.55
2026-04-08 09:00,RHF-WBD-03,176.21,0.17,47.65,1.69
2026-04-08 10:00,RHF-WBD-03,173.13,1.05,47.46,1.66
2026-04-08 11:00,RHF-WBD-03,158.2,1.17,47.43,1.26
2026-04-08 12:00,RHF-WBD-03,153.89,-0.74,45.99,1.6
2026-04-08 13:00,RHF-WBD-03,169.49,-0.43,44.93,1.49
2026-04-08 14:00,RHF-WBD-03,169.67,-2.1,45.25,1.33
2026-04-08 15:00,RHF-WBD-03,153.28,-2.21,45.48,1.27
2026-04-08 16:00,RHF-WBD-03,152.59,-1.65,44.34,1.11
2026-04-08 17:00,RHF-WBD-03,156.41,-3.7,44.08,0.81
2026-04-08 18:00,RHF-WBD-03,150.93,-2.47,41.65,1.13
2026-04-08 19:00,RHF-WBD-03,157.99,-0.73,44.18,1.26
2026-04-08 20:00,RHF-WBD-03,154.99,-1.72,43.75,1.17
2026-04-08 21:00,RHF-WBD-03,147.47,-2.96,44.33,1.15
2026-04-08 22:00,RHF-WBD-03,159.61,-1.3,45.22,1.29
2026-04-08 23:00,RHF-WBD-03,160.95,-0.71,46.02,1.39
2026-04-09 00:00,RHF-WBD-03,170.6,-0.33,45.66,1.36
2026-04-09 01:00,RHF-WBD-03,169.0,-0.74,45.06,1.7
2026-04-09 02:00,RHF-WBD-03,170.64,1.75,47.42,1.65
2026-04-09 03:00,RHF-WBD-03,167.75,2.53,48.03,1.81
2026-04-09 04:00,RHF-WBD-03,170.4,1.06,49.43,1.83
2026-04-09 05:00,RHF-WBD-03,179.55,0.54,48.93,1.91
2026-04-09 06:00,RHF-WBD-03,170.45,2.24,48.8,1.87
2026-04-09 07:00,RHF-WBD-03,174.12,0.61,50.1,1.88
2026-04-09 08:00,RHF-WBD-03,170.34,2.72,46.34,1.73
2026-04-09 09:00,RHF-WBD-03,166.05,1.38,47.09,1.6
2026-04-09 10:00,RHF-WBD-03,172.96,0.57,47.05,1.66
2026-04-09 11:00,RHF-WBD-03,166.07,1.3,48.88,1.58
2026-04-09 12:00,RHF-WBD-03,160.83,0.17,47.92,1.51
2026-04-09 13:00,RHF-WBD-03,168.17,-0.38,45.41,1.51
2026-04-09 14:00,RHF-WBD-03,166.21,0.44,45.03,1.2
2026-04-09 15:00,RHF-WBD-03,157.07,0.46,45.02,1.42
2026-04-09 16:00,RHF-WBD-03,151.38,-1.73,41.89,1.21
2026-04-09 17:00,RHF-WBD-03,148.48,-1.95,43.72,1.07
2026-04-09 18:00,RHF-WBD-03,145.63,-2.41,43.56,0.83
2026-04-09 19:00,RHF-WBD-03,150.75,-2.02,43.87,1.21
2026-04-09 20:00,RHF-WBD-03,152.38,-3.93,45.47,1.01
2026-04-09 21:00,RHF-WBD-03,159.89,-1.25,43.93,1.37
2026-04-09 22:00,RHF-WBD-03,152.85,-1.35,43.62,1.36
2026-04-09 23:00,RHF-WBD-03,165.11,-0.88,44.45,1.25
2026-04-10 00:00,RHF-WBD-03,170.15,-0.09,46.15,1.61
2026-04-10 01:00,RHF-WBD-03,165.27,0.53,47.3,1.46
2026-04-10 02:00,RHF-WBD-03,174.97,0.2,48.6,1.65
2026-04-10 03:00,RHF-WBD-03,178.07,0.96,47.78,1.68
2026-04-10 04:00,RHF-WBD-03,170.36,1.83,48.74,1.67
2026-04-10 05:00,RHF-WBD-03,171.89,1.07,50.69,1.72
2026-04-10 06:00,RHF-WBD-03,177.97,2.94,49.3,2.19
2026-04-10 07:00,RHF-WBD-03,171.18,1.0,48.75,1.84
2026-04-10 08:00,RHF-WBD-03,168.7,1.37,48.21,1.95
2026-04-10 09:00,RHF-WBD-03,181.39,0.9,50.04,1.57
2026-04-10 10:00,RHF-WBD-03,174.13,2.11,49.92,1.79
2026-04-10 11:00,RHF-WBD-03,163.97,1.04,48.13,1.64
2026-04-10 12:00,RHF-WBD-03,160.45,0.01,44.81,1.43
2026-04-10 13:00,RHF-WBD-03,156.79,-0.98,47.53,1.49
2026-04-10 14:00,RHF-WBD-03,160.3,-0.8,45.18,1.04
2026-04-10 15:00,RHF-WBD-03,165.08,-1.54,44.59,1.2
2026-04-10 16:00,RHF-WBD-03,154.89,-1.32,44.66,1.51
2026-04-10 17:00,RHF-WBD-03,145.97,-2.23,44.73,1.13
2026-04-10 18:00,RHF-WBD-03,153.52,-1.68,44.96,1.21
2026-04-10 19:00,RHF-WBD-03,149.53,-2.54,44.24,1.06
2026-04-10 20:00,RHF-WBD-03,159.24,-1.24,45.76,1.23
2026-04-10 21:00,RHF-WBD-03,166.0,-1.33,44.12,1.18
2026-04-10 22:00,RHF-WBD-03,154.73,-1.53,44.92,1.34
2026-04-10 23:00,RHF-WBD-03,163.23,-1.29,45.89,1.52
2026-04-11 00:00,RHF-WBD-03,166.98,-1.2,46.4,1.67
2026-04-11 01:00,RHF-WBD-03,163.1,1.49,47.99,1.67
2026-04-11 02:00,RHF-WBD-03,165.73,1.5,48.18,2.1
2026-04-11 03:00,RHF-WBD-03,170.59,1.41,49.67,1.86
2026-04-11 04:00,RHF-WBD-03,166.76,1.84,48.4,1.76
2026-04-11 05:00,RHF-WBD-03,179.14,2.13,50.67,2.09
2026-04-11 06:00,RHF-WBD-03,176.22,1.33,50.53,1.7
2026-04-11 07:00,RHF-WBD-03,172.02,1.95,47.56,1.95
2026-04-11 08:00,RHF-WBD-03,179.78,0.9,48.57,1.84
2026-04-11 09:00,RHF-WBD-03,169.37,2.3,49.34,1.57
2026-04-11 10:00,RHF-WBD-03,168.73,0.77,48.29,1.43
2026-04-11 11:00,RHF-WBD-03,170.9,1.02,48.27,1.58
2026-04-11 12:00,RHF-WBD-03,165.54,1.29,46.39,1.62
2026-04-11 13:00,RHF-WBD-03,160.97,0.53,46.49,1.56
2026-04-11 14:00,RHF-WBD-03,159.12,-0.67,48.18,1.17
2026-04-11 15:00,RHF-WBD-03,160.36,-1.56,45.66,1.28
2026-04-11 16:00,RHF-WBD-03,158.44,-2.22,44.74,1.01
2026-04-11 17:00,RHF-WBD-03,147.58,-2.52,43.03,1.14
2026-04-11 18:00,RHF-WBD-03,157.84,-1.23,45.76,1.39
2026-04-11 19:00,RHF-WBD-03,152.6,-2.16,43.47,1.01
2026-04-11 20:00,RHF-WBD-03,152.85,-0.45,43.57,1.03
2026-04-11 21:00,RHF-WBD-03,157.02,-3.01,44.88,1.52
2026-04-11 22:00,RHF-WBD-03,154.33,-3.0,46.09,1.13
2026-04-11 23:00,RHF-WBD-03,165.34,-1.21,46.12,1.53
2026-04-12 00:00,RHF-WBD-03,156.91,-0.79,48.3,1.41
2026-04-12 01:00,RHF-WBD-03,169.49,-0.33,47.87,1.65
2026-04-12 02:00,RHF-WBD-03,174.04,1.33,47.83,1.98
2026-04-12 03:00,RHF-WBD-03,177.48,2.79,45.86,1.75
2026-04-12 04:00,RHF-WBD-03,167.86,1.58,50.46,1.79
2026-04-12 05:00,RHF-WBD-03,173.01,1.72,49.84,2.07
2026-04-12 06:00,RHF-WBD-03,178.96,1.22,50.91,1.57
2026-04-12 07:00,RHF-WBD-03,174.67,2.77,49.03,1.82
2026-04-12 08:00,RHF-WBD-03,173.12,2.36,48.39,1.69
2026-04-12 09:00,RHF-WBD-03,185.71,2.38,48.95,1.74
2026-04-12 10:00,RHF-WBD-03,176.84,0.89,48.72,1.63
2026-04-12 11:00,RHF-WBD-03,171.37,0.81,46.86,1.69
2026-04-12 12:00,RHF-WBD-03,168.06,-0.89,44.33,1.5
2026-04-12 13:00,RHF-WBD-03,169.27,-0.12,46.31,1.39
2026-04-12 14:00,RHF-WBD-03,159.08,-1.66,46.55,1.39
2026-04-12 15:00,RHF-WBD-03,155.47,-0.78,47.43,1.42
2026-04-12 16:00,RHF-WBD-03,153.14,-1.37,44.55,1.44
2026-04-12 17:00,RHF-WBD-03,149.66,-0.06,42.68,0.91
2026-04-12 18:00,RHF-WBD-03,152.78,-1.54,43.94,1.09
2026-04-12 19:00,RHF-WBD-03,156.34,-3.06,44.84,1.06
2026-04-12 20:00,RHF-WBD-03,162.02,-1.33,44.07,1.16
2026-04-12 21:00,RHF-WBD-03,157.12,-2.41,44.42,1.17
2026-04-12 22:00,RHF-WBD-03,154.38,-0.49,46.1,1.19
2026-04-12 23:00,RHF-WBD-03,163.19,-0.76,45.34,1.29
2026-04-13 00:00,RHF-WBD-03,170.06,-0.15,46.71,1.75
2026-04-13 01:00,RHF-WBD-03,164.22,1.47,47.99,1.78
2026-04-13 02:00,RHF-WBD-03,167.14,2.12,47.25,1.72
2026-04-13 03:00,RHF-WBD-03,175.15,1.08,48.47,1.83
2026-04-13 04:00,RHF-WBD-03,178.69,2.51,49.8,1.75
2026-04-13 05:00,RHF-WBD-03,173.33,1.66,50.27,1.83
2026-04-13 06:00,RHF-WBD-03,177.94,1.96,49.67,2.06
2026-04-13 07:00,RHF-WBD-03,183.89,2.2,48.6,2.03
2026-04-13 08:00,RHF-WBD-03,172.02,2.71,50.06,2.01
2026-04-13 09:00,RHF-WBD-03,180.73,0.02,50.43,1.63
2026-04-13 10:00,RHF-WBD-03,172.14,0.18,48.36,1.6
2026-04-13 11:00,RHF-WBD-03,166.06,0.41,44.27,1.69
2026-04-13 12:00,RHF-WBD-03,164.65,0.76,47.17,1.54
2026-04-13 13:00,RHF-WBD-03,164.3,-0.41,46.73,1.34
2026-04-13 14:00,RHF-WBD-03,157.78,-0.74,45.87,1.25
2026-04-13 15:00,RHF-WBD-03,151.54,-0.48,42.03,1.19
2026-04-13 16:00,RHF-WBD-03,153.75,-2.89,42.11,1.07
2026-04-13 17:00,RHF-WBD-03,158.62,-2.06,42.81,1.0
2026-04-13 18:00,RHF-WBD-03,159.37,-2.65,45.6,0.86
2026-04-13 19:00,RHF-WBD-03,153.09,-3.06,41.69,1.06
2026-04-13 20:00,RHF-WBD-03,161.17,-0.46,43.82,1.0
2026-04-13 21:00,RHF-WBD-03,160.79,-2.8,44.55,1.26
2026-04-13 22:00,RHF-WBD-03,155.67,-1.07,45.41,1.31
2026-04-13 23:00,RHF-WBD-03,160.68,-1.33,45.2,1.48
2026-04-14 00:00,RHF-WBD-03,159.41,1.7,47.1,1.55
2026-04-14 01:00,RHF-WBD-03,160.37,-1.53,46.0,1.49
2026-04-14 02:00,RHF-WBD-03,173.98,0.77,47.95,1.55
2026-04-14 03:00,RHF-WBD-03,167.43,1.68,50.51,1.88
2026-04-14 04:00,RHF-WBD-03,176.17,-0.32,50.09,1.86
2026-04-14 05:00,RHF-WBD-03,177.85,0.99,48.14,1.86
2026-04-14 06:00,RHF-WBD-03,180.29,1.63,48.94,1.9
2026-04-14 07:00,RHF-WBD-03,177.02,2.59,49.39,2.29
2026-04-14 08:00,RHF-WBD-03,176.0,2.15,49.74,1.85
2026-04-14 09:00,RHF-WBD-03,173.09,2.67,48.19,1.52
2026-04-14 10:00,RHF-WBD-03,168.21,0.41,47.97,1.4
2026-04-14 11:00,RHF-WBD-03,172.51,0.33,48.99,1.48
2026-04-14 12:00,RHF-WBD-03,163.11,0.12,46.25,1.61
2026-04-14 13:00,RHF-WBD-03,168.13,-0.54,46.28,1.53
2026-04-14 14:00,RHF-WBD-03,162.45,-1.36,45.38,1.47
2026-04-14 15:00,RHF-WBD-03,160.41,-0.51,45.18,1.18
2026-04-14 16:00,RHF-WBD-03,161.74,-1.59,42.97,1.11
2026-04-14 17:00,RHF-WBD-03,152.61,-1.66,44.24,1.16
2026-04-14 18:00,RHF-WBD-03,160.59,-2.16,41.41,1.11
2026-04-14 19:00,RHF-WBD-03,148.31,-2.79,42.94,0.98
2026-04-14 20:00,RHF-WBD-03,147.03,-3.02,42.98,0.99
2026-04-14 21:00,RHF-WBD-03,152.44,-1.51,44.62,1.44
2026-04-14 22:00,RHF-WBD-03,157.06,-1.0,43.76,1.34
2026-04-14 23:00,RHF-WBD-03,151.2,-1.09,45.23,1.66
2026-04-15 00:00,RHF-WBD-03,169.36,-0.12,46.89,1.35
2026-04-15 01:00,RHF-WBD-03,169.9,-0.23,46.21,1.56
2026-04-15 02:00,RHF-WBD-03,167.07,-0.17,47.11,1.62
2026-04-15 03:00,RHF-WBD-03,175.15,2.84,50.2,1.75
2026-04-15 04:00,RHF-WBD-03,175.87,0.59,49.69,1.86
2026-04-15 05:00,RHF-WBD-03,175.68,1.37,49.45,1.88
2026-04-15 06:00,RHF-WBD-03,167.81,2.14,51.48,1.81
2026-04-15 07:00,RHF-WBD-03,174.94,3.04,48.16,1.76
2026-04-15 08:00,RHF-WBD-03,173.0,0.17,47.93,1.79
2026-04-15 09:00,RHF-WBD-03,176.4,2.11,50.54,1.79
2026-04-15 10:00,RHF-WBD-03,173.2,0.07,49.03,1.63
2026-04-15 11:00,RHF-WBD-03,166.54,0.42,49.12,1.5
2026-04-15 12:00,RHF-WBD-03,163.89,0.19,46.1,1.31
2026-04-15 13:00,RHF-WBD-03,164.46,0.35,44.37,1.23
2026-04-15 14:00,RHF-WBD-03,161.93,-0.59,44.48,1.04
2026-04-15 15:00,RHF-WBD-03,151.04,-1.05,45.77,1.2
2026-04-15 16:00,RHF-WBD-03,152.21,-1.26,41.52,1.1
2026-04-15 17:00,RHF-WBD-03,156.2,-2.22,45.03,1.33
2026-04-15 18:00,RHF-WBD-03,152.08,-3.73,41.89,1.1
2026-04-15 19:00,RHF-WBD-03,148.77,-3.01,41.57,0.86
2026-04-15 20:00,RHF-WBD-03,161.45,-2.91,45.14,1.42
2026-04-15 21:00,RHF-WBD-03,161.26,-1.04,43.8,0.89
2026-04-15 22:00,RHF-WBD-03,159.2,-2.2,44.54,1.3
2026-04-15 23:00,RHF-WBD-03,165.36,-1.5,44.79,1.22
2026-04-16 00:00,RHF-WBD-03,157.78,1.65,46.59,1.65
2026-04-16 01:00,RHF-WBD-03,176.95,-0.66,45.11,1.49
2026-04-16 02:00,RHF-WBD-03,176.05,1.11,46.21,1.49
2026-04-16 03:00,RHF-WBD-03,171.24,1.6,49.35,1.62
2026-04-16 04:00,RHF-WBD-03,177.74,1.22,49.7,2.12
2026-04-16 05:00,RHF-WBD-03,172.53,1.02,48.16,1.8
2026-04-16 06:00,RHF-WBD-03,177.87,3.39,49.51,1.85
2026-04-16 07:00,RHF-WBD-03,175.3,2.23,50.27,1.78
2026-04-16 08:00,RHF-WBD-03,172.54,1.32,47.14,1.94
2026-04-16 09:00,RHF-WBD-03,172.6,1.28,47.9,1.93
2026-04-16 10:00,RHF-WBD-03,169.41,1.42,47.16,1.47
