timestamp,asset_id,oscillation_frequency,hydraulic_pressure,mould_level_dev,oil_temperature
2026-04-07 05:00,CCM-OSC-05,157.55,136.27,0.96,48.11
2026-04-07 06:00,CCM-OSC-05,177.06,134.84,1.37,45.96
2026-04-07 07:00,CCM-OSC-05,162.01,131.86,1.49,48.16
2026-04-07 08:00,CCM-OSC-05,162.19,131.53,1.71,49.35
2026-04-07 09:00,CCM-OSC-05,152.94,126.48,0.91,46.54
2026-04-07 10:00,CCM-OSC-05,165.23,122.57,1.59,45.64
2026-04-07 11:00,CCM-OSC-05,151.82,129.3,-0.44,47.37
2026-04-07 12:00,CCM-OSC-05,157.41,123.07,0.21,44.48
2026-04-07 13:00,CCM-OSC-05,146.39,121.85,-0.21,43.28
2026-04-07 14:00,CCM-OSC-05,143.53,117.86,-0.17,44.28
2026-04-07 15:00,CCM-OSC-05,140.64,117.48,-0.98,44.1
2026-04-07 16:00,CCM-OSC-05,129.34,116.26,-1.6,41.3
2026-04-07 17:00,CCM-OSC-05,122.63,111.23,-1.41,42.64
2026-04-07 18:00,CCM-OSC-05,126.09,112.35,-1.44,41.52
2026-04-07 19:00,CCM-OSC-05,132.01,112.5,-1.48,43.73
2026-04-07 20:00,CCM-OSC-05,141.29,123.34,-1.86,43.98
2026-04-07 21:00,CCM-OSC-05,148.63,121.15,-1.46,41.15
2026-04-07 22:00,CCM-OSC-05,140.44,121.38,-0.27,44.18
2026-04-07 23:00,CCM-OSC-05,146.3,122.32,-0.34,44.53
2026-04-08 00:00,CCM-OSC-05,166.12,130.39,-0.35,44.14
2026-04-08 01:00,CCM-OSC-05,151.91,126.48,-0.08,44.72
2026-04-08 02:00,CCM-OSC-05,156.28,130.05,1.36,47.63
2026-04-08 03:00,CCM-OSC-05,152.81,130.71,0.82,47.01
2026-04-08 04:00,CCM-OSC-05,162.38,133.34,1.67,47.87
2026-04-08 05:00,CCM-OSC-05,166.53,127.84,1.39,46.66
2026-04-08 06:00,CCM-OSC-05,172.72,138.46,1.13,47.98
2026-04-08 07:00,CCM-OSC-05,161.98,136.38,0.99,47.04
2026-04-08 08:00,CCM-OSC-05,168.59,129.56,0.61,46.23
2026-04-08 09:00,CCM-OSC-05,170.62,128.22,0.81,47.55
2026-04-08 10:00,CCM-OSC-05,157.71,129.21,0.25,45.8
2026-04-08 11:00,CCM-OSC-05,146.52,124.1,-0.59,45.43
2026-04-08 12:00,CCM-OSC-05,142.32,120.07,0.41,43.97
2026-04-08 13:00,CCM-OSC-05,156.13,122.29,-1.68,45.71
2026-04-08 14:00,CCM-OSC-05,131.67,120.48,-1.23,40.39
2026-04-08 15:00,CCM-OSC-05,146.12,123.74,-0.41,44.05
2026-04-08 16:00,CCM-OSC-05,130.25,117.41,-0.44,42.46
2026-04-08 17:00,CCM-OSC-05,133.59,122.99,0.3,42.29
2026-04-08 18:00,CCM-OSC-05,135.52,119.38,-1.92,41.56
2026-04-08 19:00,CCM-OSC-05,131.94,118.94,-1.39,43.87
2026-04-08 20:00,CCM-OSC-05,134.18,116.99,-1.32,43.58
2026-04-08 21:00,CCM-OSC-05,132.06,122.12,-0.7,42.79
2026-04-08 22:00,CCM-OSC-05,137.9,118.4,-1.12,43.32
2026-04-08 23:00,CCM-OSC-05,148.48,113.15,-1.31,43.48
2026-04-09 00:00,CCM-OSC-05,136.25,125.64,1.21,43.28
2026-04-09 01:00,CCM-OSC-05,159.59,130.49,0.5,46.12
2026-04-09 02:00,CCM-OSC-05,145.48,138.18,1.06,45.84
2026-04-09 03:00,CCM-OSC-05,168.04,128.48,0.71,46.64
2026-04-09 04:00,CCM-OSC-05,167.02,131.06,1.13,48.02
2026-04-09 05:00,CCM-OSC-05,163.34,132.44,1.38,46.8
2026-04-09 06:00,CCM-OSC-05,175.67,133.17,1.23,46.8
2026-04-09 07:00,CCM-OSC-05,161.84,136.59,1.35,49.15
2026-04-09 08:00,CCM-OSC-05,162.89,130.94,0.7,48.53
2026-04-09 09:00,CCM-OSC-05,160.02,136.09,0.72,46.56
2026-04-09 10:00,CCM-OSC-05,161.08,126.93,0.3,46.93
2026-04-09 11:00,CCM-OSC-05,153.57,124.82,-0.18,45.44
2026-04-09 12:00,CCM-OSC-05,148.35,124.76,0.53,45.33
2026-04-09 13:00,CCM-OSC-05,144.08,124.39,-0.08,45.36
2026-04-09 14:00,CCM-OSC-05,148.9,122.55,-0.82,43.91
2026-04-09 15:00,CCM-OSC-05,146.65,116.45,-0.56,43.33
2026-04-09 16:00,CCM-OSC-05,139.09,115.87,-1.61,41.17
2026-04-09 17:00,CCM-OSC-05,114.69,118.02,-1.51,42.72
2026-04-09 18:00,CCM-OSC-05,129.63,117.4,-1.88,41.24
2026-04-09 19:00,CCM-OSC-05,119.46,114.3,-1.7,39.72
2026-04-09 20:00,CCM-OSC-05,140.68,115.18,-1.08,42.56
2026-04-09 21:00,CCM-OSC-05,130.7,112.22,-1.21,42.7
2026-04-09 22:00,CCM-OSC-05,137.1,117.98,-1.02,44.72
2026-04-09 23:00,CCM-OSC-05,146.4,121.48,-0.31,42.94
2026-04-10 00:00,CCM-OSC-05,132.33,126.94,0.49,46.71
2026-04-10 01:00,CCM-OSC-05,163.28,128.13,0.77,46.45
2026-04-10 02:00,CCM-OSC-05,132.76,129.81,1.19,47.23
2026-04-10 03:00,CCM-OSC-05,160.3,128.78,1.57,46.79
2026-04-10 04:00,CCM-OSC-05,157.46,134.62,0.23,47.11
2026-04-10 05:00,CCM-OSC-05,168.6,129.14,0.62,46.71
2026-04-10 06:00,CCM-OSC-05,171.42,134.94,1.49,47.27
2026-04-10 07:00,CCM-OSC-05,163.26,134.64,1.84,47.25
2026-04-10 08:00,CCM-OSC-05,161.13,133.05,0.75,47.35
2026-04-10 09:00,CCM-OSC-05,167.88,126.69,0.63,47.22
2026-04-10 10:00,CCM-OSC-05,159.78,127.62,1.43,45.92
2026-04-10 11:00,CCM-OSC-05,171.75,125.78,0.36,48.4
2026-04-10 12:00,CCM-OSC-05,146.51,131.86,0.87,45.59
2026-04-10 13:00,CCM-OSC-05,151.19,123.04,0.05,42.62
2026-04-10 14:00,CCM-OSC-05,135.85,124.2,-0.39,45.65
2026-04-10 15:00,CCM-OSC-05,135.63,115.73,-0.57,45.02
2026-04-10 16:00,CCM-OSC-05,137.36,114.28,-1.89,41.53
2026-04-10 17:00,CCM-OSC-05,124.22,110.26,-1.62,42.2
2026-04-10 18:00,CCM-OSC-05,142.17,113.41,-1.57,41.66
2026-04-10 19:00,CCM-OSC-05,130.22,116.81,-1.08,42.24
2026-04-10 20:00,CCM-OSC-05,143.96,115.19,-0.85,42.42
2026-04-10 21:00,CCM-OSC-05,134.68,115.27,-0.71,43.36
2026-04-10 22:00,CCM-OSC-05,143.6,126.34,-0.05,44.46
2026-04-10 23:00,CCM-OSC-05,141.58,121.85,-0.13,44.93
2026-04-11 00:00,CCM-OSC-05,145.35,119.97,0.2,44.29
2026-04-11 01:00,CCM-OSC-05,164.41,126.32,-0.22,47.68
2026-04-11 02:00,CCM-OSC-05,162.51,128.79,-0.04,46.98
2026-04-11 03:00,CCM-OSC-05,176.25,131.3,0.3,47.14
2026-04-11 04:00,CCM-OSC-05,149.92,136.2,1.54,46.73
2026-04-11 05:00,CCM-OSC-05,164.4,138.51,1.29,45.21
2026-04-11 06:00,CCM-OSC-05,175.39,134.7,1.33,48.93
2026-04-11 07:00,CCM-OSC-05,162.52,129.17,1.0,45.27
2026-04-11 08:00,CCM-OSC-05,172.65,134.89,0.71,46.73
2026-04-11 09:00,CCM-OSC-05,172.12,134.22,0.76,44.11
2026-04-11 10:00,CCM-OSC-05,164.29,129.42,0.69,46.63
2026-04-11 11:00,CCM-OSC-05,157.91,128.51,0.72,45.16
2026-04-11 12:00,CCM-OSC-05,132.67,127.81,1.03,44.6
2026-04-11 13:00,CCM-OSC-05,144.11,126.22,-0.82,44.39
2026-04-11 14:00,CCM-OSC-05,140.54,121.31,-1.32,44.19
2026-04-11 15:00,CCM-OSC-05,133.01,117.75,-0.6,43.81
2026-04-11 16:00,CCM-OSC-05,138.73,119.8,-0.46,42.9
2026-04-11 17:00,CCM-OSC-05,131.8,103.66,-0.83,42.99
2026-04-11 18:00,CCM-OSC-05,127.54,115.06,-1.59,40.73
2026-04-11 19:00,CCM-OSC-05,142.66,110.83,-1.41,41.62
2026-04-11 20:00,CCM-OSC-05,141.34,116.52,-1.09,43.45
2026-04-11 21:00,CCM-OSC-05,136.37,120.73,-0.54,44.19
2026-04-11 22:00,CCM-OSC-05,146.23,120.99,-0.6,43.81
2026-04-11 23:00,CCM-OSC-05,136.32,120.6,-0.7,41.96
2026-04-12 00:00,CCM-OSC-05,147.8,129.35,0.22,43.99
2026-04-12 01:00,CCM-OSC-05,142.94,130.26,-0.03,44.82
2026-04-12 02:00,CCM-OSC-05,165.62,122.11,0.64,45.65
2026-04-12 03:00,CCM-OSC-05,169.54,133.78,-0.07,47.33
2026-04-12 04:00,CCM-OSC-05,174.3,135.29,0.31,46.06
2026-04-12 05:00,CCM-OSC-05,188.29,131.61,1.52,48.45
2026-04-12 06:00,CCM-OSC-05,174.43,132.51,2.18,47.32
2026-04-12 07:00,CCM-OSC-05,174.08,129.87,1.27,50.52
2026-04-12 08:00,CCM-OSC-05,163.64,131.4,1.41,46.02
2026-04-12 09:00,CCM-OSC-05,150.05,129.2,1.47,46.01
2026-04-12 10:00,CCM-OSC-05,164.68,131.73,1.16,46.84
2026-04-12 11:00,CCM-OSC-05,150.6,126.53,0.4,47.21
2026-04-12 12:00,CCM-OSC-05,147.78,126.39,-0.07,45.2
2026-04-12 13:00,CCM-OSC-05,140.96,118.69,0.08,43.72
2026-04-12 14:00,CCM-OSC-05,139.2,121.04,-0.16,41.56
2026-04-12 15:00,CCM-OSC-05,136.98,123.97,-1.19,43.12
2026-04-12 16:00,CCM-OSC-05,117.0,118.3,-0.64,41.58
2026-04-12 17:00,CCM-OSC-05,131.26,116.98,-1.2,42.15
2026-04-12 18:00,CCM-OSC-05,118.22,119.33,-2.27,43.7
2026-04-12 19:00,CCM-OSC-05,141.41,120.48,-0.46,43.23
2026-04-12 20:00,CCM-OSC-05,139.64,116.05,-1.46,43.64
2026-04-12 21:00,CCM-OSC-05,126.34,114.3,-0.39,42.07
2026-04-12 22:00,CCM-OSC-05,144.84,118.89,-0.51,43.35
2026-04-12 23:00,CCM-OSC-05,146.29,123.29,-0.16,43.24
2026-04-13 00:00,CCM-OSC-05,135.17,131.44,-0.06,45.77
2026-04-13 01:00,CCM-OSC-05,159.9,128.9,0.52,45.95
2026-04-13 02:00,CCM-OSC-05,152.06,136.48,1.28,45.62
2026-04-13 03:00,CCM-OSC-05,170.64,134.29,0.86,45.97
2026-04-13 04:00,CCM-OSC-05,163.68,131.16,1.1,46.79
2026-04-13 05:00,CCM-OSC-05,159.31,133.35,0.72,49.36
2026-04-13 06:00,CCM-OSC-05,171.11,138.39,1.17,45.92
2026-04-13 07:00,CCM-OSC-05,183.78,126.96,1.33,48.95
2026-04-13 08:00,CCM-OSC-05,160.19,128.4,0.05,47.3
2026-04-13 09:00,CCM-OSC-05,158.33,131.48,1.25,47.41
2026-04-13 10:00,CCM-OSC-05,155.17,136.55,1.06,46.72
2026-04-13 11:00,CCM-OSC-05,158.47,131.32,0.45,46.37
2026-04-13 12:00,CCM-OSC-05,148.83,129.78,-0.61,45.21
2026-04-13 13:00,CCM-OSC-05,145.44,121.86,0.12,42.92
2026-04-13 14:00,CCM-OSC-05,142.64,122.53,-1.87,42.47
2026-04-13 15:00,CCM-OSC-05,131.33,120.32,-2.06,42.71
2026-04-13 16:00,CCM-OSC-05,122.22,114.83,-1.13,42.67
2026-04-13 17:00,CCM-OSC-05,127.6,124.06,-1.2,42.28
2026-04-13 18:00,CCM-OSC-05,140.69,116.0,-1.25,41.76
2026-04-13 19:00,CCM-OSC-05,140.88,112.59,-1.67,43.83
2026-04-13 20:00,CCM-OSC-05,125.61,120.87,-0.99,41.91
2026-04-13 21:00,CCM-OSC-05,142.87,121.98,-0.49,45.2
2026-04-13 22:00,CCM-OSC-05,143.67,117.86,-0.48,44.59
2026-04-13 23:00,CCM-OSC-05,136.69,123.51,-0.42,43.89
2026-04-14 00:00,CCM-OSC-05,156.07,130.7,0.42,45.06
2026-04-14 01:00,CCM-OSC-05,146.22,130.93,0.45,46.82
2026-04-14 02:00,CCM-OSC-05,149.74,128.75,0.46,44.6
2026-04-14 03:00,CCM-OSC-05,159.14,131.74,1.59,46.22
2026-04-14 04:00,CCM-OSC-05,179.36,127.4,0.9,46.99
2026-04-14 05:00,CCM-OSC-05,164.83,136.55,1.43,46.85
2026-04-14 06:00,CCM-OSC-05,166.62,132.01,1.2,48.69
2026-04-14 07:00,CCM-OSC-05,159.84,129.03,2.05,47.25
2026-04-14 08:00,CCM-OSC-05,168.75,128.94,1.61,48.25
2026-04-14 09:00,CCM-OSC-05,159.11,131.13,0.99,45.81
2026-04-14 10:00,CCM-OSC-05,154.22,136.38,-0.25,45.78
2026-04-14 11:00,CCM-OSC-05,161.81,125.92,0.48,46.36
2026-04-14 12:00,CCM-OSC-05,138.33,127.48,0.24,46.47
2026-04-14 13:00,CCM-OSC-05,147.21,124.27,0.49,42.7
2026-04-14 14:00,CCM-OSC-05,138.95,125.14,-0.16,44.11
2026-04-14 15:00,CCM-OSC-05,136.73,119.16,-1.46,43.05
2026-04-14 16:00,CCM-OSC-05,131.92,118.5,0.73,43.55
2026-04-14 17:00,CCM-OSC-05,117.46,113.48,-0.96,44.82
2026-04-14 18:00,CCM-OSC-05,141.52,117.14,-1.61,42.64
2026-04-14 19:00,CCM-OSC-05,129.18,120.57,-1.46,42.21
2026-04-14 20:00,CCM-OSC-05,134.21,118.14,-0.31,44.75
2026-04-14 21:00,CCM-OSC-05,135.82,116.97,-1.33,42.99
2026-04-14 22:00,CCM-OSC-05,143.54,119.84,-1.0,44.65
2026-04-14 23:00,CCM-OSC-05,142.58,114.18,-0.75,45.92
2026-04-15 00:00,CCM-OSC-05,151.1,128.76,0.09,43.55
2026-04-15 01:00,CCM-OSC-05,161.27,128.2,0.56,44.52
2026-04-15 02:00,CCM-OSC-05,156.88,134.11,0.37,46.58
2026-04-15 03:00,CCM-OSC-05,165.16,127.21,1.01,47.4
2026-04-15 04:00,CCM-OSC-05,157.1,130.25,0.55,47.57
2026-04-15 05:00,CCM-OSC-05,171.43,132.69,1.52,47.62
2026-04-15 06:00,CCM-OSC-05,162.79,131.27,1.25,48.38
2026-04-15 07:00,CCM-OSC-05,159.59,130.98,1.74,47.0
2026-04-15 08:00,CCM-OSC-05,163.78,134.44,1.31,46.17
2026-04-15 09:00,CCM-OSC-05,169.56,128.75,1.08,48.23
2026-04-15 10:00,CCM-OSC-05,162.94,134.86,1.67,46.23
2026-04-15 11:00,CCM-OSC-05,148.67,122.95,1.15,45.84
2026-04-15 12:00,CCM-OSC-05,152.48,124.17,-0.1,44.29
2026-04-15 13:00,CCM-OSC-05,142.83,121.2,0.29,44.35
2026-04-15 14:00,CCM-OSC-05,143.08,124.1,0.02,44.69
2026-04-15 15:00,CCM-OSC-05,136.49,116.96,-1.29,43.39
2026-04-15 16:00,CCM-OSC-05,135.16,118.91,-1.0,42.9
2026-04-15 17:00,CCM-OSC-05,129.42,116.49,-0.79,41.7
2026-04-15 18:00,CCM-OSC-05,134.89,117.26,-1.05,43.48
2026-04-15 19:00,CCM-OSC-05,137.23,120.45,-0.83,40.86
2026-04-15 20:00,CCM-OSC-05,124.91,118.1,-0.58,43.59
2026-04-15 21:00,CCM-OSC-05,153.32,111.62,-1.08,43.49
2026-04-15 22:00,CCM-OSC-05,137.69,121.67,-0.96,44.05
2026-04-15 23:00,CCM-OSC-05,144.27,120.72,0.23,42.51
2026-04-16 00:00,CCM-OSC-05,142.49,127.04,0.07,44.47
2026-04-16 01:00,CCM-OSC-05,149.49,122.28,0.83,44.85
2026-04-16 02:00,CCM-OSC-05,157.75,124.89,0.22,46.8
2026-04-16 03:00,CCM-OSC-05,154.21,129.08,1.22,49.02
2026-04-16 04:00,CCM-OSC-05,168.91,133.42,1.3,45.63
2026-04-16 05:00,CCM-OSC-05,169.3,132.84,0.51,47.94
2026-04-16 06:00,CCM-OSC-05,164.01,135.43,1.4,47.44
2026-04-16 07:00,CCM-OSC-05,163.28,133.07,1.84,45.97
2026-04-16 08:00,CCM-OSC-05,163.6,137.65,0.95,46.51
2026-04-16 09:00,CCM-OSC-05,165.44,132.23,0.78,46.66
2026-04-16 10:00,CCM-OSC-05,141.94,132.31,0.93,46.16
