timestamp,asset_id,hoist_motor_current,rope_tension,brake_temperature,lance_cooling_flow
2026-04-02 07:00,BOF-LH-03,156.68,56.0,58.59,173.29
2026-04-02 08:00,BOF-LH-03,152.02,47.31,62.15,177.33
2026-04-02 09:00,BOF-LH-03,135.8,58.12,54.48,169.01
2026-04-02 10:00,BOF-LH-03,148.63,51.08,55.4,159.45
2026-04-02 11:00,BOF-LH-03,137.44,48.73,52.51,157.71
2026-04-02 12:00,BOF-LH-03,129.97,47.99,50.49,158.5
2026-04-02 13:00,BOF-LH-03,122.21,48.83,55.43,159.19
2026-04-02 14:00,BOF-LH-03,112.58,49.03,48.76,156.64
2026-04-02 15:00,BOF-LH-03,112.73,43.98,44.48,151.15
2026-04-02 16:00,BOF-LH-03,113.29,44.67,50.34,157.93
2026-04-02 17:00,BOF-LH-03,106.92,50.15,49.86,155.71
2026-04-02 18:00,BOF-LH-03,112.53,43.28,49.07,157.56
2026-04-02 19:00,BOF-LH-03,108.04,41.16,49.82,153.97
2026-04-02 20:00,BOF-LH-03,119.1,48.09,46.31,156.52
2026-04-02 21:00,BOF-LH-03,125.39,44.79,45.94,145.73
2026-04-02 22:00,BOF-LH-03,125.45,43.01,48.81,156.34
2026-04-02 23:00,BOF-LH-03,124.96,51.4,48.13,163.52
2026-04-03 00:00,BOF-LH-03,139.3,48.85,51.85,155.91
2026-04-03 01:00,BOF-LH-03,148.35,49.15,53.75,161.78
2026-04-03 02:00,BOF-LH-03,138.51,53.02,55.44,167.68
2026-04-03 03:00,BOF-LH-03,134.86,54.35,54.08,159.83
2026-04-03 04:00,BOF-LH-03,139.37,50.86,57.61,166.19
2026-04-03 05:00,BOF-LH-03,156.76,50.05,57.1,168.47
2026-04-03 06:00,BOF-LH-03,142.78,62.73,54.56,165.0
2026-04-03 07:00,BOF-LH-03,140.73,57.07,53.5,169.94
2026-04-03 08:00,BOF-LH-03,148.55,61.93,58.2,166.17
2026-04-03 09:00,BOF-LH-03,149.87,53.58,59.74,165.07
2026-04-03 10:00,BOF-LH-03,138.75,52.3,57.4,163.22
2026-04-03 11:00,BOF-LH-03,126.47,48.22,55.66,164.55
2026-04-03 12:00,BOF-LH-03,119.6,52.31,52.5,158.86
2026-04-03 13:00,BOF-LH-03,122.46,50.41,50.32,152.88
2026-04-03 14:00,BOF-LH-03,132.3,41.7,51.37,153.84
2026-04-03 15:00,BOF-LH-03,118.85,47.31,49.34,144.6
2026-04-03 16:00,BOF-LH-03,121.26,44.76,50.62,145.98
2026-04-03 17:00,BOF-LH-03,126.33,47.05,50.8,147.09
2026-04-03 18:00,BOF-LH-03,114.92,40.48,46.18,150.6
2026-04-03 19:00,BOF-LH-03,110.0,44.06,42.29,153.66
2026-04-03 20:00,BOF-LH-03,120.7,48.14,46.65,143.75
2026-04-03 21:00,BOF-LH-03,120.36,43.75,49.62,159.55
2026-04-03 22:00,BOF-LH-03,120.78,50.18,45.64,151.84
2026-04-03 23:00,BOF-LH-03,119.09,47.66,47.79,161.01
2026-04-04 00:00,BOF-LH-03,135.24,50.9,53.36,158.17
2026-04-04 01:00,BOF-LH-03,133.3,49.96,52.27,158.72
2026-04-04 02:00,BOF-LH-03,140.33,58.83,55.91,162.52
2026-04-04 03:00,BOF-LH-03,146.79,58.22,50.54,163.73
2026-04-04 04:00,BOF-LH-03,142.05,58.98,55.1,169.2
2026-04-04 05:00,BOF-LH-03,150.41,58.9,56.67,169.34
2026-04-04 06:00,BOF-LH-03,150.36,61.34,55.47,178.58
2026-04-04 07:00,BOF-LH-03,150.31,55.74,59.19,172.77
2026-04-04 08:00,BOF-LH-03,150.45,58.66,57.22,173.33
2026-04-04 09:00,BOF-LH-03,140.76,59.93,52.71,166.04
2026-04-04 10:00,BOF-LH-03,136.49,52.89,55.27,177.42
2026-04-04 11:00,BOF-LH-03,151.25,51.31,57.27,160.55
2026-04-04 12:00,BOF-LH-03,124.0,49.39,49.82,159.24
2026-04-04 13:00,BOF-LH-03,117.52,44.77,50.81,154.1
2026-04-04 14:00,BOF-LH-03,119.08,49.92,49.71,164.4
2026-04-04 15:00,BOF-LH-03,116.99,43.49,51.35,152.46
2026-04-04 16:00,BOF-LH-03,107.98,44.62,45.21,152.63
2026-04-04 17:00,BOF-LH-03,109.59,47.82,48.68,154.36
2026-04-04 18:00,BOF-LH-03,117.3,39.32,47.76,144.31
2026-04-04 19:00,BOF-LH-03,118.46,42.38,46.75,152.25
2026-04-04 20:00,BOF-LH-03,111.94,41.24,46.23,150.61
2026-04-04 21:00,BOF-LH-03,122.27,43.25,47.99,154.32
2026-04-04 22:00,BOF-LH-03,117.15,45.18,52.84,153.16
2026-04-04 23:00,BOF-LH-03,128.27,48.09,53.71,158.71
2026-04-05 00:00,BOF-LH-03,134.21,52.73,55.04,158.42
2026-04-05 01:00,BOF-LH-03,133.32,54.22,57.15,164.97
2026-04-05 02:00,BOF-LH-03,141.58,52.19,53.49,172.92
2026-04-05 03:00,BOF-LH-03,143.49,58.03,58.24,165.71
2026-04-05 04:00,BOF-LH-03,152.51,53.88,54.72,162.3
2026-04-05 05:00,BOF-LH-03,152.91,65.84,56.46,174.78
2026-04-05 06:00,BOF-LH-03,159.05,54.44,59.19,175.03
2026-04-05 07:00,BOF-LH-03,138.88,59.41,56.5,166.41
2026-04-05 08:00,BOF-LH-03,154.3,54.98,55.74,173.13
2026-04-05 09:00,BOF-LH-03,139.72,56.61,56.39,170.78
2026-04-05 10:00,BOF-LH-03,147.07,53.53,52.61,165.69
2026-04-05 11:00,BOF-LH-03,130.65,53.5,52.41,168.73
2026-04-05 12:00,BOF-LH-03,133.85,52.28,52.19,153.79
2026-04-05 13:00,BOF-LH-03,114.59,45.56,50.62,153.5
2026-04-05 14:00,BOF-LH-03,120.35,43.72,53.35,153.7
2026-04-05 15:00,BOF-LH-03,110.93,42.48,46.62,149.28
2026-04-05 16:00,BOF-LH-03,116.73,38.33,46.15,146.53
2026-04-05 17:00,BOF-LH-03,114.62,42.48,44.08,149.74
2026-04-05 18:00,BOF-LH-03,125.28,41.9,47.75,149.86
2026-04-05 19:00,BOF-LH-03,121.36,39.04,44.04,154.21
2026-04-05 20:00,BOF-LH-03,121.11,44.44,49.72,146.39
2026-04-05 21:00,BOF-LH-03,115.36,38.83,47.69,150.92
2026-04-05 22:00,BOF-LH-03,116.55,49.16,51.84,153.42
2026-04-05 23:00,BOF-LH-03,118.74,52.01,52.39,156.01
2026-04-06 00:00,BOF-LH-03,125.73,52.75,53.83,153.52
2026-04-06 01:00,BOF-LH-03,130.81,48.6,54.32,161.82
2026-04-06 02:00,BOF-LH-03,132.91,57.93,52.39,167.27
2026-04-06 03:00,BOF-LH-03,143.41,56.51,56.3,165.47
2026-04-06 04:00,BOF-LH-03,137.84,54.47,58.02,162.98
2026-04-06 05:00,BOF-LH-03,150.05,57.61,58.76,170.58
2026-04-06 06:00,BOF-LH-03,144.55,59.14,57.37,171.3
2026-04-06 07:00,BOF-LH-03,137.43,56.37,54.18,166.47
2026-04-06 08:00,BOF-LH-03,142.54,57.68,58.15,167.17
2026-04-06 09:00,BOF-LH-03,141.44,54.08,53.56,168.48
2026-04-06 10:00,BOF-LH-03,128.45,53.75,53.9,167.71
2026-04-06 11:00,BOF-LH-03,151.76,52.6,53.36,155.78
2026-04-06 12:00,BOF-LH-03,115.16,45.13,51.41,154.75
2026-04-06 13:00,BOF-LH-03,130.29,48.99,55.09,159.61
2026-04-06 14:00,BOF-LH-03,126.32,46.36,52.05,151.49
2026-04-06 15:00,BOF-LH-03,117.79,42.45,44.13,157.82
2026-04-06 16:00,BOF-LH-03,127.38,44.56,48.16,157.81
2026-04-06 17:00,BOF-LH-03,129.06,46.22,45.2,151.72
2026-04-06 18:00,BOF-LH-03,109.47,44.11,43.99,152.51
2026-04-06 19:00,BOF-LH-03,117.69,50.84,49.4,155.76
2026-04-06 20:00,BOF-LH-03,118.41,36.97,49.45,150.04
2026-04-06 21:00,BOF-LH-03,111.42,45.99,48.22,152.05
2026-04-06 22:00,BOF-LH-03,124.71,46.93,49.2,159.45
2026-04-06 23:00,BOF-LH-03,122.92,46.55,50.59,157.23
2026-04-07 00:00,BOF-LH-03,136.47,45.56,52.86,154.66
2026-04-07 01:00,BOF-LH-03,136.24,50.4,51.17,162.03
2026-04-07 02:00,BOF-LH-03,135.51,55.21,52.38,169.61
2026-04-07 03:00,BOF-LH-03,146.23,48.24,55.29,171.98
2026-04-07 04:00,BOF-LH-03,148.09,63.94,51.51,164.8
2026-04-07 05:00,BOF-LH-03,149.96,53.89,56.31,169.14
2026-04-07 06:00,BOF-LH-03,156.77,54.92,55.1,170.62
2026-04-07 07:00,BOF-LH-03,147.37,58.13,58.63,178.3
2026-04-07 08:00,BOF-LH-03,144.61,56.81,55.55,168.61
2026-04-07 09:00,BOF-LH-03,119.45,56.81,60.11,162.15
2026-04-07 10:00,BOF-LH-03,137.99,53.63,56.92,169.13
2026-04-07 11:00,BOF-LH-03,143.51,52.24,55.92,157.75
2026-04-07 12:00,BOF-LH-03,131.12,53.84,49.94,161.23
2026-04-07 13:00,BOF-LH-03,120.15,50.54,49.79,157.56
2026-04-07 14:00,BOF-LH-03,124.44,45.96,48.32,151.89
2026-04-07 15:00,BOF-LH-03,103.46,46.44,47.92,157.06
2026-04-07 16:00,BOF-LH-03,107.7,43.02,50.81,154.95
2026-04-07 17:00,BOF-LH-03,121.09,39.19,52.48,151.57
2026-04-07 18:00,BOF-LH-03,123.74,41.52,46.92,150.96
2026-04-07 19:00,BOF-LH-03,120.82,34.11,45.99,142.46
2026-04-07 20:00,BOF-LH-03,113.65,42.34,43.95,142.14
2026-04-07 21:00,BOF-LH-03,116.64,41.08,45.11,147.6
2026-04-07 22:00,BOF-LH-03,131.88,43.07,54.16,152.64
2026-04-07 23:00,BOF-LH-03,118.08,45.17,48.79,153.06
2026-04-08 00:00,BOF-LH-03,128.16,51.73,52.87,162.77
2026-04-08 01:00,BOF-LH-03,132.76,53.56,53.6,164.09
2026-04-08 02:00,BOF-LH-03,144.85,50.18,56.39,162.1
2026-04-08 03:00,BOF-LH-03,148.18,54.32,56.68,172.4
2026-04-08 04:00,BOF-LH-03,139.48,59.18,56.53,173.29
2026-04-08 05:00,BOF-LH-03,145.97,57.56,62.45,173.41
2026-04-08 06:00,BOF-LH-03,136.43,56.19,56.78,174.45
2026-04-08 07:00,BOF-LH-03,153.85,58.5,55.26,164.25
2026-04-08 08:00,BOF-LH-03,153.03,51.01,58.39,167.75
2026-04-08 09:00,BOF-LH-03,148.94,58.08,56.48,172.04
2026-04-08 10:00,BOF-LH-03,142.42,53.56,55.45,157.4
2026-04-08 11:00,BOF-LH-03,141.44,55.78,54.01,164.59
2026-04-08 12:00,BOF-LH-03,137.15,46.17,52.01,155.77
2026-04-08 13:00,BOF-LH-03,126.36,46.19,52.75,147.99
2026-04-08 14:00,BOF-LH-03,123.39,41.54,50.67,151.97
2026-04-08 15:00,BOF-LH-03,109.86,48.67,51.13,153.83
2026-04-08 16:00,BOF-LH-03,116.98,43.11,51.72,158.4
2026-04-08 17:00,BOF-LH-03,117.76,40.45,48.61,146.68
2026-04-08 18:00,BOF-LH-03,113.16,42.62,50.1,146.72
2026-04-08 19:00,BOF-LH-03,111.7,43.34,41.44,143.14
2026-04-08 20:00,BOF-LH-03,109.34,46.44,48.86,155.8
2026-04-08 21:00,BOF-LH-03,115.99,45.52,48.92,154.76
2026-04-08 22:00,BOF-LH-03,112.0,44.67,45.48,158.63
2026-04-08 23:00,BOF-LH-03,115.56,48.3,54.7,160.06
2026-04-09 00:00,BOF-LH-03,132.73,48.59,56.04,161.48
2026-04-09 01:00,BOF-LH-03,129.21,55.1,52.72,161.42
2026-04-09 02:00,BOF-LH-03,149.67,58.74,53.94,161.66
2026-04-09 03:00,BOF-LH-03,138.36,54.97,53.55,164.96
2026-04-09 04:00,BOF-LH-03,144.11,53.25,56.08,171.89
2026-04-09 05:00,BOF-LH-03,141.59,54.33,59.78,172.13
2026-04-09 06:00,BOF-LH-03,155.51,53.64,60.98,170.23
2026-04-09 07:00,BOF-LH-03,144.77,59.11,61.28,169.25
2026-04-09 08:00,BOF-LH-03,146.7,55.32,56.45,162.55
2026-04-09 09:00,BOF-LH-03,132.98,54.66,56.32,159.36
2026-04-09 10:00,BOF-LH-03,142.9,55.66,57.06,169.87
2026-04-09 11:00,BOF-LH-03,131.59,60.58,56.0,161.64
2026-04-09 12:00,BOF-LH-03,128.88,52.81,55.26,163.41
2026-04-09 13:00,BOF-LH-03,119.4,46.5,48.1,150.71
2026-04-09 14:00,BOF-LH-03,112.11,48.42,50.56,151.27
2026-04-09 15:00,BOF-LH-03,125.52,46.65,52.01,153.34
2026-04-09 16:00,BOF-LH-03,116.22,49.0,50.22,145.86
2026-04-09 17:00,BOF-LH-03,109.69,36.79,46.98,145.85
2026-04-09 18:00,BOF-LH-03,113.76,43.8,46.99,144.98
2026-04-09 19:00,BOF-LH-03,114.21,40.48,49.83,151.57
2026-04-09 20:00,BOF-LH-03,120.71,39.12,44.96,148.98
2026-04-09 21:00,BOF-LH-03,115.51,47.43,45.31,142.09
2026-04-09 22:00,BOF-LH-03,127.96,44.5,46.74,162.32
2026-04-09 23:00,BOF-LH-03,125.7,51.29,50.81,157.76
2026-04-10 00:00,BOF-LH-03,137.93,47.36,52.2,159.0
2026-04-10 01:00,BOF-LH-03,124.89,46.78,47.84,161.48
2026-04-10 02:00,BOF-LH-03,141.3,52.67,54.31,167.91
2026-04-10 03:00,BOF-LH-03,138.74,59.69,56.98,166.44
2026-04-10 04:00,BOF-LH-03,141.38,56.89,51.69,171.17
2026-04-10 05:00,BOF-LH-03,146.94,62.57,55.84,165.63
2026-04-10 06:00,BOF-LH-03,150.83,58.58,58.62,174.29
2026-04-10 07:00,BOF-LH-03,149.74,60.35,57.17,166.99
2026-04-10 08:00,BOF-LH-03,131.96,58.49,58.01,172.81
2026-04-10 09:00,BOF-LH-03,134.54,55.61,57.38,170.45
2026-04-10 10:00,BOF-LH-03,128.81,56.36,54.86,164.81
2026-04-10 11:00,BOF-LH-03,128.16,53.32,51.8,159.27
2026-04-10 12:00,BOF-LH-03,134.34,46.71,50.65,159.09
2026-04-10 13:00,BOF-LH-03,130.51,49.82,47.82,159.45
2026-04-10 14:00,BOF-LH-03,135.16,46.61,46.58,156.96
2026-04-10 15:00,BOF-LH-03,108.97,49.14,48.19,155.56
2026-04-10 16:00,BOF-LH-03,106.2,45.87,49.32,146.19
2026-04-10 17:00,BOF-LH-03,103.16,40.37,48.84,154.41
2026-04-10 18:00,BOF-LH-03,119.13,41.26,44.72,143.46
2026-04-10 19:00,BOF-LH-03,99.98,42.05,48.54,155.59
2026-04-10 20:00,BOF-LH-03,117.18,44.34,50.02,149.07
2026-04-10 21:00,BOF-LH-03,115.09,43.77,49.32,156.01
2026-04-10 22:00,BOF-LH-03,132.39,44.2,50.58,152.1
2026-04-10 23:00,BOF-LH-03,122.88,50.75,51.19,150.41
2026-04-11 00:00,BOF-LH-03,123.71,51.39,52.83,162.8
2026-04-11 01:00,BOF-LH-03,131.67,50.68,53.65,162.46
2026-04-11 02:00,BOF-LH-03,145.29,57.97,58.42,163.85
2026-04-11 03:00,BOF-LH-03,140.94,54.36,57.43,165.58
2026-04-11 04:00,BOF-LH-03,133.4,55.12,60.71,165.15
2026-04-11 05:00,BOF-LH-03,157.8,49.41,59.33,170.82
2026-04-11 06:00,BOF-LH-03,144.11,56.65,56.59,170.67
2026-04-11 07:00,BOF-LH-03,141.31,55.99,57.9,163.16
2026-04-11 08:00,BOF-LH-03,144.81,57.73,57.0,167.62
2026-04-11 09:00,BOF-LH-03,139.37,55.9,59.71,166.42
2026-04-11 10:00,BOF-LH-03,136.95,47.96,55.26,168.01
2026-04-11 11:00,BOF-LH-03,140.23,48.94,52.11,162.32
2026-04-11 12:00,BOF-LH-03,128.63,52.57,48.35,157.08
2026-04-11 13:00,BOF-LH-03,132.84,45.72,44.83,155.48
2026-04-11 14:00,BOF-LH-03,132.89,41.52,46.72,156.65
2026-04-11 15:00,BOF-LH-03,109.42,40.31,48.26,143.03
2026-04-11 16:00,BOF-LH-03,114.88,45.24,44.41,151.21
2026-04-11 17:00,BOF-LH-03,127.25,43.68,48.4,149.23
2026-04-11 18:00,BOF-LH-03,110.17,45.0,53.51,149.68
2026-04-11 19:00,BOF-LH-03,118.14,40.66,46.85,159.06
2026-04-11 20:00,BOF-LH-03,120.53,43.53,47.8,157.8
2026-04-11 21:00,BOF-LH-03,123.86,44.47,53.03,149.98
2026-04-11 22:00,BOF-LH-03,120.49,40.91,51.13,163.03
2026-04-11 23:00,BOF-LH-03,116.22,48.77,48.98,156.57
2026-04-12 00:00,BOF-LH-03,131.32,51.14,53.18,162.38
2026-04-12 01:00,BOF-LH-03,133.92,49.74,49.87,162.77
2026-04-12 02:00,BOF-LH-03,136.99,60.5,54.6,169.3
2026-04-12 03:00,BOF-LH-03,152.48,58.54,61.4,173.37
2026-04-12 04:00,BOF-LH-03,143.04,51.14,55.47,168.8
2026-04-12 05:00,BOF-LH-03,138.34,56.0,59.29,170.3
2026-04-12 06:00,BOF-LH-03,146.44,57.38,54.33,174.61
2026-04-12 07:00,BOF-LH-03,150.45,59.43,59.8,163.54
2026-04-12 08:00,BOF-LH-03,151.73,59.33,58.2,167.54
2026-04-12 09:00,BOF-LH-03,133.35,56.93,57.17,163.99
2026-04-12 10:00,BOF-LH-03,132.77,53.33,52.78,164.28
2026-04-12 11:00,BOF-LH-03,128.56,50.74,54.69,164.39
2026-04-12 12:00,BOF-LH-03,128.22,51.05,54.31,156.27
2026-04-12 13:00,BOF-LH-03,120.32,45.48,49.22,158.58
2026-04-12 14:00,BOF-LH-03,116.89,42.85,49.39,156.36
2026-04-12 15:00,BOF-LH-03,119.64,42.38,49.69,157.78
2026-04-12 16:00,BOF-LH-03,123.08,42.38,48.43,149.81
2026-04-12 17:00,BOF-LH-03,123.11,42.75,47.51,152.06
2026-04-12 18:00,BOF-LH-03,108.62,43.14,49.4,149.15
2026-04-12 19:00,BOF-LH-03,99.93,41.27,46.57,152.1
2026-04-12 20:00,BOF-LH-03,117.61,40.57,47.08,151.68
2026-04-12 21:00,BOF-LH-03,113.99,44.47,44.58,145.01
2026-04-12 22:00,BOF-LH-03,120.24,45.83,48.86,149.0
2026-04-12 23:00,BOF-LH-03,131.41,45.9,48.48,154.89
2026-04-13 00:00,BOF-LH-03,127.59,49.26,50.42,158.29
2026-04-13 01:00,BOF-LH-03,131.68,49.15,52.56,166.08
2026-04-13 02:00,BOF-LH-03,144.78,56.31,54.77,164.99
2026-04-13 03:00,BOF-LH-03,135.0,59.26,57.07,167.75
2026-04-13 04:00,BOF-LH-03,141.89,56.81,58.37,166.78
2026-04-13 05:00,BOF-LH-03,144.04,60.48,58.15,162.35
2026-04-13 06:00,BOF-LH-03,147.82,65.26,57.48,163.99
2026-04-13 07:00,BOF-LH-03,143.65,55.14,56.77,168.1
2026-04-13 08:00,BOF-LH-03,141.6,53.02,57.06,172.21
2026-04-13 09:00,BOF-LH-03,138.14,52.98,51.66,164.84
2026-04-13 10:00,BOF-LH-03,141.25,58.13,51.29,165.15
2026-04-13 11:00,BOF-LH-03,127.13,53.9,56.66,160.91
2026-04-13 12:00,BOF-LH-03,132.93,50.83,51.3,156.61
2026-04-13 13:00,BOF-LH-03,136.47,46.6,50.1,153.88
2026-04-13 14:00,BOF-LH-03,124.05,42.73,49.38,150.94
2026-04-13 15:00,BOF-LH-03,120.53,43.14,48.96,152.55
2026-04-13 16:00,BOF-LH-03,117.81,41.53,48.68,153.43
2026-04-13 17:00,BOF-LH-03,119.0,50.84,49.16,150.28
2026-04-13 18:00,BOF-LH-03,104.69,43.35,45.98,152.41
2026-04-13 19:00,BOF-LH-03,112.65,40.91,46.62,149.44
2026-04-13 20:00,BOF-LH-03,119.97,41.04,52.42,151.68
2026-04-13 21:00,BOF-LH-03,118.72,45.77,49.01,147.96
2026-04-13 22:00,BOF-LH-03,125.24,42.04,52.74,151.6
2026-04-13 23:00,BOF-LH-03,127.7,44.86,51.64,153.61
2026-04-14 00:00,BOF-LH-03,131.87,47.74,50.95,161.49
2026-04-14 01:00,BOF-LH-03,134.35,54.53,56.33,167.17
2026-04-14 02:00,BOF-LH-03,149.75,51.64,55.19,172.23
2026-04-14 03:00,BOF-LH-03,133.48,56.42,56.26,166.81
2026-04-14 04:00,BOF-LH-03,137.53,50.57,55.85,170.62
2026-04-14 05:00,BOF-LH-03,143.14,53.94,55.65,174.36
2026-04-14 06:00,BOF-LH-03,137.14,53.74,58.56,176.35
2026-04-14 07:00,BOF-LH-03,153.31,56.67,57.22,168.02
2026-04-14 08:00,BOF-LH-03,150.0,57.72,57.18,167.51
2026-04-14 09:00,BOF-LH-03,139.8,60.92,54.16,162.88
2026-04-14 10:00,BOF-LH-03,153.9,53.3,54.25,162.77
2026-04-14 11:00,BOF-LH-03,138.16,55.59,48.54,162.32
2026-04-14 12:00,BOF-LH-03,117.04,41.39,49.81,157.7
2026-04-14 13:00,BOF-LH-03,127.23,49.48,48.55,155.45
2026-04-14 14:00,BOF-LH-03,125.56,45.16,48.14,157.17
2026-04-14 15:00,BOF-LH-03,112.82,45.21,48.68,148.51
2026-04-14 16:00,BOF-LH-03,105.91,43.58,51.08,147.67
2026-04-14 17:00,BOF-LH-03,114.91,36.59,47.27,148.51
2026-04-14 18:00,BOF-LH-03,117.27,44.72,47.49,151.77
2026-04-14 19:00,BOF-LH-03,109.01,44.96,49.1,155.53
2026-04-14 20:00,BOF-LH-03,103.8,47.1,46.96,150.6
2026-04-14 21:00,BOF-LH-03,113.44,42.21,48.58,154.77
2026-04-14 22:00,BOF-LH-03,106.72,48.57,49.01,160.94
2026-04-14 23:00,BOF-LH-03,111.49,42.67,50.76,156.61
2026-04-15 00:00,BOF-LH-03,130.75,55.46,53.62,160.74
2026-04-15 01:00,BOF-LH-03,134.33,50.61,52.78,161.86
2026-04-15 02:00,BOF-LH-03,139.93,60.18,57.21,163.49
2026-04-15 03:00,BOF-LH-03,131.92,52.28,58.41,163.99
2026-04-15 04:00,BOF-LH-03,139.25,54.18,56.68,164.62
2026-04-15 05:00,BOF-LH-03,134.78,56.91,59.14,166.42
2026-04-15 06:00,BOF-LH-03,162.13,58.34,54.62,174.2
2026-04-15 07:00,BOF-LH-03,149.5,57.25,57.55,176.51
2026-04-15 08:00,BOF-LH-03,139.37,58.72,54.91,165.7
2026-04-15 09:00,BOF-LH-03,142.45,52.39,55.78,163.4
2026-04-15 10:00,BOF-LH-03,130.44,59.68,55.93,163.53
2026-04-15 11:00,BOF-LH-03,140.89,50.63,52.99,162.56
2026-04-15 12:00,BOF-LH-03,131.55,53.35,49.92,158.12
2026-04-15 13:00,BOF-LH-03,127.57,48.62,52.78,156.34
2026-04-15 14:00,BOF-LH-03,130.77,44.58,49.54,157.48
2026-04-15 15:00,BOF-LH-03,125.12,45.32,50.03,156.41
2026-04-15 16:00,BOF-LH-03,112.93,43.37,49.49,154.35
2026-04-15 17:00,BOF-LH-03,106.06,42.74,45.52,155.94
2026-04-15 18:00,BOF-LH-03,96.73,43.57,47.37,150.45
2026-04-15 19:00,BOF-LH-03,107.89,40.13,48.49,157.24
2026-04-15 20:00,BOF-LH-03,105.42,41.2,47.81,150.24
2026-04-15 21:00,BOF-LH-03,119.29,44.28,47.5,151.95
2026-04-15 22:00,BOF-LH-03,122.71,45.68,47.17,149.64
2026-04-15 23:00,BOF-LH-03,118.93,46.41,50.35,153.41
2026-04-16 00:00,BOF-LH-03,125.32,47.0,54.59,158.22
2026-04-16 01:00,BOF-LH-03,112.21,53.5,52.16,159.62
2026-04-16 02:00,BOF-LH-03,146.35,54.95,54.6,167.49
2026-04-16 03:00,BOF-LH-03,137.57,54.95,55.66,171.27
2026-04-16 04:00,BOF-LH-03,150.06,56.37,57.88,169.03
2026-04-16 05:00,BOF-LH-03,143.55,54.51,62.07,169.74
2026-04-16 06:00,BOF-LH-03,150.8,60.69,59.86,173.15
2026-04-16 07:00,BOF-LH-03,154.6,52.33,57.98,168.38
2026-04-16 08:00,BOF-LH-03,144.55,54.7,60.33,165.12
2026-04-16 09:00,BOF-LH-03,142.59,54.01,56.4,163.68
2026-04-16 10:00,BOF-LH-03,133.63,54.81,57.89,166.65
2026-04-16 11:00,BOF-LH-03,137.01,54.47,56.62,160.16
2026-04-16 12:00,BOF-LH-03,122.88,53.82,54.73,157.92
2026-04-16 13:00,BOF-LH-03,122.13,47.76,52.4,157.27
2026-04-16 14:00,BOF-LH-03,101.95,47.39,49.03,150.78
2026-04-16 15:00,BOF-LH-03,107.36,41.64,49.54,149.12
2026-04-16 16:00,BOF-LH-03,93.48,47.54,46.85,159.2
2026-04-16 17:00,BOF-LH-03,107.65,40.68,46.81,154.3
2026-04-16 18:00,BOF-LH-03,115.03,47.28,49.2,149.31
2026-04-16 19:00,BOF-LH-03,108.43,40.53,48.96,146.5
2026-04-16 20:00,BOF-LH-03,118.52,42.13,49.6,154.24
2026-04-16 21:00,BOF-LH-03,117.8,45.22,49.06,156.86
2026-04-16 22:00,BOF-LH-03,121.98,50.34,48.64,152.48
2026-04-16 23:00,BOF-LH-03,127.78,51.32,49.03,159.1
2026-04-17 00:00,BOF-LH-03,135.9,46.83,51.18,160.76
2026-04-17 01:00,BOF-LH-03,130.12,50.14,51.79,154.45
