timestamp,asset_id,discharge_pressure,flow_rate,bearing_temperature,vibration,motor_current
2026-04-12 13:00,CWP-07,5.96,481.12,64.8,2.7,147.79
2026-04-12 14:00,CWP-07,6.62,466.14,56.02,2.46,135.0
2026-04-12 15:00,CWP-07,6.07,455.21,58.25,2.4,139.27
2026-04-12 16:00,CWP-07,5.95,443.19,58.1,2.14,125.04
2026-04-12 17:00,CWP-07,5.84,475.57,52.59,1.87,135.64
2026-04-12 18:00,CWP-07,5.78,476.37,54.28,2.24,125.08
2026-04-12 19:00,CWP-07,5.94,456.07,53.76,1.9,127.99
2026-04-12 20:00,CWP-07,5.53,449.49,53.32,2.54,137.76
2026-04-12 21:00,CWP-07,5.91,456.17,57.44,2.06,135.23
2026-04-12 22:00,CWP-07,6.0,442.43,58.57,2.6,148.66
2026-04-12 23:00,CWP-07,6.44,505.99,61.06,2.46,140.68
2026-04-13 00:00,CWP-07,6.19,497.8,58.09,2.77,157.61
2026-04-13 01:00,CWP-07,6.84,499.59,58.73,2.46,155.09
2026-04-13 02:00,CWP-07,6.63,521.76,61.65,2.96,157.49
2026-04-13 03:00,CWP-07,7.23,532.03,64.82,2.75,166.95
2026-04-13 04:00,CWP-07,7.36,538.4,63.24,3.0,166.64
2026-04-13 05:00,CWP-07,7.07,570.65,65.43,3.09,160.62
2026-04-13 06:00,CWP-07,7.18,549.52,65.9,2.87,175.79
2026-04-13 07:00,CWP-07,7.34,548.49,64.33,2.96,175.31
2026-04-13 08:00,CWP-07,7.33,521.81,62.78,3.07,171.81
2026-04-13 09:00,CWP-07,6.95,555.53,62.59,2.93,172.3
2026-04-13 10:00,CWP-07,6.71,559.97,65.12,2.85,157.05
2026-04-13 11:00,CWP-07,6.78,474.76,64.03,2.59,148.71
2026-04-13 12:00,CWP-07,6.45,514.79,57.29,2.74,152.46
2026-04-13 13:00,CWP-07,6.34,468.47,57.39,2.72,145.14
2026-04-13 14:00,CWP-07,6.5,484.4,55.38,2.54,150.02
2026-04-13 15:00,CWP-07,5.85,488.56,56.0,2.14,134.29
2026-04-13 16:00,CWP-07,5.63,441.02,52.74,2.34,132.51
2026-04-13 17:00,CWP-07,6.08,446.42,56.0,2.24,128.43
2026-04-13 18:00,CWP-07,5.26,464.14,54.99,2.0,125.96
2026-04-13 19:00,CWP-07,6.11,451.5,55.33,2.29,116.3
2026-04-13 20:00,CWP-07,6.29,473.07,57.72,2.4,131.31
2026-04-13 21:00,CWP-07,6.24,508.23,55.93,1.88,128.27
2026-04-13 22:00,CWP-07,6.36,480.28,54.2,2.18,147.45
2026-04-13 23:00,CWP-07,6.33,493.15,61.44,2.44,142.82
2026-04-14 00:00,CWP-07,6.57,486.25,59.56,2.73,164.61
2026-04-14 01:00,CWP-07,6.48,534.93,59.14,2.79,150.86
2026-04-14 02:00,CWP-07,7.08,558.17,64.62,2.86,161.09
2026-04-14 03:00,CWP-07,6.92,537.16,60.44,2.95,152.6
2026-04-14 04:00,CWP-07,7.54,550.72,62.75,3.24,163.66
2026-04-14 05:00,CWP-07,7.24,574.29,64.02,3.04,173.21
2026-04-14 06:00,CWP-07,6.95,570.91,62.78,3.07,150.98
2026-04-14 07:00,CWP-07,7.3,532.87,66.04,2.89,170.32
2026-04-14 08:00,CWP-07,7.02,546.16,65.48,3.18,174.68
2026-04-14 09:00,CWP-07,6.95,544.91,63.55,3.0,170.84
2026-04-14 10:00,CWP-07,6.62,517.56,61.57,2.66,163.71
2026-04-14 11:00,CWP-07,6.56,501.14,60.66,3.22,161.69
2026-04-14 12:00,CWP-07,6.79,530.75,60.81,2.58,139.38
2026-04-14 13:00,CWP-07,6.45,489.45,58.46,2.47,143.94
2026-04-14 14:00,CWP-07,6.34,464.97,59.29,2.57,134.64
2026-04-14 15:00,CWP-07,6.04,454.45,60.18,2.18,138.91
2026-04-14 16:00,CWP-07,6.12,447.99,55.37,2.51,126.67
2026-04-14 17:00,CWP-07,5.39,459.69,52.24,1.91,139.29
2026-04-14 18:00,CWP-07,5.56,507.9,54.97,2.24,143.61
2026-04-14 19:00,CWP-07,5.81,457.23,53.62,1.86,117.95
2026-04-14 20:00,CWP-07,5.94,471.58,58.64,2.39,139.93
2026-04-14 21:00,CWP-07,6.04,442.08,55.7,2.11,125.44
2026-04-14 22:00,CWP-07,5.95,498.89,55.24,2.33,139.08
2026-04-14 23:00,CWP-07,6.72,483.12,61.73,2.63,133.72
2026-04-15 00:00,CWP-07,6.54,507.55,56.1,2.38,155.96
2026-04-15 01:00,CWP-07,6.75,487.33,62.86,2.81,171.27
2026-04-15 02:00,CWP-07,6.56,540.29,63.17,3.36,166.3
2026-04-15 03:00,CWP-07,6.93,534.38,65.96,3.1,158.47
2026-04-15 04:00,CWP-07,7.36,568.63,63.59,2.93,161.96
2026-04-15 05:00,CWP-07,7.01,564.11,66.34,2.69,162.09
2026-04-15 06:00,CWP-07,7.04,541.16,59.02,3.06,161.78
2026-04-15 07:00,CWP-07,7.18,548.38,63.44,2.89,161.19
2026-04-15 08:00,CWP-07,6.66,538.29,62.98,2.97,157.02
2026-04-15 09:00,CWP-07,6.82,557.05,62.72,2.92,164.31
2026-04-15 10:00,CWP-07,6.52,515.1,65.18,3.09,153.15
2026-04-15 11:00,CWP-07,6.49,489.91,62.42,3.01,153.98
2026-04-15 12:00,CWP-07,6.15,511.87,60.1,2.83,141.7
2026-04-15 13:00,CWP-07,6.33,487.53,58.72,2.53,143.83
2026-04-15 14:00,CWP-07,6.44,479.05,59.14,1.97,133.46
2026-04-15 15:00,CWP-07,6.15,490.24,55.89,2.11,141.76
2026-04-15 16:00,CWP-07,5.92,467.27,57.49,2.53,140.27
2026-04-15 17:00,CWP-07,5.62,446.92,58.7,2.03,135.0
2026-04-15 18:00,CWP-07,6.05,436.84,55.41,1.92,131.49
2026-04-15 19:00,CWP-07,6.55,462.17,57.87,2.22,138.61
2026-04-15 20:00,CWP-07,6.46,450.9,52.21,2.16,124.47
2026-04-15 21:00,CWP-07,6.19,462.95,57.14,2.1,136.08
2026-04-15 22:00,CWP-07,5.8,483.66,54.47,2.3,138.34
2026-04-15 23:00,CWP-07,5.9,459.79,59.34,2.39,143.21
2026-04-16 00:00,CWP-07,6.22,529.81,57.69,2.63,147.92
2026-04-16 01:00,CWP-07,7.14,520.95,61.23,3.01,132.31
2026-04-16 02:00,CWP-07,6.96,498.92,55.88,2.88,163.45
2026-04-16 03:00,CWP-07,6.94,556.02,64.57,2.96,154.39
2026-04-16 04:00,CWP-07,7.14,541.62,63.76,2.85,175.2
2026-04-16 05:00,CWP-07,7.37,576.46,64.18,2.77,179.23
2026-04-16 06:00,CWP-07,7.17,534.92,65.9,3.1,162.16
2026-04-16 07:00,CWP-07,7.06,565.82,61.79,3.01,165.61
2026-04-16 08:00,CWP-07,6.7,531.22,65.76,2.97,173.15
2026-04-16 09:00,CWP-07,6.44,511.99,65.28,3.21,162.96
2026-04-16 10:00,CWP-07,7.02,583.62,67.44,2.89,171.82
2026-04-16 11:00,CWP-07,6.14,515.35,61.25,2.71,162.77
2026-04-16 12:00,CWP-07,6.2,467.47,62.21,2.43,152.38
2026-04-16 13:00,CWP-07,6.64,496.5,57.58,2.4,148.06
2026-04-16 14:00,CWP-07,6.16,447.88,56.36,2.71,148.77
2026-04-16 15:00,CWP-07,5.82,472.84,55.0,2.26,149.25
