timestamp,asset_id,winding_temperature,vibration_de,vibration_nde,bearing_temperature,motor_current
2026-04-02 15:00,HSM-M-01,84.52,2.74,2.98,62.47,1190.49
2026-04-02 16:00,HSM-M-01,77.98,2.11,2.48,59.26,1074.34
2026-04-02 17:00,HSM-M-01,83.48,2.33,2.32,62.67,1109.93
2026-04-02 18:00,HSM-M-01,75.57,2.53,2.29,53.6,1048.59
2026-04-02 19:00,HSM-M-01,79.93,2.32,2.32,56.78,1094.37
2026-04-02 20:00,HSM-M-01,78.6,2.34,2.37,62.71,1166.05
2026-04-02 21:00,HSM-M-01,80.64,2.49,2.38,58.47,1102.14
2026-04-02 22:00,HSM-M-01,82.93,2.64,2.48,61.27,1077.26
2026-04-02 23:00,HSM-M-01,84.65,2.44,2.26,61.74,1153.43
2026-04-03 00:00,HSM-M-01,84.84,2.7,3.06,65.2,1174.01
2026-04-03 01:00,HSM-M-01,89.29,2.9,2.8,68.97,1156.42
2026-04-03 02:00,HSM-M-01,77.86,3.33,2.93,67.87,1303.34
2026-04-03 03:00,HSM-M-01,89.91,3.19,2.86,68.3,1298.43
2026-04-03 04:00,HSM-M-01,85.59,3.28,3.11,67.85,1199.78
2026-04-03 05:00,HSM-M-01,92.96,3.1,3.16,72.11,1326.48
2026-04-03 06:00,HSM-M-01,88.91,2.97,3.14,70.97,1235.23
2026-04-03 07:00,HSM-M-01,89.03,3.19,3.2,67.45,1242.07
2026-04-03 08:00,HSM-M-01,89.93,3.07,3.21,72.58,1279.47
2026-04-03 09:00,HSM-M-01,91.95,2.9,3.12,66.13,1246.29
2026-04-03 10:00,HSM-M-01,87.03,3.33,2.94,69.51,1190.75
2026-04-03 11:00,HSM-M-01,88.04,3.05,2.99,65.99,1283.04
2026-04-03 12:00,HSM-M-01,86.36,2.76,2.8,60.64,1191.37
2026-04-03 13:00,HSM-M-01,82.05,2.72,2.73,59.43,1203.83
2026-04-03 14:00,HSM-M-01,81.85,2.54,2.7,62.02,1186.08
2026-04-03 15:00,HSM-M-01,81.07,2.6,2.31,59.84,1048.86
2026-04-03 16:00,HSM-M-01,75.26,2.43,2.08,64.8,1093.34
2026-04-03 17:00,HSM-M-01,79.74,2.47,2.26,59.92,1104.88
2026-04-03 18:00,HSM-M-01,81.72,2.44,2.54,59.88,1139.79
2026-04-03 19:00,HSM-M-01,81.95,2.4,2.38,59.51,1110.83
2026-04-03 20:00,HSM-M-01,81.16,2.59,2.27,62.95,1094.98
2026-04-03 21:00,HSM-M-01,85.46,2.15,2.66,63.98,1149.53
2026-04-03 22:00,HSM-M-01,82.25,2.67,2.48,62.86,1170.7
2026-04-03 23:00,HSM-M-01,84.72,2.68,2.7,67.18,1218.05
2026-04-04 00:00,HSM-M-01,86.4,2.69,2.94,63.53,1256.08
2026-04-04 01:00,HSM-M-01,86.4,2.93,2.89,70.55,1241.78
2026-04-04 02:00,HSM-M-01,91.87,2.88,3.25,67.74,1217.43
2026-04-04 03:00,HSM-M-01,90.3,3.35,2.98,67.88,1163.7
2026-04-04 04:00,HSM-M-01,90.28,3.3,3.47,70.49,1239.03
2026-04-04 05:00,HSM-M-01,86.66,3.35,3.15,70.38,1352.22
2026-04-04 06:00,HSM-M-01,86.42,3.49,3.25,70.54,1303.21
2026-04-04 07:00,HSM-M-01,93.42,3.11,2.87,74.96,1285.62
2026-04-04 08:00,HSM-M-01,88.66,3.44,3.12,71.18,1302.77
2026-04-04 09:00,HSM-M-01,89.17,3.28,3.06,69.44,1300.62
2026-04-04 10:00,HSM-M-01,91.15,3.13,3.09,64.86,1267.89
2026-04-04 11:00,HSM-M-01,89.13,3.04,2.87,63.12,1261.64
2026-04-04 12:00,HSM-M-01,90.32,2.59,2.84,60.17,1219.85
2026-04-04 13:00,HSM-M-01,81.8,2.99,2.82,66.72,1117.04
2026-04-04 14:00,HSM-M-01,79.24,2.65,2.19,62.24,1158.31
2026-04-04 15:00,HSM-M-01,78.56,2.37,2.46,61.84,1141.16
2026-04-04 16:00,HSM-M-01,79.7,2.4,2.02,63.09,1125.17
2026-04-04 17:00,HSM-M-01,76.97,1.82,2.11,61.19,1099.98
2026-04-04 18:00,HSM-M-01,77.98,2.44,2.33,60.64,1087.69
2026-04-04 19:00,HSM-M-01,73.89,2.33,2.11,61.25,1096.0
2026-04-04 20:00,HSM-M-01,77.75,2.58,2.5,58.4,1113.58
2026-04-04 21:00,HSM-M-01,79.09,2.43,2.75,63.47,1133.65
2026-04-04 22:00,HSM-M-01,80.25,2.24,2.48,61.83,1192.49
2026-04-04 23:00,HSM-M-01,86.0,2.41,2.44,62.92,1169.38
2026-04-05 00:00,HSM-M-01,86.14,2.86,2.87,63.34,1187.34
2026-04-05 01:00,HSM-M-01,88.74,2.74,2.79,67.96,1192.33
2026-04-05 02:00,HSM-M-01,88.52,3.03,2.74,67.22,1242.41
2026-04-05 03:00,HSM-M-01,89.68,2.95,3.14,68.81,1234.18
2026-04-05 04:00,HSM-M-01,91.35,3.18,3.2,69.57,1301.94
2026-04-05 05:00,HSM-M-01,88.83,3.27,3.45,72.63,1328.41
2026-04-05 06:00,HSM-M-01,91.26,3.23,3.17,69.38,1224.8
2026-04-05 07:00,HSM-M-01,87.08,2.88,3.32,69.9,1318.71
2026-04-05 08:00,HSM-M-01,89.6,2.88,3.07,69.31,1308.88
2026-04-05 09:00,HSM-M-01,89.96,3.18,3.06,66.44,1242.35
2026-04-05 10:00,HSM-M-01,85.28,2.84,3.04,67.29,1253.64
2026-04-05 11:00,HSM-M-01,86.02,3.01,2.88,69.67,1197.53
2026-04-05 12:00,HSM-M-01,85.24,3.04,2.67,65.02,1229.87
2026-04-05 13:00,HSM-M-01,79.58,2.59,2.62,63.69,1090.99
2026-04-05 14:00,HSM-M-01,82.13,2.17,2.82,67.42,1111.21
2026-04-05 15:00,HSM-M-01,83.72,2.97,2.37,61.19,1098.85
2026-04-05 16:00,HSM-M-01,77.8,2.3,2.57,60.36,1033.9
2026-04-05 17:00,HSM-M-01,78.21,2.54,2.21,64.63,1150.32
2026-04-05 18:00,HSM-M-01,77.53,2.45,2.36,60.87,1076.22
2026-04-05 19:00,HSM-M-01,79.22,1.98,2.26,57.07,1126.33
2026-04-05 20:00,HSM-M-01,75.31,2.42,2.32,60.27,1116.24
2026-04-05 21:00,HSM-M-01,81.79,2.28,2.53,59.2,1113.76
2026-04-05 22:00,HSM-M-01,82.39,2.34,2.58,61.59,1165.73
2026-04-05 23:00,HSM-M-01,86.6,2.65,2.39,62.0,1204.59
2026-04-06 00:00,HSM-M-01,85.48,2.54,2.42,65.35,1279.48
2026-04-06 01:00,HSM-M-01,87.9,2.79,2.83,67.33,1211.36
2026-04-06 02:00,HSM-M-01,88.03,3.0,2.93,65.01,1259.6
2026-04-06 03:00,HSM-M-01,86.69,3.1,3.05,69.28,1297.7
2026-04-06 04:00,HSM-M-01,91.52,3.04,3.14,67.95,1266.29
2026-04-06 05:00,HSM-M-01,92.02,3.26,3.16,66.79,1260.62
2026-04-06 06:00,HSM-M-01,88.47,3.36,3.07,71.26,1261.21
2026-04-06 07:00,HSM-M-01,91.73,3.0,3.2,67.0,1318.02
2026-04-06 08:00,HSM-M-01,93.59,3.23,3.3,71.11,1378.67
2026-04-06 09:00,HSM-M-01,88.79,2.92,2.67,69.35,1264.67
2026-04-06 10:00,HSM-M-01,89.29,3.0,2.85,68.43,1259.51
2026-04-06 11:00,HSM-M-01,87.39,2.84,2.87,66.49,1237.55
2026-04-06 12:00,HSM-M-01,89.27,2.63,2.62,64.78,1206.46
2026-04-06 13:00,HSM-M-01,81.39,2.71,2.92,65.6,1206.41
2026-04-06 14:00,HSM-M-01,82.11,2.62,2.39,62.07,1158.0
2026-04-06 15:00,HSM-M-01,80.8,2.41,2.52,58.22,1162.32
2026-04-06 16:00,HSM-M-01,79.98,2.39,2.41,60.19,1184.37
2026-04-06 17:00,HSM-M-01,82.23,2.13,2.52,60.44,1040.32
2026-04-06 18:00,HSM-M-01,82.61,2.29,2.06,62.01,1109.54
2026-04-06 19:00,HSM-M-01,83.96,2.21,2.22,59.85,1119.63
2026-04-06 20:00,HSM-M-01,80.05,2.37,2.59,62.96,1148.97
2026-04-06 21:00,HSM-M-01,79.21,2.45,2.34,57.83,1126.75
2026-04-06 22:00,HSM-M-01,83.02,2.2,2.67,64.07,1116.65
2026-04-06 23:00,HSM-M-01,82.68,2.67,2.29,65.95,1226.11
2026-04-07 00:00,HSM-M-01,89.53,2.54,2.71,65.8,1203.82
2026-04-07 01:00,HSM-M-01,89.02,2.67,2.78,65.45,1251.92
2026-04-07 02:00,HSM-M-01,83.91,3.26,3.22,68.34,1230.71
2026-04-07 03:00,HSM-M-01,88.56,3.06,3.03,68.06,1302.64
2026-04-07 04:00,HSM-M-01,90.67,2.79,3.03,70.51,1293.13
2026-04-07 05:00,HSM-M-01,88.26,3.23,3.19,71.61,1323.11
2026-04-07 06:00,HSM-M-01,93.98,3.26,3.31,71.37,1295.05
2026-04-07 07:00,HSM-M-01,94.66,2.93,3.12,70.2,1355.24
2026-04-07 08:00,HSM-M-01,91.46,3.16,2.93,74.38,1218.61
2026-04-07 09:00,HSM-M-01,88.61,3.17,2.96,70.06,1285.7
2026-04-07 10:00,HSM-M-01,90.36,2.74,2.89,65.77,1262.94
2026-04-07 11:00,HSM-M-01,87.93,2.85,3.15,65.49,1188.58
2026-04-07 12:00,HSM-M-01,86.64,2.9,2.44,63.72,1243.64
2026-04-07 13:00,HSM-M-01,83.33,2.55,2.68,59.73,1202.57
2026-04-07 14:00,HSM-M-01,81.31,2.44,2.86,61.17,1124.1
2026-04-07 15:00,HSM-M-01,74.82,2.5,2.65,63.46,1107.6
2026-04-07 16:00,HSM-M-01,78.74,2.22,2.63,63.67,1070.38
2026-04-07 17:00,HSM-M-01,80.2,2.27,2.34,62.61,1065.96
2026-04-07 18:00,HSM-M-01,79.63,2.11,2.82,57.51,1075.49
2026-04-07 19:00,HSM-M-01,77.97,2.48,2.38,59.16,1124.7
2026-04-07 20:00,HSM-M-01,83.99,2.38,2.21,56.24,1095.63
2026-04-07 21:00,HSM-M-01,79.73,2.5,2.61,65.21,1172.89
2026-04-07 22:00,HSM-M-01,79.63,2.42,2.82,61.46,1126.21
2026-04-07 23:00,HSM-M-01,86.86,2.62,2.46,65.82,1190.21
2026-04-08 00:00,HSM-M-01,82.7,2.64,2.71,63.22,1242.29
2026-04-08 01:00,HSM-M-01,90.71,2.56,2.68,66.49,1295.52
2026-04-08 02:00,HSM-M-01,87.83,3.31,2.63,68.07,1249.94
2026-04-08 03:00,HSM-M-01,88.1,3.04,2.95,68.2,1246.8
2026-04-08 04:00,HSM-M-01,88.63,2.97,3.18,69.82,1249.02
2026-04-08 05:00,HSM-M-01,91.57,3.31,3.05,71.52,1328.6
2026-04-08 06:00,HSM-M-01,90.49,3.22,3.12,72.66,1281.04
2026-04-08 07:00,HSM-M-01,90.71,3.15,3.39,68.54,1283.03
2026-04-08 08:00,HSM-M-01,86.22,3.42,3.35,65.05,1339.55
2026-04-08 09:00,HSM-M-01,89.58,3.1,2.95,71.2,1231.23
2026-04-08 10:00,HSM-M-01,95.31,2.95,2.98,67.18,1334.11
2026-04-08 11:00,HSM-M-01,86.51,2.93,3.02,65.49,1226.34
2026-04-08 12:00,HSM-M-01,84.5,2.77,2.93,65.97,1205.99
2026-04-08 13:00,HSM-M-01,83.06,2.77,3.23,62.64,1189.55
2026-04-08 14:00,HSM-M-01,82.41,2.5,2.52,62.75,1201.8
2026-04-08 15:00,HSM-M-01,81.26,2.49,2.62,59.98,1137.12
2026-04-08 16:00,HSM-M-01,78.98,2.6,2.58,57.49,1065.46
2026-04-08 17:00,HSM-M-01,80.14,2.37,2.14,60.3,1154.25
2026-04-08 18:00,HSM-M-01,72.65,2.2,2.49,60.41,1128.06
2026-04-08 19:00,HSM-M-01,78.13,2.42,2.46,59.67,1030.29
2026-04-08 20:00,HSM-M-01,78.45,2.35,2.14,58.69,1120.4
2026-04-08 21:00,HSM-M-01,83.33,2.6,2.69,63.15,1201.25
2026-04-08 22:00,HSM-M-01,83.62,2.72,2.59,61.23,1130.58
2026-04-08 23:00,HSM-M-01,81.66,2.68,2.32,67.21,1201.64
2026-04-09 00:00,HSM-M-01,84.46,2.56,2.55,62.04,1176.9
2026-04-09 01:00,HSM-M-01,87.05,2.76,2.73,66.94,1270.44
2026-04-09 02:00,HSM-M-01,85.62,2.8,2.83,69.07,1329.2
2026-04-09 03:00,HSM-M-01,89.44,2.76,3.19,66.5,1293.58
2026-04-09 04:00,HSM-M-01,88.73,3.27,3.2,68.45,1229.85
2026-04-09 05:00,HSM-M-01,89.99,3.37,3.07,70.5,1276.06
2026-04-09 06:00,HSM-M-01,92.79,3.22,3.34,70.9,1315.37
2026-04-09 07:00,HSM-M-01,89.16,3.27,2.95,69.37,1345.74
2026-04-09 08:00,HSM-M-01,93.25,3.01,3.18,70.37,1315.66
2026-04-09 09:00,HSM-M-01,88.92,3.26,3.45,68.56,1285.63
2026-04-09 10:00,HSM-M-01,89.5,3.11,2.88,66.04,1258.47
2026-04-09 11:00,HSM-M-01,85.92,2.65,2.67,67.92,1223.69
2026-04-09 12:00,HSM-M-01,86.08,2.5,3.09,65.82,1136.0
2026-04-09 13:00,HSM-M-01,81.15,2.69,2.5,64.29,1119.41
2026-04-09 14:00,HSM-M-01,81.93,2.4,2.63,61.32,1152.09
2026-04-09 15:00,HSM-M-01,86.19,2.36,2.39,61.64,1120.68
2026-04-09 16:00,HSM-M-01,75.81,2.26,2.5,60.67,1186.31
2026-04-09 17:00,HSM-M-01,83.6,2.31,2.47,61.56,1148.18
2026-04-09 18:00,HSM-M-01,76.64,2.37,2.19,58.99,1138.24
2026-04-09 19:00,HSM-M-01,76.56,2.37,2.37,63.43,1185.0
2026-04-09 20:00,HSM-M-01,78.78,2.41,2.15,61.34,1110.83
2026-04-09 21:00,HSM-M-01,81.49,2.55,2.45,61.71,1098.06
2026-04-09 22:00,HSM-M-01,83.28,2.6,2.3,63.39,1165.41
2026-04-09 23:00,HSM-M-01,80.21,2.72,2.81,63.44,1156.56
2026-04-10 00:00,HSM-M-01,82.22,2.95,2.88,66.51,1243.16
2026-04-10 01:00,HSM-M-01,85.76,3.06,3.14,64.91,1196.55
2026-04-10 02:00,HSM-M-01,84.17,3.22,2.99,67.85,1235.3
2026-04-10 03:00,HSM-M-01,88.55,3.1,2.94,71.22,1272.23
2026-04-10 04:00,HSM-M-01,87.65,2.83,3.25,68.33,1295.83
2026-04-10 05:00,HSM-M-01,91.71,3.21,3.24,68.95,1319.59
2026-04-10 06:00,HSM-M-01,91.08,3.21,3.29,70.77,1302.52
2026-04-10 07:00,HSM-M-01,89.9,3.08,3.06,69.51,1285.59
2026-04-10 08:00,HSM-M-01,92.13,2.97,2.92,67.78,1282.86
2026-04-10 09:00,HSM-M-01,92.82,3.25,3.25,68.53,1291.93
2026-04-10 10:00,HSM-M-01,91.03,2.93,3.0,71.18,1208.45
2026-04-10 11:00,HSM-M-01,83.91,2.8,2.66,67.27,1241.9
2026-04-10 12:00,HSM-M-01,85.27,2.74,2.78,62.72,1245.03
2026-04-10 13:00,HSM-M-01,84.13,2.47,2.79,67.71,1154.43
2026-04-10 14:00,HSM-M-01,82.03,2.3,2.72,62.32,1217.08
2026-04-10 15:00,HSM-M-01,83.44,2.54,2.4,59.01,1139.51
2026-04-10 16:00,HSM-M-01,78.93,2.55,2.57,61.52,1067.49
2026-04-10 17:00,HSM-M-01,75.64,2.19,2.49,61.34,1164.66
2026-04-10 18:00,HSM-M-01,80.79,2.58,2.23,57.01,1059.67
2026-04-10 19:00,HSM-M-01,79.32,2.46,2.58,59.94,1149.07
2026-04-10 20:00,HSM-M-01,77.22,2.12,2.11,64.12,1150.35
2026-04-10 21:00,HSM-M-01,77.87,2.37,2.59,61.91,1090.4
2026-04-10 22:00,HSM-M-01,80.43,2.49,2.55,62.31,1169.99
2026-04-10 23:00,HSM-M-01,84.37,2.6,2.38,62.91,1155.86
2026-04-11 00:00,HSM-M-01,86.57,2.65,2.83,66.82,1174.16
2026-04-11 01:00,HSM-M-01,85.61,2.88,2.89,67.02,1206.26
2026-04-11 02:00,HSM-M-01,91.08,3.31,3.16,68.85,1252.76
2026-04-11 03:00,HSM-M-01,89.76,3.33,3.08,67.47,1282.82
2026-04-11 04:00,HSM-M-01,90.17,3.08,3.13,69.35,1360.16
2026-04-11 05:00,HSM-M-01,88.46,3.2,3.12,67.98,1275.98
2026-04-11 06:00,HSM-M-01,92.38,3.37,3.18,70.55,1288.69
2026-04-11 07:00,HSM-M-01,87.66,3.45,3.26,68.49,1282.97
2026-04-11 08:00,HSM-M-01,90.67,2.91,3.17,70.39,1295.76
2026-04-11 09:00,HSM-M-01,88.47,3.18,3.02,70.38,1221.35
2026-04-11 10:00,HSM-M-01,87.67,2.99,2.78,67.1,1230.99
2026-04-11 11:00,HSM-M-01,84.77,2.85,2.95,65.47,1187.68
2026-04-11 12:00,HSM-M-01,86.53,2.58,2.67,65.41,1187.69
2026-04-11 13:00,HSM-M-01,87.23,2.6,2.48,65.47,1177.4
2026-04-11 14:00,HSM-M-01,80.25,2.56,2.36,63.5,1129.89
2026-04-11 15:00,HSM-M-01,81.21,2.46,2.52,65.61,1120.42
2026-04-11 16:00,HSM-M-01,79.87,2.29,2.18,57.9,1109.84
2026-04-11 17:00,HSM-M-01,82.9,2.47,2.3,63.11,1079.58
2026-04-11 18:00,HSM-M-01,77.21,2.4,2.35,59.09,1099.68
2026-04-11 19:00,HSM-M-01,76.19,2.08,2.39,58.72,1127.88
2026-04-11 20:00,HSM-M-01,84.64,2.26,2.37,58.58,1088.44
2026-04-11 21:00,HSM-M-01,76.45,2.35,2.37,65.11,1117.58
2026-04-11 22:00,HSM-M-01,85.19,2.31,2.19,63.16,1190.91
2026-04-11 23:00,HSM-M-01,85.24,2.71,2.65,65.29,1128.36
2026-04-12 00:00,HSM-M-01,83.59,2.71,2.73,64.45,1225.07
2026-04-12 01:00,HSM-M-01,89.41,2.73,2.91,65.92,1293.91
2026-04-12 02:00,HSM-M-01,89.1,3.09,2.83,68.29,1274.65
2026-04-12 03:00,HSM-M-01,93.82,2.89,2.98,68.56,1264.84
2026-04-12 04:00,HSM-M-01,89.1,3.24,2.85,68.59,1237.7
2026-04-12 05:00,HSM-M-01,93.96,2.98,3.28,69.4,1340.66
2026-04-12 06:00,HSM-M-01,92.11,3.36,3.17,69.3,1400.16
2026-04-12 07:00,HSM-M-01,91.51,3.07,3.1,71.81,1256.78
2026-04-12 08:00,HSM-M-01,88.83,3.39,3.12,70.2,1282.23
2026-04-12 09:00,HSM-M-01,87.61,3.1,2.83,68.8,1261.87
2026-04-12 10:00,HSM-M-01,88.68,2.77,3.2,68.9,1294.07
2026-04-12 11:00,HSM-M-01,87.51,2.76,2.72,67.47,1241.65
2026-04-12 12:00,HSM-M-01,79.56,2.74,2.74,66.38,1261.21
2026-04-12 13:00,HSM-M-01,84.66,2.89,2.78,66.55,1088.53
2026-04-12 14:00,HSM-M-01,80.33,2.68,2.8,60.14,1205.52
2026-04-12 15:00,HSM-M-01,84.34,2.45,2.26,65.29,1090.02
2026-04-12 16:00,HSM-M-01,80.07,2.21,2.29,63.61,1040.29
2026-04-12 17:00,HSM-M-01,78.4,2.32,2.1,61.22,1094.82
2026-04-12 18:00,HSM-M-01,74.94,2.35,2.24,59.55,1105.81
2026-04-12 19:00,HSM-M-01,76.85,2.51,2.38,61.56,1060.22
2026-04-12 20:00,HSM-M-01,86.37,2.43,2.18,63.2,1080.71
2026-04-12 21:00,HSM-M-01,81.57,2.71,2.5,57.3,1159.78
2026-04-12 22:00,HSM-M-01,80.3,2.46,2.73,62.89,1124.39
2026-04-12 23:00,HSM-M-01,84.02,2.72,2.46,64.82,1090.3
2026-04-13 00:00,HSM-M-01,83.71,2.72,2.73,62.92,1234.61
2026-04-13 01:00,HSM-M-01,84.78,2.74,2.8,66.61,1229.41
2026-04-13 02:00,HSM-M-01,85.16,2.95,2.81,67.42,1214.24
2026-04-13 03:00,HSM-M-01,89.39,2.79,2.87,66.0,1314.15
2026-04-13 04:00,HSM-M-01,88.9,3.08,3.08,68.23,1231.36
2026-04-13 05:00,HSM-M-01,90.71,3.34,2.93,70.27,1295.89
2026-04-13 06:00,HSM-M-01,93.74,2.93,2.97,67.04,1331.66
2026-04-13 07:00,HSM-M-01,88.08,3.09,3.13,71.46,1326.36
2026-04-13 08:00,HSM-M-01,90.03,3.47,2.89,70.78,1357.2
2026-04-13 09:00,HSM-M-01,91.76,2.98,2.89,67.4,1285.68
2026-04-13 10:00,HSM-M-01,90.37,2.72,2.88,68.19,1304.5
2026-04-13 11:00,HSM-M-01,85.04,3.01,2.73,68.76,1207.56
2026-04-13 12:00,HSM-M-01,87.1,3.05,2.79,64.31,1273.61
2026-04-13 13:00,HSM-M-01,83.24,2.82,2.55,61.78,1158.33
2026-04-13 14:00,HSM-M-01,79.58,2.86,2.62,65.96,1106.91
2026-04-13 15:00,HSM-M-01,81.21,2.46,2.43,58.13,1164.39
2026-04-13 16:00,HSM-M-01,78.41,2.3,2.28,60.06,1130.14
2026-04-13 17:00,HSM-M-01,82.67,1.9,2.23,60.58,1186.08
2026-04-13 18:00,HSM-M-01,77.91,2.2,2.19,62.7,1060.77
2026-04-13 19:00,HSM-M-01,76.01,2.45,2.43,55.1,1059.04
2026-04-13 20:00,HSM-M-01,72.0,2.54,2.32,60.25,1086.74
2026-04-13 21:00,HSM-M-01,83.21,2.5,2.6,63.92,1128.13
2026-04-13 22:00,HSM-M-01,83.8,2.5,2.34,61.6,1159.46
2026-04-13 23:00,HSM-M-01,79.76,2.64,2.7,66.16,1238.68
2026-04-14 00:00,HSM-M-01,83.21,2.49,2.54,65.53,1159.45
2026-04-14 01:00,HSM-M-01,88.13,3.02,2.79,64.25,1265.87
2026-04-14 02:00,HSM-M-01,86.18,2.74,2.83,69.89,1191.14
2026-04-14 03:00,HSM-M-01,87.4,3.11,3.03,65.7,1324.27
2026-04-14 04:00,HSM-M-01,92.85,2.97,3.11,68.24,1314.71
2026-04-14 05:00,HSM-M-01,88.62,3.12,3.28,69.24,1300.49
2026-04-14 06:00,HSM-M-01,85.44,3.25,3.37,69.71,1286.99
2026-04-14 07:00,HSM-M-01,93.63,3.21,3.19,69.48,1289.26
2026-04-14 08:00,HSM-M-01,87.23,2.86,3.25,67.63,1246.53
2026-04-14 09:00,HSM-M-01,91.19,2.91,2.95,70.4,1342.45
2026-04-14 10:00,HSM-M-01,87.52,3.11,2.68,66.94,1326.61
2026-04-14 11:00,HSM-M-01,87.54,2.66,2.92,63.5,1138.16
2026-04-14 12:00,HSM-M-01,86.52,2.72,2.6,62.75,1235.36
2026-04-14 13:00,HSM-M-01,84.76,3.05,2.64,62.45,1115.54
2026-04-14 14:00,HSM-M-01,83.72,2.42,2.77,64.79,1132.28
2026-04-14 15:00,HSM-M-01,81.32,2.24,2.36,62.26,1104.33
2026-04-14 16:00,HSM-M-01,80.21,2.41,2.38,59.43,1136.68
2026-04-14 17:00,HSM-M-01,78.2,2.44,2.25,59.96,1138.68
2026-04-14 18:00,HSM-M-01,75.83,2.17,2.37,61.4,1160.42
2026-04-14 19:00,HSM-M-01,78.92,2.59,2.06,60.43,1106.31
2026-04-14 20:00,HSM-M-01,79.48,2.05,2.46,60.2,1156.26
2026-04-14 21:00,HSM-M-01,84.94,2.49,2.67,57.4,1080.87
2026-04-14 22:00,HSM-M-01,82.86,2.63,2.52,62.7,1120.15
2026-04-14 23:00,HSM-M-01,82.76,2.33,2.73,64.33,1167.94
2026-04-15 00:00,HSM-M-01,82.21,2.59,2.66,65.34,1200.79
2026-04-15 01:00,HSM-M-01,84.76,2.72,3.17,67.63,1204.22
2026-04-15 02:00,HSM-M-01,87.07,3.07,2.98,65.97,1251.52
2026-04-15 03:00,HSM-M-01,85.54,3.18,2.78,68.83,1238.93
2026-04-15 04:00,HSM-M-01,92.27,3.14,2.91,71.16,1332.67
2026-04-15 05:00,HSM-M-01,86.53,3.09,3.15,71.66,1259.68
2026-04-15 06:00,HSM-M-01,93.14,3.19,2.91,73.46,1281.39
2026-04-15 07:00,HSM-M-01,91.88,3.2,3.26,68.07,1313.75
2026-04-15 08:00,HSM-M-01,91.6,2.91,2.98,67.6,1283.31
2026-04-15 09:00,HSM-M-01,90.38,2.95,3.17,70.67,1174.91
2026-04-15 10:00,HSM-M-01,90.4,2.76,3.1,70.45,1274.47
