timestamp,asset_id,discharge_pressure,flow_rate,bearing_temperature,vibration,motor_current
2026-04-02 10:00,CWP-04,6.71,520.74,63.76,2.84,163.91
2026-04-02 11:00,CWP-04,6.51,511.92,61.15,2.62,156.17
2026-04-02 12:00,CWP-04,6.37,477.34,59.26,2.64,152.71
2026-04-02 13:00,CWP-04,6.36,502.68,63.55,2.61,135.08
2026-04-02 14:00,CWP-04,6.33,505.43,57.65,2.59,153.95
2026-04-02 15:00,CWP-04,5.8,497.42,60.35,2.24,139.17
2026-04-02 16:00,CWP-04,5.61,455.98,57.06,2.4,127.98
2026-04-02 17:00,CWP-04,5.83,412.36,57.71,2.17,141.24
2026-04-02 18:00,CWP-04,5.96,460.3,57.41,1.93,122.15
2026-04-02 19:00,CWP-04,5.62,452.06,53.8,1.95,124.69
2026-04-02 20:00,CWP-04,6.2,471.19,57.66,1.93,127.16
2026-04-02 21:00,CWP-04,5.84,493.41,53.35,2.6,141.17
2026-04-02 22:00,CWP-04,6.04,470.21,55.66,2.13,132.68
2026-04-02 23:00,CWP-04,6.29,480.01,56.78,2.58,136.53
2026-04-03 00:00,CWP-04,6.08,494.68,62.0,2.75,158.47
2026-04-03 01:00,CWP-04,6.39,511.48,63.1,2.77,148.84
2026-04-03 02:00,CWP-04,6.78,564.89,61.1,2.88,153.95
2026-04-03 03:00,CWP-04,7.4,525.41,64.93,2.96,162.25
2026-04-03 04:00,CWP-04,7.22,551.27,64.18,3.01,158.85
2026-04-03 05:00,CWP-04,7.21,558.19,62.17,3.18,168.46
2026-04-03 06:00,CWP-04,7.04,553.42,63.06,2.98,168.25
2026-04-03 07:00,CWP-04,7.11,541.74,63.97,2.84,165.32
2026-04-03 08:00,CWP-04,6.99,539.5,61.99,2.91,166.69
2026-04-03 09:00,CWP-04,7.12,511.66,62.73,2.84,158.42
2026-04-03 10:00,CWP-04,6.95,536.21,59.7,2.51,159.82
2026-04-03 11:00,CWP-04,6.7,529.97,61.81,2.87,148.2
2026-04-03 12:00,CWP-04,6.95,516.0,57.88,2.58,155.86
2026-04-03 13:00,CWP-04,6.41,527.3,60.04,2.5,152.51
2026-04-03 14:00,CWP-04,6.22,481.0,58.39,2.55,142.11
2026-04-03 15:00,CWP-04,6.0,483.35,54.44,2.21,132.42
2026-04-03 16:00,CWP-04,6.04,481.52,55.47,2.28,133.51
2026-04-03 17:00,CWP-04,6.04,452.17,55.43,1.85,143.89
2026-04-03 18:00,CWP-04,5.88,486.97,56.22,2.41,136.34
2026-04-03 19:00,CWP-04,6.35,485.76,56.43,1.95,123.5
2026-04-03 20:00,CWP-04,6.06,474.89,54.43,2.4,134.75
2026-04-03 21:00,CWP-04,5.97,456.14,53.71,2.37,138.4
2026-04-03 22:00,CWP-04,6.18,498.26,57.63,2.59,136.78
2026-04-03 23:00,CWP-04,6.16,472.52,55.81,2.77,155.41
2026-04-04 00:00,CWP-04,7.01,500.3,59.13,2.47,147.24
2026-04-04 01:00,CWP-04,6.93,518.9,61.67,2.8,153.67
2026-04-04 02:00,CWP-04,6.73,492.18,66.28,2.74,157.97
2026-04-04 03:00,CWP-04,7.09,535.7,60.11,2.88,158.11
2026-04-04 04:00,CWP-04,7.13,546.22,65.03,3.15,152.22
2026-04-04 05:00,CWP-04,7.28,553.55,66.26,3.42,162.05
2026-04-04 06:00,CWP-04,6.83,544.43,62.81,2.84,160.82
2026-04-04 07:00,CWP-04,7.44,585.06,64.11,3.33,174.63
2026-04-04 08:00,CWP-04,7.01,582.64,66.26,2.82,162.84
2026-04-04 09:00,CWP-04,7.09,521.01,60.22,3.27,166.27
2026-04-04 10:00,CWP-04,7.01,486.59,60.46,2.74,161.56
2026-04-04 11:00,CWP-04,6.89,496.73,62.43,2.73,154.83
2026-04-04 12:00,CWP-04,6.47,484.98,61.53,2.51,152.37
2026-04-04 13:00,CWP-04,6.56,466.43,60.74,2.43,143.31
2026-04-04 14:00,CWP-04,6.24,460.15,59.19,2.32,152.43
2026-04-04 15:00,CWP-04,5.65,446.0,56.24,2.46,126.76
2026-04-04 16:00,CWP-04,6.56,477.99,57.53,2.47,128.21
2026-04-04 17:00,CWP-04,5.7,410.71,52.48,2.27,135.14
2026-04-04 18:00,CWP-04,6.08,461.69,57.97,2.09,119.5
2026-04-04 19:00,CWP-04,5.65,460.67,51.37,2.19,127.4
2026-04-04 20:00,CWP-04,5.79,420.1,57.28,1.99,135.67
2026-04-04 21:00,CWP-04,6.04,441.35,55.53,2.59,133.67
2026-04-04 22:00,CWP-04,6.2,467.61,58.93,2.7,144.78
2026-04-04 23:00,CWP-04,6.46,500.97,58.31,2.45,142.22
2026-04-05 00:00,CWP-04,6.33,486.02,58.53,2.65,140.55
2026-04-05 01:00,CWP-04,6.48,496.3,60.0,2.89,143.11
2026-04-05 02:00,CWP-04,6.99,528.07,64.13,2.87,170.05
2026-04-05 03:00,CWP-04,7.16,568.19,63.17,3.05,172.01
2026-04-05 04:00,CWP-04,7.21,544.66,64.21,3.02,168.05
2026-04-05 05:00,CWP-04,6.87,516.93,66.42,2.75,169.17
2026-04-05 06:00,CWP-04,7.53,537.77,64.69,3.09,172.4
2026-04-05 07:00,CWP-04,6.44,554.78,63.99,2.79,164.38
2026-04-05 08:00,CWP-04,7.37,509.63,63.08,2.99,169.23
2026-04-05 09:00,CWP-04,6.46,534.12,63.98,3.01,161.02
2026-04-05 10:00,CWP-04,6.72,525.23,65.09,2.67,160.06
2026-04-05 11:00,CWP-04,6.33,479.49,61.31,2.81,146.2
2026-04-05 12:00,CWP-04,6.37,469.46,61.44,2.77,144.45
2026-04-05 13:00,CWP-04,6.5,466.83,63.75,2.64,143.44
2026-04-05 14:00,CWP-04,6.63,463.37,57.01,2.36,157.63
2026-04-05 15:00,CWP-04,5.96,458.69,51.46,2.3,134.82
2026-04-05 16:00,CWP-04,6.27,447.18,53.84,2.19,133.97
2026-04-05 17:00,CWP-04,5.7,439.73,54.09,2.1,130.66
2026-04-05 18:00,CWP-04,6.07,455.62,56.05,2.27,141.92
2026-04-05 19:00,CWP-04,5.63,463.01,53.94,1.94,125.05
2026-04-05 20:00,CWP-04,6.33,447.58,55.61,2.52,141.69
2026-04-05 21:00,CWP-04,6.14,460.47,55.98,2.45,132.57
2026-04-05 22:00,CWP-04,6.28,487.43,56.16,2.71,146.39
2026-04-05 23:00,CWP-04,5.9,454.56,58.73,2.43,148.0
2026-04-06 00:00,CWP-04,6.72,517.09,58.71,2.57,141.63
2026-04-06 01:00,CWP-04,6.4,520.29,62.61,2.68,150.64
2026-04-06 02:00,CWP-04,6.66,511.78,63.3,2.56,156.13
2026-04-06 03:00,CWP-04,7.12,519.13,60.96,2.85,149.04
2026-04-06 04:00,CWP-04,7.6,557.29,62.67,2.79,167.05
2026-04-06 05:00,CWP-04,7.25,539.89,63.6,3.34,157.34
2026-04-06 06:00,CWP-04,7.24,563.73,61.77,2.95,161.94
2026-04-06 07:00,CWP-04,7.19,540.1,64.84,3.23,165.38
2026-04-06 08:00,CWP-04,6.84,536.24,66.07,3.31,179.12
2026-04-06 09:00,CWP-04,6.86,562.69,64.75,2.84,168.47
2026-04-06 10:00,CWP-04,7.09,553.03,64.31,2.85,172.99
2026-04-06 11:00,CWP-04,6.52,535.78,60.89,2.72,155.72
2026-04-06 12:00,CWP-04,6.59,485.18,65.01,2.56,140.72
2026-04-06 13:00,CWP-04,6.72,492.31,57.61,2.82,145.61
2026-04-06 14:00,CWP-04,5.5,466.97,56.65,2.49,134.06
2026-04-06 15:00,CWP-04,5.89,473.54,61.58,2.18,145.22
2026-04-06 16:00,CWP-04,6.25,450.83,54.07,2.2,135.07
2026-04-06 17:00,CWP-04,6.18,442.96,57.75,2.14,133.87
2026-04-06 18:00,CWP-04,5.51,433.39,53.95,2.18,132.92
2026-04-06 19:00,CWP-04,5.94,459.9,54.86,2.44,122.06
2026-04-06 20:00,CWP-04,5.77,453.34,55.26,2.24,134.16
2026-04-06 21:00,CWP-04,6.25,486.45,59.67,2.27,135.16
2026-04-06 22:00,CWP-04,6.03,510.91,56.53,2.2,148.82
2026-04-06 23:00,CWP-04,6.04,494.01,56.82,2.39,142.23
2026-04-07 00:00,CWP-04,5.8,500.16,57.05,2.75,151.45
2026-04-07 01:00,CWP-04,6.57,512.89,60.17,2.64,162.72
2026-04-07 02:00,CWP-04,6.63,545.59,61.13,2.97,171.66
2026-04-07 03:00,CWP-04,6.78,539.62,60.31,3.31,163.84
2026-04-07 04:00,CWP-04,7.48,542.57,65.2,2.95,152.54
2026-04-07 05:00,CWP-04,6.64,543.21,65.85,3.0,178.28
2026-04-07 06:00,CWP-04,6.92,564.84,66.28,3.07,155.32
2026-04-07 07:00,CWP-04,7.07,580.66,66.5,3.38,166.06
2026-04-07 08:00,CWP-04,7.22,511.55,64.57,3.15,175.25
2026-04-07 09:00,CWP-04,7.29,559.16,63.19,2.84,162.79
2026-04-07 10:00,CWP-04,7.17,506.02,64.09,2.82,148.38
2026-04-07 11:00,CWP-04,6.44,534.47,56.54,2.59,158.93
2026-04-07 12:00,CWP-04,6.51,507.76,59.73,2.53,150.8
2026-04-07 13:00,CWP-04,6.03,483.94,61.88,2.17,137.26
2026-04-07 14:00,CWP-04,6.14,486.21,62.45,2.22,133.46
2026-04-07 15:00,CWP-04,5.49,490.67,51.86,2.29,145.65
2026-04-07 16:00,CWP-04,5.71,471.77,54.92,2.32,129.59
2026-04-07 17:00,CWP-04,5.73,453.02,55.69,2.09,127.49
2026-04-07 18:00,CWP-04,5.84,456.19,54.87,2.37,130.66
2026-04-07 19:00,CWP-04,5.94,447.62,57.92,2.28,142.62
2026-04-07 20:00,CWP-04,6.11,478.78,54.52,2.06,133.38
2026-04-07 21:00,CWP-04,6.56,511.94,57.02,2.09,140.05
2026-04-07 22:00,CWP-04,5.91,501.8,55.96,2.67,160.9
2026-04-07 23:00,CWP-04,6.37,474.46,58.38,2.39,144.0
2026-04-08 00:00,CWP-04,6.77,503.91,58.25,2.62,156.39
2026-04-08 01:00,CWP-04,7.27,507.89,59.16,2.62,151.64
2026-04-08 02:00,CWP-04,6.58,543.6,58.13,3.05,161.18
2026-04-08 03:00,CWP-04,7.28,548.41,60.94,2.61,162.19
2026-04-08 04:00,CWP-04,6.96,566.62,65.88,3.09,173.2
2026-04-08 05:00,CWP-04,7.14,520.89,63.62,2.88,163.5
2026-04-08 06:00,CWP-04,7.08,541.87,62.13,3.39,153.69
2026-04-08 07:00,CWP-04,6.98,559.55,65.8,3.29,152.26
2026-04-08 08:00,CWP-04,7.02,566.14,64.55,2.94,173.38
2026-04-08 09:00,CWP-04,6.62,547.8,65.64,3.25,166.37
2026-04-08 10:00,CWP-04,6.21,532.47,63.38,2.87,161.94
2026-04-08 11:00,CWP-04,6.65,486.26,66.23,2.93,149.9
2026-04-08 12:00,CWP-04,6.51,511.84,57.88,2.99,159.79
2026-04-08 13:00,CWP-04,6.6,461.66,58.06,2.72,152.38
2026-04-08 14:00,CWP-04,5.85,484.88,54.8,2.61,145.54
2026-04-08 15:00,CWP-04,5.72,461.41,55.22,2.51,138.73
2026-04-08 16:00,CWP-04,6.02,468.01,56.35,2.24,149.74
2026-04-08 17:00,CWP-04,5.62,465.65,57.51,2.11,121.49
2026-04-08 18:00,CWP-04,5.97,444.16,53.68,2.16,133.64
2026-04-08 19:00,CWP-04,6.02,492.3,53.25,2.5,132.4
2026-04-08 20:00,CWP-04,6.15,441.38,55.12,2.51,130.17
2026-04-08 21:00,CWP-04,6.02,467.93,57.19,2.16,122.59
2026-04-08 22:00,CWP-04,6.0,500.87,57.86,2.17,147.14
2026-04-08 23:00,CWP-04,6.52,438.08,57.07,2.89,149.74
2026-04-09 00:00,CWP-04,6.56,538.09,62.12,2.63,146.43
2026-04-09 01:00,CWP-04,6.73,514.52,62.94,2.81,146.42
2026-04-09 02:00,CWP-04,6.83,519.84,62.18,3.14,162.41
2026-04-09 03:00,CWP-04,6.8,538.72,64.41,3.12,165.0
2026-04-09 04:00,CWP-04,7.23,572.97,62.58,3.15,171.44
2026-04-09 05:00,CWP-04,7.22,534.52,68.0,3.0,165.27
2026-04-09 06:00,CWP-04,6.85,557.4,66.27,3.19,177.2
2026-04-09 07:00,CWP-04,7.05,541.5,66.56,2.99,168.26
2026-04-09 08:00,CWP-04,6.82,508.79,63.44,2.9,154.18
2026-04-09 09:00,CWP-04,6.82,549.68,62.57,2.96,164.03
2026-04-09 10:00,CWP-04,6.56,513.34,61.16,3.17,142.64
2026-04-09 11:00,CWP-04,6.95,501.28,61.82,2.8,165.97
2026-04-09 12:00,CWP-04,6.62,515.29,59.9,2.44,152.8
2026-04-09 13:00,CWP-04,6.29,510.69,58.14,2.54,133.61
2026-04-09 14:00,CWP-04,6.05,469.02,57.08,2.39,134.6
2026-04-09 15:00,CWP-04,5.84,488.63,56.83,2.14,135.32
2026-04-09 16:00,CWP-04,6.22,423.48,56.13,2.26,129.15
2026-04-09 17:00,CWP-04,6.11,468.46,55.28,2.37,125.22
2026-04-09 18:00,CWP-04,5.92,434.22,58.22,1.98,125.5
2026-04-09 19:00,CWP-04,5.56,443.19,54.35,2.35,131.34
2026-04-09 20:00,CWP-04,6.16,443.44,55.55,2.29,141.69
2026-04-09 21:00,CWP-04,6.47,471.18,54.92,2.24,146.42
2026-04-09 22:00,CWP-04,6.06,455.41,58.14,2.41,131.75
2026-04-09 23:00,CWP-04,5.95,512.43,56.03,2.54,135.06
2026-04-10 00:00,CWP-04,6.66,493.71,59.99,2.61,149.2
2026-04-10 01:00,CWP-04,6.7,514.34,59.66,2.95,157.67
2026-04-10 02:00,CWP-04,6.87,548.29,61.65,2.65,150.25
2026-04-10 03:00,CWP-04,6.5,495.1,62.63,2.93,166.86
2026-04-10 04:00,CWP-04,7.02,564.33,67.72,3.16,154.12
2026-04-10 05:00,CWP-04,6.99,537.07,64.38,2.91,160.4
2026-04-10 06:00,CWP-04,7.15,567.0,66.58,3.01,153.15
2026-04-10 07:00,CWP-04,7.08,556.07,62.28,3.15,163.37
2026-04-10 08:00,CWP-04,7.53,550.62,66.04,3.11,166.93
2026-04-10 09:00,CWP-04,7.16,541.14,65.02,2.96,164.09
2026-04-10 10:00,CWP-04,6.37,536.65,62.93,2.92,161.92
2026-04-10 11:00,CWP-04,6.79,456.62,62.54,2.58,171.63
2026-04-10 12:00,CWP-04,6.43,524.53,61.1,2.89,137.8
2026-04-10 13:00,CWP-04,6.24,496.66,58.87,2.75,135.93
2026-04-10 14:00,CWP-04,6.3,468.18,57.42,2.58,131.38
2026-04-10 15:00,CWP-04,6.19,472.19,57.74,2.02,133.93
2026-04-10 16:00,CWP-04,5.94,484.64,56.01,2.34,133.08
2026-04-10 17:00,CWP-04,5.8,468.4,59.08,2.04,141.41
2026-04-10 18:00,CWP-04,6.01,488.96,52.06,2.08,131.57
2026-04-10 19:00,CWP-04,5.87,442.35,57.4,2.51,147.72
2026-04-10 20:00,CWP-04,6.15,469.75,57.81,2.34,131.09
2026-04-10 21:00,CWP-04,6.12,490.39,59.65,2.51,132.94
2026-04-10 22:00,CWP-04,6.09,476.67,54.98,2.43,143.7
2026-04-10 23:00,CWP-04,5.92,442.1,60.88,2.34,153.94
2026-04-11 00:00,CWP-04,6.53,487.36,61.0,2.83,161.67
2026-04-11 01:00,CWP-04,6.46,509.04,64.12,2.96,154.68
2026-04-11 02:00,CWP-04,6.73,519.51,65.12,2.93,156.61
2026-04-11 03:00,CWP-04,7.27,512.26,63.43,2.58,176.12
2026-04-11 04:00,CWP-04,7.27,565.34,62.81,3.16,164.93
2026-04-11 05:00,CWP-04,6.8,545.05,64.37,3.29,158.97
2026-04-11 06:00,CWP-04,7.19,569.39,66.22,2.99,172.95
2026-04-11 07:00,CWP-04,7.26,562.52,64.69,2.82,164.19
2026-04-11 08:00,CWP-04,7.35,546.99,66.0,3.11,160.45
2026-04-11 09:00,CWP-04,6.98,555.86,65.47,3.14,162.8
2026-04-11 10:00,CWP-04,6.57,515.36,61.06,2.7,159.45
2026-04-11 11:00,CWP-04,6.68,511.32,61.43,2.57,166.21
2026-04-11 12:00,CWP-04,6.39,519.81,58.18,2.57,141.9
2026-04-11 13:00,CWP-04,6.22,486.87,60.96,2.81,160.89
2026-04-11 14:00,CWP-04,6.1,475.17,55.21,2.31,138.1
2026-04-11 15:00,CWP-04,6.18,486.76,55.52,2.23,140.67
2026-04-11 16:00,CWP-04,5.9,472.86,57.08,2.38,131.42
2026-04-11 17:00,CWP-04,5.73,461.91,57.36,2.34,133.67
2026-04-11 18:00,CWP-04,5.62,455.06,51.55,2.15,116.95
2026-04-11 19:00,CWP-04,5.99,475.38,56.74,2.33,134.64
2026-04-11 20:00,CWP-04,6.24,459.51,57.94,2.43,121.19
2026-04-11 21:00,CWP-04,6.37,447.27,52.99,2.47,147.14
2026-04-11 22:00,CWP-04,6.1,468.76,56.76,2.51,134.68
2026-04-11 23:00,CWP-04,6.28,500.9,57.27,2.68,140.77
2026-04-12 00:00,CWP-04,6.7,505.67,60.08,2.68,148.73
2026-04-12 01:00,CWP-04,7.01,490.44,58.76,2.75,156.7
2026-04-12 02:00,CWP-04,6.71,543.1,63.07,2.69,155.96
2026-04-12 03:00,CWP-04,6.49,524.36,61.41,2.9,161.77
2026-04-12 04:00,CWP-04,6.67,530.89,66.55,2.99,167.55
2026-04-12 05:00,CWP-04,7.6,521.07,67.33,3.17,179.5
2026-04-12 06:00,CWP-04,7.28,524.31,67.2,3.21,160.51
2026-04-12 07:00,CWP-04,7.55,529.45,64.75,3.17,164.79
2026-04-12 08:00,CWP-04,7.09,536.4,64.24,2.9,177.01
2026-04-12 09:00,CWP-04,6.58,529.98,63.19,2.97,154.19
2026-04-12 10:00,CWP-04,6.88,489.11,64.94,2.73,152.44
2026-04-12 11:00,CWP-04,6.73,478.71,57.32,2.55,150.84
2026-04-12 12:00,CWP-04,6.12,492.97,63.13,2.77,168.32
2026-04-12 13:00,CWP-04,6.09,524.45,59.58,2.14,148.98
2026-04-12 14:00,CWP-04,6.02,511.06,56.43,2.36,132.75
2026-04-12 15:00,CWP-04,5.98,485.34,55.37,2.41,131.7
2026-04-12 16:00,CWP-04,5.97,413.69,52.39,2.13,134.52
2026-04-12 17:00,CWP-04,5.52,487.21,55.91,2.39,127.87
2026-04-12 18:00,CWP-04,5.63,426.11,52.58,2.16,150.34
2026-04-12 19:00,CWP-04,5.68,448.68,57.93,2.06,130.32
2026-04-12 20:00,CWP-04,6.31,474.96,52.55,2.26,134.84
2026-04-12 21:00,CWP-04,6.31,440.68,56.28,2.36,140.2
2026-04-12 22:00,CWP-04,6.13,457.35,55.62,2.39,136.31
2026-04-12 23:00,CWP-04,6.54,486.08,58.54,2.82,145.44
2026-04-13 00:00,CWP-04,6.77,453.99,60.27,2.5,149.36
2026-04-13 01:00,CWP-04,6.84,517.29,61.69,2.68,157.01
2026-04-13 02:00,CWP-04,6.69,536.9,62.73,2.52,152.81
2026-04-13 03:00,CWP-04,6.94,571.95,62.73,3.03,161.5
2026-04-13 04:00,CWP-04,7.11,557.16,62.93,2.76,155.18
2026-04-13 05:00,CWP-04,7.34,577.89,67.85,2.93,169.65
2026-04-13 06:00,CWP-04,7.37,520.5,63.27,3.03,159.3
2026-04-13 07:00,CWP-04,7.41,551.68,67.97,3.22,166.38
2026-04-13 08:00,CWP-04,7.42,538.03,64.66,2.84,168.95
2026-04-13 09:00,CWP-04,6.91,526.92,63.52,2.86,169.47
2026-04-13 10:00,CWP-04,6.66,530.84,62.54,2.9,159.41
2026-04-13 11:00,CWP-04,6.27,514.7,62.76,2.81,151.7
2026-04-13 12:00,CWP-04,6.3,471.37,62.1,2.57,142.56
2026-04-13 13:00,CWP-04,6.41,543.16,56.2,2.39,130.22
2026-04-13 14:00,CWP-04,5.93,473.12,57.44,2.32,134.53
2026-04-13 15:00,CWP-04,5.79,459.75,60.21,2.22,130.13
2026-04-13 16:00,CWP-04,6.16,421.15,55.18,2.21,135.25
2026-04-13 17:00,CWP-04,5.65,453.08,56.65,2.25,137.37
2026-04-13 18:00,CWP-04,6.31,425.44,53.86,1.8,121.5
2026-04-13 19:00,CWP-04,5.74,476.67,54.78,2.16,134.81
2026-04-13 20:00,CWP-04,5.74,466.91,57.22,2.4,128.3
2026-04-13 21:00,CWP-04,6.46,468.29,58.04,2.4,133.0
2026-04-13 22:00,CWP-04,6.26,464.66,57.78,2.23,138.83
2026-04-13 23:00,CWP-04,5.93,458.9,59.91,2.43,145.86
2026-04-14 00:00,CWP-04,6.1,537.08,62.23,2.78,158.82
2026-04-14 01:00,CWP-04,6.49,495.44,59.6,2.81,152.93
2026-04-14 02:00,CWP-04,6.39,512.22,59.69,3.15,168.1
2026-04-14 03:00,CWP-04,7.09,551.53,61.06,2.89,170.66
2026-04-14 04:00,CWP-04,7.04,527.1,63.08,3.25,164.46
2026-04-14 05:00,CWP-04,7.59,551.61,66.36,3.08,159.91
2026-04-14 06:00,CWP-04,7.38,583.43,69.3,2.92,175.54
2026-04-14 07:00,CWP-04,6.89,548.36,62.29,3.15,168.03
2026-04-14 08:00,CWP-04,6.8,531.57,67.29,2.95,171.64
2026-04-14 09:00,CWP-04,7.32,553.93,62.54,3.03,159.29
2026-04-14 10:00,CWP-04,6.91,502.52,61.9,3.08,162.0
2026-04-14 11:00,CWP-04,6.73,530.02,59.45,2.9,164.24
2026-04-14 12:00,CWP-04,6.13,498.42,61.17,2.64,145.59
2026-04-14 13:00,CWP-04,6.52,460.99,61.38,2.67,156.07
2026-04-14 14:00,CWP-04,5.86,453.43,54.81,2.52,135.75
2026-04-14 15:00,CWP-04,6.25,494.1,59.83,2.13,126.02
2026-04-14 16:00,CWP-04,5.9,433.47,56.04,2.18,134.36
2026-04-14 17:00,CWP-04,5.94,450.05,52.57,2.23,132.15
2026-04-14 18:00,CWP-04,5.64,417.61,55.57,2.14,140.65
2026-04-14 19:00,CWP-04,5.97,439.46,54.81,2.35,134.51
2026-04-14 20:00,CWP-04,6.1,462.13,51.66,2.42,140.11
2026-04-14 21:00,CWP-04,6.41,448.4,52.04,2.2,127.51
2026-04-14 22:00,CWP-04,5.61,482.24,57.93,2.91,144.71
2026-04-14 23:00,CWP-04,6.29,480.03,59.8,2.56,139.27
2026-04-15 00:00,CWP-04,6.43,503.96,56.94,2.72,142.77
2026-04-15 01:00,CWP-04,6.52,513.66,61.9,2.69,159.85
2026-04-15 02:00,CWP-04,6.47,499.62,56.91,2.98,172.31
2026-04-15 03:00,CWP-04,7.05,529.03,62.8,3.09,175.71
2026-04-15 04:00,CWP-04,6.87,592.91,66.94,3.1,167.87
2026-04-15 05:00,CWP-04,6.56,529.39,66.06,3.02,157.29
2026-04-15 06:00,CWP-04,6.98,546.2,65.92,3.16,174.12
2026-04-15 07:00,CWP-04,6.7,556.58,65.41,3.51,178.96
2026-04-15 08:00,CWP-04,7.06,525.59,66.55,3.14,169.02
2026-04-15 09:00,CWP-04,7.34,541.9,66.91,3.17,155.03
2026-04-15 10:00,CWP-04,6.95,510.95,64.8,2.96,168.18
2026-04-15 11:00,CWP-04,6.2,519.46,58.53,2.57,155.38
2026-04-15 12:00,CWP-04,6.63,507.81,58.36,2.59,143.75
2026-04-15 13:00,CWP-04,6.26,462.46,56.04,2.7,142.04
2026-04-15 14:00,CWP-04,6.43,455.75,54.6,2.66,137.08
2026-04-15 15:00,CWP-04,6.14,467.19,57.04,2.26,139.25
2026-04-15 16:00,CWP-04,5.94,470.86,54.05,2.28,134.77
2026-04-15 17:00,CWP-04,5.73,466.73,57.04,2.23,132.81
2026-04-15 18:00,CWP-04,5.99,480.7,52.49,2.15,136.2
2026-04-15 19:00,CWP-04,5.67,441.54,54.74,2.24,136.98
2026-04-15 20:00,CWP-04,5.96,487.41,54.08,2.11,114.93
2026-04-15 21:00,CWP-04,6.04,474.88,59.57,2.17,130.58
2026-04-15 22:00,CWP-04,6.32,449.93,56.14,2.5,128.09
2026-04-15 23:00,CWP-04,6.23,462.53,58.22,2.65,142.88
2026-04-16 00:00,CWP-04,6.55,465.26,60.46,2.26,149.4
2026-04-16 01:00,CWP-04,6.05,505.57,63.17,2.66,156.78
2026-04-16 02:00,CWP-04,6.87,499.67,63.93,2.84,146.75
2026-04-16 03:00,CWP-04,6.97,537.8,62.44,2.96,170.12
2026-04-16 04:00,CWP-04,7.13,565.86,64.94,2.97,165.22
2026-04-16 05:00,CWP-04,7.2,531.14,66.89,3.04,169.7
2026-04-16 06:00,CWP-04,7.12,563.22,68.07,2.72,174.86
2026-04-16 07:00,CWP-04,7.18,562.11,64.77,2.85,164.86
2026-04-16 08:00,CWP-04,7.13,539.04,63.98,3.13,173.27
2026-04-16 09:00,CWP-04,6.93,496.05,63.55,2.9,172.82
2026-04-16 10:00,CWP-04,6.54,510.67,66.93,2.59,157.34
2026-04-16 11:00,CWP-04,6.72,540.43,60.39,2.6,160.91
2026-04-16 12:00,CWP-04,6.29,512.32,59.59,2.54,146.34
2026-04-16 13:00,CWP-04,6.19,512.51,58.54,2.42,158.68
2026-04-16 14:00,CWP-04,5.77,454.35,58.62,2.05,149.32
2026-04-16 15:00,CWP-04,6.34,483.61,57.89,2.26,127.78
