timestamp,asset_id,oscillation_frequency,hydraulic_pressure,mould_level_dev,oil_temperature
2026-04-02 23:00,CCM-OSC-02,152.77,115.33,-0.44,44.46
2026-04-03 00:00,CCM-OSC-02,145.18,124.33,-0.72,44.7
2026-04-03 01:00,CCM-OSC-02,142.21,127.64,0.2,45.46
2026-04-03 02:00,CCM-OSC-02,161.86,127.08,0.41,46.76
2026-04-03 03:00,CCM-OSC-02,157.71,129.58,1.47,46.49
2026-04-03 04:00,CCM-OSC-02,157.24,132.05,1.11,49.21
2026-04-03 05:00,CCM-OSC-02,166.98,136.51,1.33,48.54
2026-04-03 06:00,CCM-OSC-02,178.6,133.03,2.17,47.65
2026-04-03 07:00,CCM-OSC-02,164.28,135.63,1.77,46.94
2026-04-03 08:00,CCM-OSC-02,161.52,131.71,1.42,47.24
2026-04-03 09:00,CCM-OSC-02,163.38,130.39,1.99,46.92
2026-04-03 10:00,CCM-OSC-02,153.43,127.22,-0.43,45.76
2026-04-03 11:00,CCM-OSC-02,143.66,131.28,-0.27,45.71
2026-04-03 12:00,CCM-OSC-02,147.04,127.98,-0.28,45.73
2026-04-03 13:00,CCM-OSC-02,143.31,121.64,-0.63,42.3
2026-04-03 14:00,CCM-OSC-02,150.48,114.13,-0.42,43.58
2026-04-03 15:00,CCM-OSC-02,144.32,124.03,-0.61,43.89
2026-04-03 16:00,CCM-OSC-02,128.06,119.52,-1.34,41.03
2026-04-03 17:00,CCM-OSC-02,125.64,112.61,-0.7,43.2
2026-04-03 18:00,CCM-OSC-02,146.31,118.66,-1.56,41.71
2026-04-03 19:00,CCM-OSC-02,132.57,118.16,-0.55,41.94
2026-04-03 20:00,CCM-OSC-02,121.48,118.41,-0.41,42.81
2026-04-03 21:00,CCM-OSC-02,142.79,117.86,-1.29,44.07
2026-04-03 22:00,CCM-OSC-02,141.15,119.1,-1.29,43.85
2026-04-03 23:00,CCM-OSC-02,151.48,124.15,-0.29,44.97
2026-04-04 00:00,CCM-OSC-02,145.96,127.5,0.06,45.67
2026-04-04 01:00,CCM-OSC-02,156.27,129.82,0.69,44.62
2026-04-04 02:00,CCM-OSC-02,151.19,126.33,1.56,46.55
2026-04-04 03:00,CCM-OSC-02,162.67,123.24,1.04,47.31
2026-04-04 04:00,CCM-OSC-02,167.48,131.88,1.46,47.99
2026-04-04 05:00,CCM-OSC-02,168.71,130.1,0.38,48.65
2026-04-04 06:00,CCM-OSC-02,161.03,137.06,1.81,47.33
2026-04-04 07:00,CCM-OSC-02,161.1,133.96,1.87,48.34
2026-04-04 08:00,CCM-OSC-02,163.01,135.25,2.2,48.65
2026-04-04 09:00,CCM-OSC-02,167.95,136.7,0.86,48.91
2026-04-04 10:00,CCM-OSC-02,156.84,128.34,0.53,45.51
2026-04-04 11:00,CCM-OSC-02,146.66,121.11,0.89,45.52
2026-04-04 12:00,CCM-OSC-02,147.76,118.28,-0.16,44.41
2026-04-04 13:00,CCM-OSC-02,138.03,123.21,-0.74,43.46
2026-04-04 14:00,CCM-OSC-02,138.67,125.11,-0.21,42.61
2026-04-04 15:00,CCM-OSC-02,145.31,116.05,-0.63,43.49
2026-04-04 16:00,CCM-OSC-02,142.33,113.59,-1.18,42.35
2026-04-04 17:00,CCM-OSC-02,137.48,114.49,-1.46,43.94
2026-04-04 18:00,CCM-OSC-02,132.64,115.98,-2.24,42.94
2026-04-04 19:00,CCM-OSC-02,136.68,123.71,-1.69,41.85
2026-04-04 20:00,CCM-OSC-02,148.02,119.4,-1.86,42.7
2026-04-04 21:00,CCM-OSC-02,145.96,112.35,-1.68,42.75
2026-04-04 22:00,CCM-OSC-02,135.43,120.69,-1.32,44.24
2026-04-04 23:00,CCM-OSC-02,142.81,130.29,0.14,44.01
2026-04-05 00:00,CCM-OSC-02,152.58,129.97,-0.42,45.77
2026-04-05 01:00,CCM-OSC-02,142.14,124.38,-0.02,45.33
2026-04-05 02:00,CCM-OSC-02,161.07,130.04,0.67,45.74
2026-04-05 03:00,CCM-OSC-02,163.77,132.37,1.29,45.84
2026-04-05 04:00,CCM-OSC-02,158.18,137.31,0.7,48.15
2026-04-05 05:00,CCM-OSC-02,171.05,134.46,1.45,45.87
2026-04-05 06:00,CCM-OSC-02,160.7,133.17,0.62,47.43
2026-04-05 07:00,CCM-OSC-02,168.75,135.21,1.42,47.24
2026-04-05 08:00,CCM-OSC-02,165.37,137.22,1.01,46.57
2026-04-05 09:00,CCM-OSC-02,160.66,126.69,1.02,45.86
2026-04-05 10:00,CCM-OSC-02,161.59,129.55,0.03,47.1
2026-04-05 11:00,CCM-OSC-02,166.97,129.54,1.04,46.52
2026-04-05 12:00,CCM-OSC-02,150.91,127.0,-0.96,45.37
2026-04-05 13:00,CCM-OSC-02,148.65,126.61,-0.43,45.13
2026-04-05 14:00,CCM-OSC-02,148.39,119.43,-1.0,44.05
2026-04-05 15:00,CCM-OSC-02,134.53,121.15,-0.65,42.39
2026-04-05 16:00,CCM-OSC-02,119.76,107.02,-2.21,43.71
2026-04-05 17:00,CCM-OSC-02,133.32,114.25,-0.79,42.96
2026-04-05 18:00,CCM-OSC-02,145.86,115.58,-1.71,42.76
2026-04-05 19:00,CCM-OSC-02,115.77,114.86,-1.65,43.52
2026-04-05 20:00,CCM-OSC-02,120.6,121.3,-0.23,42.49
2026-04-05 21:00,CCM-OSC-02,132.26,123.3,-0.44,43.82
2026-04-05 22:00,CCM-OSC-02,142.68,117.24,-0.14,45.16
2026-04-05 23:00,CCM-OSC-02,131.99,125.69,-0.54,44.41
2026-04-06 00:00,CCM-OSC-02,164.26,122.09,0.7,47.22
2026-04-06 01:00,CCM-OSC-02,155.98,125.6,1.19,45.23
2026-04-06 02:00,CCM-OSC-02,160.66,126.39,1.23,45.82
2026-04-06 03:00,CCM-OSC-02,160.71,128.24,0.22,47.95
2026-04-06 04:00,CCM-OSC-02,167.46,131.48,0.62,45.68
2026-04-06 05:00,CCM-OSC-02,166.79,133.96,0.41,47.22
2026-04-06 06:00,CCM-OSC-02,154.86,133.04,1.98,47.63
2026-04-06 07:00,CCM-OSC-02,166.3,135.49,1.41,45.41
2026-04-06 08:00,CCM-OSC-02,165.64,129.06,1.62,48.02
2026-04-06 09:00,CCM-OSC-02,171.97,132.33,0.28,47.06
2026-04-06 10:00,CCM-OSC-02,153.5,127.67,0.44,46.06
2026-04-06 11:00,CCM-OSC-02,161.72,129.9,-1.05,45.65
2026-04-06 12:00,CCM-OSC-02,145.59,121.35,-0.2,44.95
2026-04-06 13:00,CCM-OSC-02,140.32,123.61,-0.98,43.59
2026-04-06 14:00,CCM-OSC-02,134.12,122.52,-1.01,44.16
2026-04-06 15:00,CCM-OSC-02,127.28,119.73,-1.41,43.06
2026-04-06 16:00,CCM-OSC-02,121.68,117.74,-1.33,42.73
2026-04-06 17:00,CCM-OSC-02,129.19,117.54,-1.02,43.8
2026-04-06 18:00,CCM-OSC-02,138.59,114.85,-1.52,41.71
2026-04-06 19:00,CCM-OSC-02,123.39,112.43,-0.3,43.39
2026-04-06 20:00,CCM-OSC-02,140.31,116.49,-1.31,41.43
2026-04-06 21:00,CCM-OSC-02,144.2,117.52,-0.74,41.99
2026-04-06 22:00,CCM-OSC-02,148.67,122.96,-0.75,43.43
2026-04-06 23:00,CCM-OSC-02,140.26,117.34,-1.29,44.47
2026-04-07 00:00,CCM-OSC-02,144.44,125.18,0.64,44.91
2026-04-07 01:00,CCM-OSC-02,149.9,132.16,-0.06,44.98
2026-04-07 02:00,CCM-OSC-02,152.99,131.17,0.21,44.95
2026-04-07 03:00,CCM-OSC-02,157.91,133.27,1.21,46.87
2026-04-07 04:00,CCM-OSC-02,183.97,131.85,1.11,46.34
2026-04-07 05:00,CCM-OSC-02,169.67,136.61,1.45,48.79
2026-04-07 06:00,CCM-OSC-02,163.06,129.65,1.13,47.87
2026-04-07 07:00,CCM-OSC-02,169.71,140.78,0.59,46.03
2026-04-07 08:00,CCM-OSC-02,163.08,132.82,-0.14,48.47
2026-04-07 09:00,CCM-OSC-02,156.72,135.2,1.08,47.46
2026-04-07 10:00,CCM-OSC-02,157.04,128.46,0.78,47.91
2026-04-07 11:00,CCM-OSC-02,157.65,123.22,0.18,45.07
2026-04-07 12:00,CCM-OSC-02,151.01,126.66,-0.16,46.07
2026-04-07 13:00,CCM-OSC-02,147.62,122.37,0.18,44.37
2026-04-07 14:00,CCM-OSC-02,139.85,118.51,-0.39,43.46
2026-04-07 15:00,CCM-OSC-02,133.81,118.01,-1.6,45.21
2026-04-07 16:00,CCM-OSC-02,137.17,112.03,-0.93,43.84
2026-04-07 17:00,CCM-OSC-02,133.64,116.8,-2.11,41.8
2026-04-07 18:00,CCM-OSC-02,135.98,121.52,-0.63,43.81
2026-04-07 19:00,CCM-OSC-02,133.68,115.59,-1.59,43.16
2026-04-07 20:00,CCM-OSC-02,133.44,121.99,0.09,43.06
2026-04-07 21:00,CCM-OSC-02,119.63,118.94,-0.86,44.12
2026-04-07 22:00,CCM-OSC-02,141.88,126.66,-1.25,45.0
2026-04-07 23:00,CCM-OSC-02,144.54,121.59,-1.1,44.29
2026-04-08 00:00,CCM-OSC-02,153.19,130.34,-0.25,44.8
2026-04-08 01:00,CCM-OSC-02,154.3,129.05,-0.65,46.39
2026-04-08 02:00,CCM-OSC-02,157.12,133.91,0.38,46.52
2026-04-08 03:00,CCM-OSC-02,160.09,134.82,0.73,46.48
2026-04-08 04:00,CCM-OSC-02,162.85,131.9,1.93,46.06
2026-04-08 05:00,CCM-OSC-02,169.44,138.69,0.04,47.07
2026-04-08 06:00,CCM-OSC-02,178.95,135.06,1.22,47.52
2026-04-08 07:00,CCM-OSC-02,163.88,129.42,0.44,47.05
2026-04-08 08:00,CCM-OSC-02,174.33,132.26,0.16,46.4
2026-04-08 09:00,CCM-OSC-02,150.46,131.63,1.39,46.38
2026-04-08 10:00,CCM-OSC-02,161.32,129.7,0.1,44.41
2026-04-08 11:00,CCM-OSC-02,153.19,129.31,0.28,46.4
2026-04-08 12:00,CCM-OSC-02,166.76,127.4,-0.25,44.52
2026-04-08 13:00,CCM-OSC-02,146.38,123.31,-0.21,45.35
2026-04-08 14:00,CCM-OSC-02,138.12,118.38,0.03,44.04
2026-04-08 15:00,CCM-OSC-02,144.01,118.79,-0.75,41.63
2026-04-08 16:00,CCM-OSC-02,135.77,118.04,-1.38,42.46
2026-04-08 17:00,CCM-OSC-02,130.09,112.62,-0.76,43.46
2026-04-08 18:00,CCM-OSC-02,132.96,119.07,-0.71,42.7
2026-04-08 19:00,CCM-OSC-02,130.3,120.69,-1.54,42.37
2026-04-08 20:00,CCM-OSC-02,140.9,118.24,-0.62,42.78
2026-04-08 21:00,CCM-OSC-02,140.69,112.82,-0.49,44.09
2026-04-08 22:00,CCM-OSC-02,132.04,126.33,-1.38,43.31
2026-04-08 23:00,CCM-OSC-02,119.06,121.2,0.72,45.8
2026-04-09 00:00,CCM-OSC-02,148.33,129.35,-0.13,44.2
2026-04-09 01:00,CCM-OSC-02,151.5,125.02,0.55,45.23
2026-04-09 02:00,CCM-OSC-02,162.89,133.2,1.0,46.11
2026-04-09 03:00,CCM-OSC-02,162.74,130.77,-0.18,48.16
2026-04-09 04:00,CCM-OSC-02,174.15,135.58,1.51,45.87
2026-04-09 05:00,CCM-OSC-02,163.09,133.63,0.61,48.82
2026-04-09 06:00,CCM-OSC-02,155.42,132.0,2.38,46.16
2026-04-09 07:00,CCM-OSC-02,156.52,136.87,1.55,47.0
2026-04-09 08:00,CCM-OSC-02,167.79,132.79,0.64,45.58
2026-04-09 09:00,CCM-OSC-02,167.87,135.34,0.44,43.81
2026-04-09 10:00,CCM-OSC-02,160.41,127.95,0.57,45.94
2026-04-09 11:00,CCM-OSC-02,145.35,130.72,1.49,45.99
2026-04-09 12:00,CCM-OSC-02,141.81,127.98,-0.09,43.99
2026-04-09 13:00,CCM-OSC-02,148.32,125.82,-0.37,44.98
2026-04-09 14:00,CCM-OSC-02,143.41,120.75,-0.33,45.4
2026-04-09 15:00,CCM-OSC-02,139.32,119.2,-1.22,42.79
2026-04-09 16:00,CCM-OSC-02,136.91,121.95,-1.11,39.68
2026-04-09 17:00,CCM-OSC-02,139.52,116.63,-1.77,43.07
2026-04-09 18:00,CCM-OSC-02,129.44,117.51,-1.7,42.06
2026-04-09 19:00,CCM-OSC-02,144.47,122.12,-1.02,43.3
2026-04-09 20:00,CCM-OSC-02,142.59,117.4,-0.91,41.07
2026-04-09 21:00,CCM-OSC-02,136.43,117.64,-0.47,42.24
2026-04-09 22:00,CCM-OSC-02,156.35,122.42,-0.8,44.68
2026-04-09 23:00,CCM-OSC-02,153.0,123.15,0.41,43.67
2026-04-10 00:00,CCM-OSC-02,140.93,125.7,0.48,45.49
2026-04-10 01:00,CCM-OSC-02,148.9,127.68,0.74,46.77
2026-04-10 02:00,CCM-OSC-02,158.29,138.0,0.72,46.38
2026-04-10 03:00,CCM-OSC-02,155.66,126.18,1.73,44.8
2026-04-10 04:00,CCM-OSC-02,158.44,127.02,0.32,46.09
2026-04-10 05:00,CCM-OSC-02,169.3,133.53,0.86,47.34
2026-04-10 06:00,CCM-OSC-02,163.53,132.91,1.87,48.59
2026-04-10 07:00,CCM-OSC-02,166.35,131.53,0.69,47.48
2026-04-10 08:00,CCM-OSC-02,173.52,129.52,0.84,46.95
2026-04-10 09:00,CCM-OSC-02,169.87,135.07,1.14,45.16
2026-04-10 10:00,CCM-OSC-02,145.98,132.83,0.74,46.32
2026-04-10 11:00,CCM-OSC-02,163.49,121.12,0.19,44.74
2026-04-10 12:00,CCM-OSC-02,151.82,126.49,0.07,45.8
2026-04-10 13:00,CCM-OSC-02,150.87,118.0,-0.51,43.36
2026-04-10 14:00,CCM-OSC-02,135.37,122.54,-0.79,43.5
2026-04-10 15:00,CCM-OSC-02,124.21,118.79,-0.16,44.96
2026-04-10 16:00,CCM-OSC-02,130.93,119.13,-0.55,42.36
2026-04-10 17:00,CCM-OSC-02,126.8,112.9,-1.6,42.7
2026-04-10 18:00,CCM-OSC-02,117.96,117.75,-1.75,42.76
2026-04-10 19:00,CCM-OSC-02,127.79,119.08,-2.05,44.22
2026-04-10 20:00,CCM-OSC-02,140.9,108.91,-1.16,42.15
2026-04-10 21:00,CCM-OSC-02,136.67,117.25,-0.15,42.38
2026-04-10 22:00,CCM-OSC-02,145.01,112.11,-0.33,43.38
2026-04-10 23:00,CCM-OSC-02,144.23,124.57,0.9,46.39
2026-04-11 00:00,CCM-OSC-02,149.76,128.26,-0.3,43.06
2026-04-11 01:00,CCM-OSC-02,149.35,139.32,0.23,45.15
2026-04-11 02:00,CCM-OSC-02,157.67,130.84,1.27,46.38
2026-04-11 03:00,CCM-OSC-02,168.41,139.04,1.04,46.86
2026-04-11 04:00,CCM-OSC-02,166.93,131.23,0.61,46.3
2026-04-11 05:00,CCM-OSC-02,164.45,134.1,1.03,48.69
2026-04-11 06:00,CCM-OSC-02,162.93,138.4,0.9,47.34
2026-04-11 07:00,CCM-OSC-02,162.86,134.69,0.4,47.86
2026-04-11 08:00,CCM-OSC-02,172.71,133.46,0.26,46.75
2026-04-11 09:00,CCM-OSC-02,169.73,133.56,0.75,46.77
2026-04-11 10:00,CCM-OSC-02,163.88,127.56,-0.06,44.14
2026-04-11 11:00,CCM-OSC-02,160.11,127.25,0.56,45.53
2026-04-11 12:00,CCM-OSC-02,166.29,119.88,0.78,45.37
2026-04-11 13:00,CCM-OSC-02,140.87,120.89,-0.04,44.24
2026-04-11 14:00,CCM-OSC-02,145.54,115.91,-1.24,43.25
2026-04-11 15:00,CCM-OSC-02,142.19,118.85,-0.81,42.69
2026-04-11 16:00,CCM-OSC-02,135.45,110.77,-1.78,44.53
2026-04-11 17:00,CCM-OSC-02,127.09,120.33,-0.8,42.09
2026-04-11 18:00,CCM-OSC-02,134.95,108.61,-0.55,43.16
2026-04-11 19:00,CCM-OSC-02,138.44,118.79,-1.6,44.2
2026-04-11 20:00,CCM-OSC-02,133.29,118.16,-1.31,42.7
2026-04-11 21:00,CCM-OSC-02,137.46,118.83,-0.78,43.45
2026-04-11 22:00,CCM-OSC-02,141.33,126.01,-0.52,44.39
2026-04-11 23:00,CCM-OSC-02,150.67,123.97,0.44,44.11
2026-04-12 00:00,CCM-OSC-02,144.33,122.26,0.11,45.32
2026-04-12 01:00,CCM-OSC-02,152.15,127.93,1.07,43.1
2026-04-12 02:00,CCM-OSC-02,160.59,130.24,1.28,44.76
2026-04-12 03:00,CCM-OSC-02,168.11,129.03,0.57,46.77
2026-04-12 04:00,CCM-OSC-02,171.26,135.29,0.78,47.25
2026-04-12 05:00,CCM-OSC-02,160.7,136.56,1.24,46.65
2026-04-12 06:00,CCM-OSC-02,172.07,134.36,0.95,48.68
2026-04-12 07:00,CCM-OSC-02,160.68,135.79,1.84,48.19
2026-04-12 08:00,CCM-OSC-02,167.88,134.5,1.64,45.84
2026-04-12 09:00,CCM-OSC-02,177.06,129.8,1.02,47.38
2026-04-12 10:00,CCM-OSC-02,156.98,126.06,0.54,45.75
2026-04-12 11:00,CCM-OSC-02,140.47,121.84,1.12,44.8
2026-04-12 12:00,CCM-OSC-02,152.79,124.76,0.06,45.8
2026-04-12 13:00,CCM-OSC-02,146.23,122.28,-0.47,44.62
2026-04-12 14:00,CCM-OSC-02,148.15,119.43,-0.42,44.1
2026-04-12 15:00,CCM-OSC-02,126.38,127.29,-0.98,44.49
2026-04-12 16:00,CCM-OSC-02,134.47,121.26,-1.02,43.49
2026-04-12 17:00,CCM-OSC-02,134.49,116.09,-1.28,43.05
2026-04-12 18:00,CCM-OSC-02,135.66,121.33,-1.48,43.0
2026-04-12 19:00,CCM-OSC-02,127.14,108.45,-0.87,42.15
2026-04-12 20:00,CCM-OSC-02,139.32,115.07,-1.83,42.82
2026-04-12 21:00,CCM-OSC-02,131.47,119.85,-1.07,43.64
2026-04-12 22:00,CCM-OSC-02,146.51,119.93,-0.67,42.57
2026-04-12 23:00,CCM-OSC-02,128.13,119.39,0.44,43.35
2026-04-13 00:00,CCM-OSC-02,153.96,126.23,0.46,44.99
2026-04-13 01:00,CCM-OSC-02,145.01,126.63,0.37,45.6
2026-04-13 02:00,CCM-OSC-02,159.53,128.43,0.61,45.89
2026-04-13 03:00,CCM-OSC-02,168.38,127.81,1.6,46.36
2026-04-13 04:00,CCM-OSC-02,157.6,141.5,1.09,48.22
2026-04-13 05:00,CCM-OSC-02,163.94,134.02,1.95,46.63
2026-04-13 06:00,CCM-OSC-02,166.8,127.94,1.06,46.57
2026-04-13 07:00,CCM-OSC-02,169.51,137.86,0.92,48.42
2026-04-13 08:00,CCM-OSC-02,167.26,133.54,1.37,47.5
2026-04-13 09:00,CCM-OSC-02,160.03,126.54,0.98,46.15
2026-04-13 10:00,CCM-OSC-02,152.04,126.3,0.91,47.17
2026-04-13 11:00,CCM-OSC-02,160.83,133.01,0.48,43.47
2026-04-13 12:00,CCM-OSC-02,141.8,124.15,0.12,42.94
2026-04-13 13:00,CCM-OSC-02,138.85,126.35,-0.29,44.2
2026-04-13 14:00,CCM-OSC-02,149.66,122.1,-1.04,43.94
2026-04-13 15:00,CCM-OSC-02,136.3,118.96,-0.92,43.63
2026-04-13 16:00,CCM-OSC-02,135.37,121.53,-0.79,42.75
2026-04-13 17:00,CCM-OSC-02,140.2,111.44,-1.3,44.23
2026-04-13 18:00,CCM-OSC-02,137.09,115.16,-1.32,42.77
2026-04-13 19:00,CCM-OSC-02,127.29,115.68,-1.19,41.83
2026-04-13 20:00,CCM-OSC-02,138.01,112.48,-0.72,41.2
2026-04-13 21:00,CCM-OSC-02,132.26,121.05,-0.56,44.06
2026-04-13 22:00,CCM-OSC-02,137.44,120.1,-1.12,42.82
2026-04-13 23:00,CCM-OSC-02,138.69,120.72,-0.51,43.23
2026-04-14 00:00,CCM-OSC-02,146.89,122.64,0.23,43.25
2026-04-14 01:00,CCM-OSC-02,145.28,129.82,0.66,43.78
2026-04-14 02:00,CCM-OSC-02,153.53,125.04,0.96,45.19
2026-04-14 03:00,CCM-OSC-02,149.3,131.01,0.68,47.26
2026-04-14 04:00,CCM-OSC-02,157.43,129.87,0.86,48.28
2026-04-14 05:00,CCM-OSC-02,168.76,131.48,0.94,46.77
2026-04-14 06:00,CCM-OSC-02,173.13,133.23,1.78,45.67
2026-04-14 07:00,CCM-OSC-02,163.4,133.89,1.16,46.5
2026-04-14 08:00,CCM-OSC-02,173.83,134.99,0.61,46.23
2026-04-14 09:00,CCM-OSC-02,170.99,134.78,0.54,47.28
2026-04-14 10:00,CCM-OSC-02,154.85,130.07,1.14,46.96
2026-04-14 11:00,CCM-OSC-02,168.48,127.15,1.15,46.11
2026-04-14 12:00,CCM-OSC-02,152.23,121.36,-0.21,43.79
2026-04-14 13:00,CCM-OSC-02,148.41,122.43,-0.73,43.82
2026-04-14 14:00,CCM-OSC-02,137.42,120.97,-1.25,43.66
2026-04-14 15:00,CCM-OSC-02,134.16,114.97,-1.31,41.18
2026-04-14 16:00,CCM-OSC-02,138.46,120.74,-0.41,44.05
2026-04-14 17:00,CCM-OSC-02,136.21,114.29,-1.74,44.66
2026-04-14 18:00,CCM-OSC-02,148.31,115.07,-0.79,41.49
2026-04-14 19:00,CCM-OSC-02,130.21,118.04,-1.7,41.46
2026-04-14 20:00,CCM-OSC-02,128.92,117.85,-0.14,41.69
2026-04-14 21:00,CCM-OSC-02,143.64,111.33,-0.08,42.8
2026-04-14 22:00,CCM-OSC-02,140.97,117.14,-0.2,44.58
2026-04-14 23:00,CCM-OSC-02,147.12,118.88,-0.37,44.63
2026-04-15 00:00,CCM-OSC-02,157.18,130.99,0.06,43.54
2026-04-15 01:00,CCM-OSC-02,155.31,127.9,0.4,45.02
2026-04-15 02:00,CCM-OSC-02,158.34,127.48,0.94,45.94
2026-04-15 03:00,CCM-OSC-02,166.55,128.56,1.15,47.27
2026-04-15 04:00,CCM-OSC-02,166.4,127.77,0.28,44.7
2026-04-15 05:00,CCM-OSC-02,162.31,131.32,0.5,46.04
2026-04-15 06:00,CCM-OSC-02,181.81,128.57,0.73,46.34
2026-04-15 07:00,CCM-OSC-02,163.04,135.4,0.81,48.3
2026-04-15 08:00,CCM-OSC-02,160.17,133.12,1.15,45.83
2026-04-15 09:00,CCM-OSC-02,164.64,126.79,0.58,45.73
2026-04-15 10:00,CCM-OSC-02,152.7,129.04,0.89,46.0
2026-04-15 11:00,CCM-OSC-02,156.5,129.05,-0.49,46.31
2026-04-15 12:00,CCM-OSC-02,154.09,129.5,0.11,44.21
2026-04-15 13:00,CCM-OSC-02,139.76,121.6,-0.48,45.11
2026-04-15 14:00,CCM-OSC-02,142.32,121.44,-1.0,46.39
2026-04-15 15:00,CCM-OSC-02,136.43,115.02,-0.5,44.81
2026-04-15 16:00,CCM-OSC-02,135.82,115.8,-1.67,41.97
2026-04-15 17:00,CCM-OSC-02,139.68,113.47,-1.57,42.83
2026-04-15 18:00,CCM-OSC-02,123.16,121.47,-1.24,42.74
2026-04-15 19:00,CCM-OSC-02,125.26,112.28,-1.11,42.84
2026-04-15 20:00,CCM-OSC-02,129.56,114.73,-1.85,41.59
2026-04-15 21:00,CCM-OSC-02,124.58,127.35,-0.48,42.43
2026-04-15 22:00,CCM-OSC-02,137.87,121.42,-0.09,42.79
2026-04-15 23:00,CCM-OSC-02,155.51,127.41,0.39,45.81
2026-04-16 00:00,CCM-OSC-02,146.38,120.37,0.21,44.32
2026-04-16 01:00,CCM-OSC-02,148.17,126.06,-0.6,45.68
2026-04-16 02:00,CCM-OSC-02,168.29,130.95,0.74,47.22
2026-04-16 03:00,CCM-OSC-02,170.49,130.03,0.8,46.48
2026-04-16 04:00,CCM-OSC-02,158.84,135.33,1.44,45.83
2026-04-16 05:00,CCM-OSC-02,162.76,137.03,1.29,47.31
2026-04-16 06:00,CCM-OSC-02,169.26,139.64,0.63,47.25
2026-04-16 07:00,CCM-OSC-02,163.84,136.16,1.44,48.52
2026-04-16 08:00,CCM-OSC-02,153.98,133.68,0.56,47.53
2026-04-16 09:00,CCM-OSC-02,164.21,130.4,0.89,47.6
2026-04-16 10:00,CCM-OSC-02,165.52,129.38,-0.2,45.58
