timestamp,asset_id,hoist_motor_current,rope_tension,brake_temperature,lance_cooling_flow
2026-04-02 13:00,BOF-LH-01,115.73,48.93,49.78,153.86
2026-04-02 14:00,BOF-LH-01,101.84,43.42,46.69,162.56
2026-04-02 15:00,BOF-LH-01,131.91,45.45,48.01,155.93
2026-04-02 16:00,BOF-LH-01,116.27,43.67,47.41,153.73
2026-04-02 17:00,BOF-LH-01,117.08,44.87,45.91,152.48
2026-04-02 18:00,BOF-LH-01,105.26,47.93,46.86,153.59
2026-04-02 19:00,BOF-LH-01,115.59,41.34,45.4,147.83
2026-04-02 20:00,BOF-LH-01,115.53,46.71,45.98,152.96
2026-04-02 21:00,BOF-LH-01,120.77,46.34,47.99,158.83
2026-04-02 22:00,BOF-LH-01,109.41,46.52,48.66,154.2
2026-04-02 23:00,BOF-LH-01,126.16,43.54,53.99,161.47
2026-04-03 00:00,BOF-LH-01,128.6,51.94,49.79,156.73
2026-04-03 01:00,BOF-LH-01,139.92,47.22,55.05,159.96
2026-04-03 02:00,BOF-LH-01,141.63,59.09,56.82,164.21
2026-04-03 03:00,BOF-LH-01,136.2,55.11,56.55,164.79
2026-04-03 04:00,BOF-LH-01,146.27,57.73,55.0,170.21
2026-04-03 05:00,BOF-LH-01,143.49,68.36,57.63,169.39
2026-04-03 06:00,BOF-LH-01,136.2,51.83,60.41,169.49
2026-04-03 07:00,BOF-LH-01,159.25,57.81,57.41,168.5
2026-04-03 08:00,BOF-LH-01,143.83,51.21,55.22,169.36
2026-04-03 09:00,BOF-LH-01,142.39,57.87,57.45,169.05
2026-04-03 10:00,BOF-LH-01,140.95,54.52,56.3,161.14
2026-04-03 11:00,BOF-LH-01,129.04,48.82,49.7,159.54
2026-04-03 12:00,BOF-LH-01,135.19,45.65,54.54,154.05
2026-04-03 13:00,BOF-LH-01,131.02,49.67,50.35,159.17
2026-04-03 14:00,BOF-LH-01,113.01,48.26,49.66,150.48
2026-04-03 15:00,BOF-LH-01,106.01,45.39,50.29,149.3
2026-04-03 16:00,BOF-LH-01,114.44,45.21,48.38,152.03
2026-04-03 17:00,BOF-LH-01,106.67,43.53,45.79,145.56
2026-04-03 18:00,BOF-LH-01,113.86,45.64,45.01,159.77
2026-04-03 19:00,BOF-LH-01,106.23,42.99,49.68,157.22
2026-04-03 20:00,BOF-LH-01,113.21,44.24,51.46,154.01
2026-04-03 21:00,BOF-LH-01,119.47,45.36,48.87,153.09
2026-04-03 22:00,BOF-LH-01,122.93,44.56,50.27,158.61
2026-04-03 23:00,BOF-LH-01,133.28,50.46,53.71,149.55
2026-04-04 00:00,BOF-LH-01,131.18,53.34,50.16,160.19
2026-04-04 01:00,BOF-LH-01,134.66,52.99,49.43,164.67
2026-04-04 02:00,BOF-LH-01,135.32,51.13,56.2,169.46
2026-04-04 03:00,BOF-LH-01,133.61,54.16,57.89,169.89
2026-04-04 04:00,BOF-LH-01,142.5,61.5,56.68,168.28
2026-04-04 05:00,BOF-LH-01,152.41,62.21,59.43,171.04
2026-04-04 06:00,BOF-LH-01,158.71,56.92,57.51,167.29
2026-04-04 07:00,BOF-LH-01,140.76,58.43,55.47,170.27
2026-04-04 08:00,BOF-LH-01,152.13,62.56,58.01,167.26
2026-04-04 09:00,BOF-LH-01,128.87,55.64,59.63,163.59
2026-04-04 10:00,BOF-LH-01,127.94,53.1,52.21,163.58
2026-04-04 11:00,BOF-LH-01,141.22,50.01,56.57,162.53
2026-04-04 12:00,BOF-LH-01,127.74,49.49,57.79,158.45
2026-04-04 13:00,BOF-LH-01,130.91,53.37,51.59,151.57
2026-04-04 14:00,BOF-LH-01,128.39,43.83,53.05,154.23
2026-04-04 15:00,BOF-LH-01,114.55,39.36,48.6,160.47
2026-04-04 16:00,BOF-LH-01,124.44,47.15,45.46,145.8
2026-04-04 17:00,BOF-LH-01,125.27,44.18,45.36,151.15
2026-04-04 18:00,BOF-LH-01,122.32,41.88,49.93,149.87
2026-04-04 19:00,BOF-LH-01,119.64,39.62,46.87,151.6
2026-04-04 20:00,BOF-LH-01,124.24,42.05,47.88,149.81
2026-04-04 21:00,BOF-LH-01,116.37,38.57,48.8,148.15
2026-04-04 22:00,BOF-LH-01,116.54,46.37,46.88,148.13
2026-04-04 23:00,BOF-LH-01,122.97,49.23,51.66,166.52
2026-04-05 00:00,BOF-LH-01,127.63,52.67,53.85,157.77
2026-04-05 01:00,BOF-LH-01,123.6,46.76,54.98,161.55
2026-04-05 02:00,BOF-LH-01,136.85,54.28,51.3,163.73
2026-04-05 03:00,BOF-LH-01,160.59,54.97,57.07,160.88
2026-04-05 04:00,BOF-LH-01,154.56,57.64,58.54,163.07
2026-04-05 05:00,BOF-LH-01,158.06,60.98,59.02,168.61
2026-04-05 06:00,BOF-LH-01,152.04,60.62,61.79,173.37
2026-04-05 07:00,BOF-LH-01,148.55,55.84,56.96,169.48
2026-04-05 08:00,BOF-LH-01,141.42,56.16,55.15,165.02
2026-04-05 09:00,BOF-LH-01,131.86,56.05,54.32,168.22
2026-04-05 10:00,BOF-LH-01,133.46,52.69,58.13,160.28
2026-04-05 11:00,BOF-LH-01,125.92,51.56,52.36,164.58
2026-04-05 12:00,BOF-LH-01,131.41,53.35,53.88,162.08
2026-04-05 13:00,BOF-LH-01,133.73,50.97,44.98,156.85
2026-04-05 14:00,BOF-LH-01,115.5,45.23,48.57,157.2
2026-04-05 15:00,BOF-LH-01,115.39,41.98,47.66,144.07
2026-04-05 16:00,BOF-LH-01,119.92,43.09,47.2,154.34
2026-04-05 17:00,BOF-LH-01,103.37,42.31,46.27,147.85
2026-04-05 18:00,BOF-LH-01,115.1,47.6,42.38,148.25
2026-04-05 19:00,BOF-LH-01,112.75,44.03,44.89,152.92
2026-04-05 20:00,BOF-LH-01,111.26,50.61,48.11,147.12
2026-04-05 21:00,BOF-LH-01,115.69,45.14,46.19,154.13
2026-04-05 22:00,BOF-LH-01,115.83,46.77,52.3,159.57
2026-04-05 23:00,BOF-LH-01,127.11,46.35,49.72,157.8
2026-04-06 00:00,BOF-LH-01,129.47,54.0,55.03,162.41
2026-04-06 01:00,BOF-LH-01,125.26,55.69,56.62,162.41
2026-04-06 02:00,BOF-LH-01,142.23,52.05,57.61,158.76
2026-04-06 03:00,BOF-LH-01,138.51,60.46,50.88,169.63
2026-04-06 04:00,BOF-LH-01,135.64,56.95,55.84,163.32
2026-04-06 05:00,BOF-LH-01,146.39,58.23,54.02,166.54
2026-04-06 06:00,BOF-LH-01,156.55,61.88,60.46,164.53
2026-04-06 07:00,BOF-LH-01,143.94,59.23,59.93,172.2
2026-04-06 08:00,BOF-LH-01,155.47,52.24,54.1,171.5
2026-04-06 09:00,BOF-LH-01,140.77,50.19,57.32,165.5
2026-04-06 10:00,BOF-LH-01,133.51,59.27,58.13,167.02
2026-04-06 11:00,BOF-LH-01,132.06,52.05,55.71,163.01
2026-04-06 12:00,BOF-LH-01,132.78,52.08,45.92,151.52
2026-04-06 13:00,BOF-LH-01,118.9,46.44,49.16,156.26
2026-04-06 14:00,BOF-LH-01,118.44,41.35,51.33,157.3
2026-04-06 15:00,BOF-LH-01,114.89,45.77,47.57,155.27
2026-04-06 16:00,BOF-LH-01,113.34,41.52,48.51,150.74
2026-04-06 17:00,BOF-LH-01,110.58,42.16,45.64,160.31
2026-04-06 18:00,BOF-LH-01,111.71,45.92,47.81,146.36
2026-04-06 19:00,BOF-LH-01,103.64,42.39,47.47,151.22
2026-04-06 20:00,BOF-LH-01,109.7,48.61,46.77,149.45
2026-04-06 21:00,BOF-LH-01,120.99,43.77,51.21,154.01
2026-04-06 22:00,BOF-LH-01,121.51,48.35,51.11,154.16
2026-04-06 23:00,BOF-LH-01,127.28,43.61,52.63,162.62
2026-04-07 00:00,BOF-LH-01,127.62,43.26,48.51,170.82
2026-04-07 01:00,BOF-LH-01,130.17,49.61,54.17,157.33
2026-04-07 02:00,BOF-LH-01,146.8,52.66,56.18,172.46
2026-04-07 03:00,BOF-LH-01,137.27,57.46,56.83,164.8
2026-04-07 04:00,BOF-LH-01,148.15,58.96,58.02,162.35
2026-04-07 05:00,BOF-LH-01,156.39,54.97,57.59,174.5
2026-04-07 06:00,BOF-LH-01,146.99,54.2,59.27,162.24
2026-04-07 07:00,BOF-LH-01,143.1,53.32,56.11,168.87
2026-04-07 08:00,BOF-LH-01,148.46,56.02,57.95,169.27
2026-04-07 09:00,BOF-LH-01,131.56,50.15,57.13,163.7
2026-04-07 10:00,BOF-LH-01,148.05,52.44,52.82,170.21
2026-04-07 11:00,BOF-LH-01,133.1,46.41,55.4,166.39
2026-04-07 12:00,BOF-LH-01,139.61,50.89,52.06,149.2
2026-04-07 13:00,BOF-LH-01,139.47,47.66,51.77,157.45
2026-04-07 14:00,BOF-LH-01,117.87,39.6,51.43,152.77
2026-04-07 15:00,BOF-LH-01,106.79,46.27,45.63,153.53
2026-04-07 16:00,BOF-LH-01,112.87,42.3,44.75,149.89
2026-04-07 17:00,BOF-LH-01,115.72,44.11,45.8,150.36
2026-04-07 18:00,BOF-LH-01,116.47,44.55,43.94,150.73
2026-04-07 19:00,BOF-LH-01,117.49,46.88,48.06,146.14
2026-04-07 20:00,BOF-LH-01,109.32,40.95,53.18,154.27
2026-04-07 21:00,BOF-LH-01,117.2,45.55,46.07,155.16
2026-04-07 22:00,BOF-LH-01,119.54,46.27,49.98,152.18
2026-04-07 23:00,BOF-LH-01,120.25,52.41,54.41,151.44
2026-04-08 00:00,BOF-LH-01,141.84,55.7,51.97,162.27
2026-04-08 01:00,BOF-LH-01,128.7,59.06,59.15,169.29
2026-04-08 02:00,BOF-LH-01,146.22,52.75,53.88,159.6
2026-04-08 03:00,BOF-LH-01,149.73,52.83,55.63,159.88
2026-04-08 04:00,BOF-LH-01,133.88,59.2,55.8,174.22
2026-04-08 05:00,BOF-LH-01,147.39,57.68,56.93,169.25
2026-04-08 06:00,BOF-LH-01,155.71,59.91,61.05,174.7
2026-04-08 07:00,BOF-LH-01,147.51,55.69,57.03,171.12
2026-04-08 08:00,BOF-LH-01,139.21,59.79,58.53,170.39
2026-04-08 09:00,BOF-LH-01,167.4,58.94,56.97,168.23
2026-04-08 10:00,BOF-LH-01,141.28,55.41,55.12,166.09
2026-04-08 11:00,BOF-LH-01,133.17,50.98,53.49,161.85
2026-04-08 12:00,BOF-LH-01,134.03,45.77,52.46,164.85
2026-04-08 13:00,BOF-LH-01,125.7,48.54,50.03,161.46
2026-04-08 14:00,BOF-LH-01,123.06,45.47,54.81,159.77
2026-04-08 15:00,BOF-LH-01,119.97,51.65,49.05,157.93
2026-04-08 16:00,BOF-LH-01,121.96,46.02,51.47,147.14
2026-04-08 17:00,BOF-LH-01,114.53,39.08,48.14,145.83
2026-04-08 18:00,BOF-LH-01,113.04,43.01,49.18,147.22
2026-04-08 19:00,BOF-LH-01,120.38,42.61,47.35,147.3
2026-04-08 20:00,BOF-LH-01,116.17,46.03,44.71,153.97
2026-04-08 21:00,BOF-LH-01,123.12,42.1,47.77,146.47
2026-04-08 22:00,BOF-LH-01,131.31,43.86,48.9,158.66
2026-04-08 23:00,BOF-LH-01,132.24,45.65,52.06,160.05
2026-04-09 00:00,BOF-LH-01,123.69,52.62,53.92,169.12
2026-04-09 01:00,BOF-LH-01,140.09,46.27,50.55,156.22
2026-04-09 02:00,BOF-LH-01,130.23,47.71,53.84,163.71
2026-04-09 03:00,BOF-LH-01,140.83,59.79,56.97,162.66
2026-04-09 04:00,BOF-LH-01,155.54,55.95,57.16,168.43
2026-04-09 05:00,BOF-LH-01,137.69,63.45,57.96,172.24
2026-04-09 06:00,BOF-LH-01,150.66,62.03,63.57,166.88
2026-04-09 07:00,BOF-LH-01,148.72,54.15,56.65,164.84
2026-04-09 08:00,BOF-LH-01,142.15,62.02,55.63,167.66
2026-04-09 09:00,BOF-LH-01,156.57,53.21,55.66,165.87
2026-04-09 10:00,BOF-LH-01,143.16,54.0,55.13,162.14
2026-04-09 11:00,BOF-LH-01,130.91,48.24,55.99,163.16
2026-04-09 12:00,BOF-LH-01,129.93,48.47,53.89,161.4
2026-04-09 13:00,BOF-LH-01,130.32,52.49,51.75,160.35
2026-04-09 14:00,BOF-LH-01,118.27,45.35,54.72,152.22
2026-04-09 15:00,BOF-LH-01,117.6,42.81,47.9,151.63
2026-04-09 16:00,BOF-LH-01,99.28,42.69,53.13,146.44
2026-04-09 17:00,BOF-LH-01,108.3,43.7,45.56,147.21
2026-04-09 18:00,BOF-LH-01,116.45,39.94,47.84,150.9
2026-04-09 19:00,BOF-LH-01,120.78,37.87,45.98,151.53
2026-04-09 20:00,BOF-LH-01,130.26,46.37,42.28,151.84
2026-04-09 21:00,BOF-LH-01,123.01,43.72,47.25,150.4
2026-04-09 22:00,BOF-LH-01,113.68,46.89,52.71,153.22
2026-04-09 23:00,BOF-LH-01,136.18,46.91,47.91,154.82
2026-04-10 00:00,BOF-LH-01,128.14,51.49,51.74,155.11
2026-04-10 01:00,BOF-LH-01,137.36,59.26,55.13,168.53
2026-04-10 02:00,BOF-LH-01,135.27,54.36,56.38,159.31
2026-04-10 03:00,BOF-LH-01,152.61,53.1,56.97,171.37
2026-04-10 04:00,BOF-LH-01,138.76,55.69,58.57,167.81
2026-04-10 05:00,BOF-LH-01,149.38,55.77,58.09,171.84
2026-04-10 06:00,BOF-LH-01,142.7,59.07,56.19,181.55
2026-04-10 07:00,BOF-LH-01,148.12,52.96,57.82,168.07
2026-04-10 08:00,BOF-LH-01,145.16,58.1,57.41,176.3
2026-04-10 09:00,BOF-LH-01,146.67,55.54,58.23,169.07
2026-04-10 10:00,BOF-LH-01,144.35,56.52,61.86,164.15
2026-04-10 11:00,BOF-LH-01,141.25,48.97,53.38,161.77
2026-04-10 12:00,BOF-LH-01,139.55,46.46,52.8,164.06
2026-04-10 13:00,BOF-LH-01,118.33,49.79,53.78,158.34
2026-04-10 14:00,BOF-LH-01,113.55,48.32,48.9,152.93
2026-04-10 15:00,BOF-LH-01,108.95,47.94,50.26,156.59
2026-04-10 16:00,BOF-LH-01,111.8,43.37,47.52,151.7
2026-04-10 17:00,BOF-LH-01,116.05,42.4,46.2,152.94
2026-04-10 18:00,BOF-LH-01,114.32,44.6,47.22,136.42
2026-04-10 19:00,BOF-LH-01,113.42,41.49,46.74,148.97
2026-04-10 20:00,BOF-LH-01,107.17,38.8,46.51,148.15
2026-04-10 21:00,BOF-LH-01,118.19,45.27,46.77,152.55
2026-04-10 22:00,BOF-LH-01,114.82,49.37,49.52,156.3
2026-04-10 23:00,BOF-LH-01,106.02,51.31,53.26,157.44
2026-04-11 00:00,BOF-LH-01,133.58,45.62,53.22,162.51
2026-04-11 01:00,BOF-LH-01,129.41,55.94,57.63,162.59
2026-04-11 02:00,BOF-LH-01,139.98,52.94,55.59,163.47
2026-04-11 03:00,BOF-LH-01,138.37,52.96,59.34,166.15
2026-04-11 04:00,BOF-LH-01,156.64,54.13,54.21,178.81
2026-04-11 05:00,BOF-LH-01,153.03,58.25,59.47,171.22
2026-04-11 06:00,BOF-LH-01,141.7,55.27,60.56,166.7
2026-04-11 07:00,BOF-LH-01,143.25,54.86,59.52,169.6
2026-04-11 08:00,BOF-LH-01,141.31,56.41,62.73,168.01
2026-04-11 09:00,BOF-LH-01,138.44,62.22,57.48,171.66
2026-04-11 10:00,BOF-LH-01,143.55,57.98,56.81,157.94
2026-04-11 11:00,BOF-LH-01,139.85,58.05,52.24,160.84
2026-04-11 12:00,BOF-LH-01,116.46,52.45,50.23,155.2
2026-04-11 13:00,BOF-LH-01,134.14,50.55,51.56,154.46
2026-04-11 14:00,BOF-LH-01,103.8,43.51,54.09,157.31
2026-04-11 15:00,BOF-LH-01,120.97,45.08,49.42,150.5
2026-04-11 16:00,BOF-LH-01,108.74,42.38,51.2,156.97
2026-04-11 17:00,BOF-LH-01,102.35,38.18,48.7,152.11
2026-04-11 18:00,BOF-LH-01,113.95,44.21,42.61,145.25
2026-04-11 19:00,BOF-LH-01,108.56,42.86,49.23,151.59
2026-04-11 20:00,BOF-LH-01,122.18,36.11,48.39,154.93
2026-04-11 21:00,BOF-LH-01,115.57,43.26,46.38,167.33
2026-04-11 22:00,BOF-LH-01,127.48,43.02,52.44,153.09
2026-04-11 23:00,BOF-LH-01,127.7,47.76,50.0,156.54
2026-04-12 00:00,BOF-LH-01,129.74,46.95,49.05,154.4
2026-04-12 01:00,BOF-LH-01,127.22,56.46,57.07,163.02
2026-04-12 02:00,BOF-LH-01,134.29,55.11,57.36,167.45
2026-04-12 03:00,BOF-LH-01,144.19,62.82,55.12,171.08
2026-04-12 04:00,BOF-LH-01,138.59,59.05,57.91,168.26
2026-04-12 05:00,BOF-LH-01,146.55,56.31,60.38,168.76
2026-04-12 06:00,BOF-LH-01,138.55,62.33,57.75,169.39
2026-04-12 07:00,BOF-LH-01,142.89,62.17,56.88,167.47
2026-04-12 08:00,BOF-LH-01,140.05,58.45,59.84,162.21
2026-04-12 09:00,BOF-LH-01,146.1,54.62,54.44,172.74
2026-04-12 10:00,BOF-LH-01,136.63,53.59,55.6,153.7
2026-04-12 11:00,BOF-LH-01,132.4,52.75,51.28,162.68
2026-04-12 12:00,BOF-LH-01,135.94,47.04,51.47,161.64
2026-04-12 13:00,BOF-LH-01,126.5,47.64,55.18,149.56
2026-04-12 14:00,BOF-LH-01,110.28,48.67,48.55,154.26
2026-04-12 15:00,BOF-LH-01,111.54,46.69,47.51,156.57
2026-04-12 16:00,BOF-LH-01,107.81,42.04,52.11,150.86
2026-04-12 17:00,BOF-LH-01,116.96,41.63,46.45,150.78
2026-04-12 18:00,BOF-LH-01,114.56,43.71,46.01,147.92
2026-04-12 19:00,BOF-LH-01,107.81,39.05,47.84,154.63
2026-04-12 20:00,BOF-LH-01,122.27,44.66,46.62,155.14
2026-04-12 21:00,BOF-LH-01,125.94,49.51,49.65,157.01
2026-04-12 22:00,BOF-LH-01,125.47,45.91,47.29,156.55
2026-04-12 23:00,BOF-LH-01,114.4,49.78,51.67,152.66
2026-04-13 00:00,BOF-LH-01,122.68,50.61,53.03,154.64
2026-04-13 01:00,BOF-LH-01,134.33,49.76,57.82,165.0
2026-04-13 02:00,BOF-LH-01,151.78,52.4,54.94,160.41
2026-04-13 03:00,BOF-LH-01,140.55,52.78,54.59,170.61
2026-04-13 04:00,BOF-LH-01,136.16,59.58,56.54,169.95
2026-04-13 05:00,BOF-LH-01,142.87,57.85,57.66,168.18
2026-04-13 06:00,BOF-LH-01,144.91,57.19,52.67,169.95
2026-04-13 07:00,BOF-LH-01,143.52,57.86,63.56,166.35
2026-04-13 08:00,BOF-LH-01,139.19,60.49,59.02,164.94
2026-04-13 09:00,BOF-LH-01,122.67,54.45,59.36,162.87
2026-04-13 10:00,BOF-LH-01,137.87,49.23,56.72,157.64
2026-04-13 11:00,BOF-LH-01,127.17,55.81,53.19,161.23
2026-04-13 12:00,BOF-LH-01,131.35,51.08,52.68,159.64
2026-04-13 13:00,BOF-LH-01,115.41,55.34,51.86,157.01
2026-04-13 14:00,BOF-LH-01,127.69,40.58,51.36,149.28
2026-04-13 15:00,BOF-LH-01,117.32,41.81,50.45,152.32
2026-04-13 16:00,BOF-LH-01,126.57,42.27,47.82,149.73
2026-04-13 17:00,BOF-LH-01,107.46,43.88,48.68,151.34
2026-04-13 18:00,BOF-LH-01,113.88,40.73,47.15,150.58
2026-04-13 19:00,BOF-LH-01,110.39,45.89,46.49,156.11
2026-04-13 20:00,BOF-LH-01,106.25,39.45,51.6,145.05
2026-04-13 21:00,BOF-LH-01,111.66,46.65,50.68,152.13
2026-04-13 22:00,BOF-LH-01,113.71,46.32,48.02,154.11
2026-04-13 23:00,BOF-LH-01,138.13,44.72,50.83,160.12
2026-04-14 00:00,BOF-LH-01,130.32,45.38,51.57,166.99
2026-04-14 01:00,BOF-LH-01,130.86,52.38,54.11,166.23
2026-04-14 02:00,BOF-LH-01,138.16,60.06,58.95,163.33
2026-04-14 03:00,BOF-LH-01,143.5,59.25,57.16,165.31
2026-04-14 04:00,BOF-LH-01,136.5,55.36,55.98,171.98
2026-04-14 05:00,BOF-LH-01,130.48,58.25,58.1,178.23
2026-04-14 06:00,BOF-LH-01,138.32,56.29,59.92,173.56
2026-04-14 07:00,BOF-LH-01,149.49,53.92,57.95,176.89
2026-04-14 08:00,BOF-LH-01,160.1,57.82,57.87,166.22
2026-04-14 09:00,BOF-LH-01,134.39,52.4,53.33,165.4
2026-04-14 10:00,BOF-LH-01,153.41,51.49,55.24,169.59
2026-04-14 11:00,BOF-LH-01,132.22,52.98,53.72,168.07
2026-04-14 12:00,BOF-LH-01,131.43,49.44,54.16,164.59
2026-04-14 13:00,BOF-LH-01,130.98,51.11,51.17,161.65
2026-04-14 14:00,BOF-LH-01,132.34,43.17,48.61,161.84
2026-04-14 15:00,BOF-LH-01,120.98,42.18,48.35,150.36
2026-04-14 16:00,BOF-LH-01,116.47,47.97,49.58,146.58
2026-04-14 17:00,BOF-LH-01,108.91,43.21,46.17,151.8
2026-04-14 18:00,BOF-LH-01,117.66,39.78,48.69,151.01
2026-04-14 19:00,BOF-LH-01,110.27,38.88,44.65,146.99
2026-04-14 20:00,BOF-LH-01,117.01,44.43,45.89,145.06
2026-04-14 21:00,BOF-LH-01,115.42,45.9,49.12,155.69
2026-04-14 22:00,BOF-LH-01,130.39,45.63,48.08,155.24
2026-04-14 23:00,BOF-LH-01,127.28,48.55,51.49,162.12
2026-04-15 00:00,BOF-LH-01,139.12,43.03,52.46,157.77
2026-04-15 01:00,BOF-LH-01,135.36,52.08,50.76,159.36
2026-04-15 02:00,BOF-LH-01,130.17,52.91,53.27,165.6
2026-04-15 03:00,BOF-LH-01,152.86,50.57,60.06,168.24
2026-04-15 04:00,BOF-LH-01,148.31,60.59,60.94,166.47
2026-04-15 05:00,BOF-LH-01,141.02,57.89,61.52,174.43
2026-04-15 06:00,BOF-LH-01,153.51,55.68,54.68,160.55
2026-04-15 07:00,BOF-LH-01,134.9,58.25,60.22,166.7
2026-04-15 08:00,BOF-LH-01,143.15,56.88,55.18,170.22
2026-04-15 09:00,BOF-LH-01,133.71,57.37,56.39,171.5
2026-04-15 10:00,BOF-LH-01,131.76,60.0,56.8,163.48
2026-04-15 11:00,BOF-LH-01,133.52,51.45,52.64,162.12
2026-04-15 12:00,BOF-LH-01,129.57,53.09,51.68,158.94
2026-04-15 13:00,BOF-LH-01,121.89,50.35,51.54,162.42
2026-04-15 14:00,BOF-LH-01,126.59,45.24,49.27,156.8
2026-04-15 15:00,BOF-LH-01,126.18,43.52,48.4,151.21
2026-04-15 16:00,BOF-LH-01,105.1,37.73,47.53,153.04
2026-04-15 17:00,BOF-LH-01,107.84,41.9,45.29,143.88
2026-04-15 18:00,BOF-LH-01,115.94,39.45,46.94,152.47
2026-04-15 19:00,BOF-LH-01,105.57,42.18,44.73,158.94
2026-04-15 20:00,BOF-LH-01,126.93,44.42,49.94,152.7
2026-04-15 21:00,BOF-LH-01,110.94,42.24,50.38,152.46
2026-04-15 22:00,BOF-LH-01,128.63,49.37,48.17,152.29
2026-04-15 23:00,BOF-LH-01,132.89,48.7,50.78,158.63
2026-04-16 00:00,BOF-LH-01,129.11,49.15,50.19,162.21
2026-04-16 01:00,BOF-LH-01,131.24,48.89,52.36,165.11
2026-04-16 02:00,BOF-LH-01,159.08,54.9,55.28,168.43
2026-04-16 03:00,BOF-LH-01,142.04,58.14,55.54,167.58
2026-04-16 04:00,BOF-LH-01,146.34,58.01,61.38,166.09
2026-04-16 05:00,BOF-LH-01,144.7,56.46,59.47,173.81
2026-04-16 06:00,BOF-LH-01,146.47,52.53,59.43,166.9
2026-04-16 07:00,BOF-LH-01,142.69,55.26,55.25,169.67
2026-04-16 08:00,BOF-LH-01,142.37,59.6,62.74,170.55
2026-04-16 09:00,BOF-LH-01,139.49,54.87,55.04,163.34
2026-04-16 10:00,BOF-LH-01,141.82,55.1,53.6,160.16
2026-04-16 11:00,BOF-LH-01,135.3,50.7,50.64,162.31
2026-04-16 12:00,BOF-LH-01,119.08,43.64,53.51,164.19
2026-04-16 13:00,BOF-LH-01,132.82,49.4,49.22,155.42
2026-04-16 14:00,BOF-LH-01,121.17,44.86,48.66,156.71
2026-04-16 15:00,BOF-LH-01,107.32,44.56,52.26,156.15
2026-04-16 16:00,BOF-LH-01,121.56,45.06,45.78,145.25
2026-04-16 17:00,BOF-LH-01,116.42,36.94,50.0,154.38
2026-04-16 18:00,BOF-LH-01,118.43,45.21,46.7,149.28
2026-04-16 19:00,BOF-LH-01,122.63,43.92,45.48,152.15
2026-04-16 20:00,BOF-LH-01,115.82,44.97,41.45,156.3
2026-04-16 21:00,BOF-LH-01,116.33,45.48,52.7,145.13
2026-04-16 22:00,BOF-LH-01,121.24,42.94,49.33,150.35
2026-04-16 23:00,BOF-LH-01,119.14,43.2,49.71,165.2
2026-04-17 00:00,BOF-LH-01,143.28,48.02,48.81,161.85
2026-04-17 01:00,BOF-LH-01,125.14,53.49,55.22,161.03
