timestamp,asset_id,hydraulic_pressure,beam_position_error,oil_temperature,cylinder_drift
2026-04-02 11:00,RHF-WBD-04,164.66,0.27,47.59,1.66
2026-04-02 12:00,RHF-WBD-04,165.33,-0.65,44.74,1.45
2026-04-02 13:00,RHF-WBD-04,164.61,-0.29,44.97,1.19
2026-04-02 14:00,RHF-WBD-04,159.21,-1.04,44.6,1.31
2026-04-02 15:00,RHF-WBD-04,151.55,-0.33,46.28,1.11
2026-04-02 16:00,RHF-WBD-04,157.6,-0.99,42.32,1.66
2026-04-02 17:00,RHF-WBD-04,153.04,-0.62,42.87,1.32
2026-04-02 18:00,RHF-WBD-04,156.4,-1.44,42.33,1.19
2026-04-02 19:00,RHF-WBD-04,151.08,-1.82,44.68,1.22
2026-04-02 20:00,RHF-WBD-04,157.37,-1.59,45.27,1.37
2026-04-02 21:00,RHF-WBD-04,156.23,-1.25,44.11,0.97
2026-04-02 22:00,RHF-WBD-04,163.92,-1.59,46.01,1.41
2026-04-02 23:00,RHF-WBD-04,157.71,-1.34,47.01,1.22
2026-04-03 00:00,RHF-WBD-04,165.97,-0.16,46.38,1.45
2026-04-03 01:00,RHF-WBD-04,162.65,0.76,45.42,1.8
2026-04-03 02:00,RHF-WBD-04,165.13,2.41,47.63,1.68
2026-04-03 03:00,RHF-WBD-04,176.84,2.54,49.84,1.91
2026-04-03 04:00,RHF-WBD-04,178.07,3.5,50.3,1.65
2026-04-03 05:00,RHF-WBD-04,175.27,1.0,51.1,2.05
2026-04-03 06:00,RHF-WBD-04,178.27,3.53,47.91,1.81
2026-04-03 07:00,RHF-WBD-04,173.69,1.93,49.12,1.95
2026-04-03 08:00,RHF-WBD-04,173.97,2.23,49.82,1.93
2026-04-03 09:00,RHF-WBD-04,168.04,1.05,48.99,1.82
2026-04-03 10:00,RHF-WBD-04,170.82,1.0,46.92,1.86
2026-04-03 11:00,RHF-WBD-04,160.39,0.01,46.95,1.62
2026-04-03 12:00,RHF-WBD-04,161.33,0.42,47.75,1.68
2026-04-03 13:00,RHF-WBD-04,159.92,0.79,47.43,1.58
2026-04-03 14:00,RHF-WBD-04,157.7,-1.27,46.83,1.58
2026-04-03 15:00,RHF-WBD-04,162.42,-1.34,43.71,1.31
2026-04-03 16:00,RHF-WBD-04,158.64,-2.76,45.12,1.35
2026-04-03 17:00,RHF-WBD-04,150.92,-0.44,43.32,1.1
2026-04-03 18:00,RHF-WBD-04,161.18,-2.93,44.01,1.1
2026-04-03 19:00,RHF-WBD-04,153.32,-1.38,43.64,1.02
2026-04-03 20:00,RHF-WBD-04,149.25,-1.37,43.26,1.41
2026-04-03 21:00,RHF-WBD-04,151.93,-0.84,44.2,1.08
2026-04-03 22:00,RHF-WBD-04,155.51,-1.37,44.46,1.46
2026-04-03 23:00,RHF-WBD-04,170.45,-0.99,45.01,1.47
2026-04-04 00:00,RHF-WBD-04,164.54,-0.69,46.52,1.68
2026-04-04 01:00,RHF-WBD-04,172.02,2.24,47.28,1.38
2026-04-04 02:00,RHF-WBD-04,168.27,2.18,48.63,1.63
2026-04-04 03:00,RHF-WBD-04,172.16,1.79,46.52,1.83
2026-04-04 04:00,RHF-WBD-04,177.88,2.05,48.69,1.91
2026-04-04 05:00,RHF-WBD-04,174.18,1.69,47.15,2.14
2026-04-04 06:00,RHF-WBD-04,181.79,2.79,48.34,1.76
2026-04-04 07:00,RHF-WBD-04,174.89,3.45,49.83,1.62
2026-04-04 08:00,RHF-WBD-04,176.93,-0.6,49.86,1.98
2026-04-04 09:00,RHF-WBD-04,176.15,1.71,50.83,1.66
2026-04-04 10:00,RHF-WBD-04,171.35,0.5,48.59,1.64
2026-04-04 11:00,RHF-WBD-04,162.71,-0.26,46.92,1.43
2026-04-04 12:00,RHF-WBD-04,164.97,-0.26,46.41,1.59
2026-04-04 13:00,RHF-WBD-04,167.71,-0.1,46.76,1.3
2026-04-04 14:00,RHF-WBD-04,162.29,-2.39,45.03,1.25
2026-04-04 15:00,RHF-WBD-04,158.22,-0.83,43.87,1.28
2026-04-04 16:00,RHF-WBD-04,156.25,-1.42,44.3,1.12
2026-04-04 17:00,RHF-WBD-04,156.51,-2.35,43.58,1.25
2026-04-04 18:00,RHF-WBD-04,146.51,-1.87,44.98,1.09
2026-04-04 19:00,RHF-WBD-04,146.93,-1.0,44.29,1.08
2026-04-04 20:00,RHF-WBD-04,150.15,-2.81,43.54,1.25
2026-04-04 21:00,RHF-WBD-04,166.33,-0.85,46.91,1.4
2026-04-04 22:00,RHF-WBD-04,159.34,-0.69,44.73,0.96
2026-04-04 23:00,RHF-WBD-04,162.2,0.84,45.92,1.49
2026-04-05 00:00,RHF-WBD-04,159.96,-0.84,47.05,1.69
2026-04-05 01:00,RHF-WBD-04,165.49,-0.45,49.24,1.35
2026-04-05 02:00,RHF-WBD-04,168.03,2.03,47.5,1.71
2026-04-05 03:00,RHF-WBD-04,166.89,1.27,49.0,1.78
2026-04-05 04:00,RHF-WBD-04,173.51,1.89,48.71,1.71
2026-04-05 05:00,RHF-WBD-04,175.69,2.16,47.52,1.89
2026-04-05 06:00,RHF-WBD-04,169.79,0.3,48.87,1.93
2026-04-05 07:00,RHF-WBD-04,176.84,2.16,49.81,1.78
2026-04-05 08:00,RHF-WBD-04,172.92,2.16,48.81,1.82
2026-04-05 09:00,RHF-WBD-04,166.59,1.2,46.86,1.51
2026-04-05 10:00,RHF-WBD-04,162.47,-0.45,47.91,1.64
2026-04-05 11:00,RHF-WBD-04,170.95,-0.55,45.57,1.64
2026-04-05 12:00,RHF-WBD-04,167.87,-2.25,47.79,1.24
2026-04-05 13:00,RHF-WBD-04,160.91,-0.54,45.66,1.4
2026-04-05 14:00,RHF-WBD-04,153.95,-0.9,45.48,1.26
2026-04-05 15:00,RHF-WBD-04,162.25,-1.48,42.41,1.17
2026-04-05 16:00,RHF-WBD-04,156.64,-1.74,41.75,1.41
2026-04-05 17:00,RHF-WBD-04,153.04,-2.36,44.55,1.15
2026-04-05 18:00,RHF-WBD-04,155.79,-1.26,42.68,1.05
2026-04-05 19:00,RHF-WBD-04,157.22,-1.95,45.08,1.27
2026-04-05 20:00,RHF-WBD-04,145.61,-0.55,43.61,1.02
2026-04-05 21:00,RHF-WBD-04,148.94,-1.98,45.3,1.36
2026-04-05 22:00,RHF-WBD-04,153.53,-0.85,46.06,1.44
2026-04-05 23:00,RHF-WBD-04,161.47,-1.0,47.3,1.47
2026-04-06 00:00,RHF-WBD-04,168.77,0.07,47.34,1.45
2026-04-06 01:00,RHF-WBD-04,159.69,1.18,46.73,1.63
2026-04-06 02:00,RHF-WBD-04,159.73,2.35,49.19,1.32
2026-04-06 03:00,RHF-WBD-04,172.59,1.22,46.82,1.91
2026-04-06 04:00,RHF-WBD-04,174.92,2.73,46.62,1.72
2026-04-06 05:00,RHF-WBD-04,177.47,1.05,47.99,1.93
2026-04-06 06:00,RHF-WBD-04,181.31,2.6,48.98,2.12
2026-04-06 07:00,RHF-WBD-04,174.08,1.77,50.45,1.6
2026-04-06 08:00,RHF-WBD-04,173.44,1.39,48.58,1.84
2026-04-06 09:00,RHF-WBD-04,168.75,-0.26,48.04,1.49
2026-04-06 10:00,RHF-WBD-04,175.68,1.37,47.54,1.65
2026-04-06 11:00,RHF-WBD-04,164.56,1.17,47.77,1.76
2026-04-06 12:00,RHF-WBD-04,164.56,-0.73,48.39,1.62
2026-04-06 13:00,RHF-WBD-04,162.12,0.79,44.97,1.24
2026-04-06 14:00,RHF-WBD-04,160.17,-0.58,44.46,1.31
2026-04-06 15:00,RHF-WBD-04,158.35,-2.52,43.06,1.29
2026-04-06 16:00,RHF-WBD-04,148.19,-1.53,43.59,1.02
2026-04-06 17:00,RHF-WBD-04,146.59,-2.94,42.97,1.2
2026-04-06 18:00,RHF-WBD-04,156.18,-2.57,43.53,1.3
2026-04-06 19:00,RHF-WBD-04,161.12,-2.06,43.43,1.12
2026-04-06 20:00,RHF-WBD-04,157.93,-1.52,43.65,0.89
2026-04-06 21:00,RHF-WBD-04,154.52,-1.19,45.27,1.17
2026-04-06 22:00,RHF-WBD-04,166.78,0.4,45.53,1.47
2026-04-06 23:00,RHF-WBD-04,158.61,-0.53,46.51,1.68
2026-04-07 00:00,RHF-WBD-04,158.78,-0.95,45.33,1.42
2026-04-07 01:00,RHF-WBD-04,159.89,1.62,46.82,1.72
2026-04-07 02:00,RHF-WBD-04,174.01,1.46,47.51,1.85
2026-04-07 03:00,RHF-WBD-04,171.82,0.41,50.32,1.63
2026-04-07 04:00,RHF-WBD-04,177.72,1.0,49.29,1.39
2026-04-07 05:00,RHF-WBD-04,172.34,5.32,48.96,1.54
2026-04-07 06:00,RHF-WBD-04,172.24,1.2,48.74,1.66
2026-04-07 07:00,RHF-WBD-04,170.32,2.4,49.1,1.91
2026-04-07 08:00,RHF-WBD-04,167.51,1.8,50.19,1.6
2026-04-07 09:00,RHF-WBD-04,175.57,2.09,49.81,1.8
2026-04-07 10:00,RHF-WBD-04,168.04,0.39,46.62,1.79
2026-04-07 11:00,RHF-WBD-04,166.78,0.18,47.45,1.65
2026-04-07 12:00,RHF-WBD-04,161.53,0.31,48.07,1.51
2026-04-07 13:00,RHF-WBD-04,165.65,-0.44,45.9,1.63
2026-04-07 14:00,RHF-WBD-04,162.01,-0.49,46.34,1.43
2026-04-07 15:00,RHF-WBD-04,166.69,-1.65,43.43,1.39
2026-04-07 16:00,RHF-WBD-04,158.05,-0.18,43.82,1.27
2026-04-07 17:00,RHF-WBD-04,154.55,-2.37,42.75,1.01
2026-04-07 18:00,RHF-WBD-04,147.07,-1.87,44.09,0.86
2026-04-07 19:00,RHF-WBD-04,157.95,-1.41,43.83,1.07
2026-04-07 20:00,RHF-WBD-04,144.67,-2.49,44.76,1.04
2026-04-07 21:00,RHF-WBD-04,155.58,-2.41,45.79,1.36
2026-04-07 22:00,RHF-WBD-04,155.53,-1.7,46.02,1.51
2026-04-07 23:00,RHF-WBD-04,164.14,-1.14,43.31,1.25
2026-04-08 00:00,RHF-WBD-04,160.85,-0.01,46.48,1.65
2026-04-08 01:00,RHF-WBD-04,164.7,-1.08,45.89,1.8
2026-04-08 02:00,RHF-WBD-04,164.45,1.29,47.21,1.84
2026-04-08 03:00,RHF-WBD-04,178.65,2.94,48.4,1.81
2026-04-08 04:00,RHF-WBD-04,172.26,2.97,48.95,1.74
2026-04-08 05:00,RHF-WBD-04,175.55,1.24,49.26,1.91
2026-04-08 06:00,RHF-WBD-04,182.03,1.96,50.67,2.08
2026-04-08 07:00,RHF-WBD-04,174.73,1.42,49.34,1.93
2026-04-08 08:00,RHF-WBD-04,173.23,1.48,49.15,1.49
2026-04-08 09:00,RHF-WBD-04,183.31,1.34,47.89,1.35
2026-04-08 10:00,RHF-WBD-04,164.48,1.52,48.09,1.76
2026-04-08 11:00,RHF-WBD-04,166.2,1.07,48.32,1.35
2026-04-08 12:00,RHF-WBD-04,155.6,-0.36,48.15,1.49
2026-04-08 13:00,RHF-WBD-04,160.43,-1.18,45.71,1.52
2026-04-08 14:00,RHF-WBD-04,154.43,-0.91,46.08,1.4
2026-04-08 15:00,RHF-WBD-04,156.96,-0.61,43.71,1.35
2026-04-08 16:00,RHF-WBD-04,156.13,-1.68,42.34,1.08
2026-04-08 17:00,RHF-WBD-04,154.52,-1.02,42.8,1.31
2026-04-08 18:00,RHF-WBD-04,148.54,-2.98,43.12,0.9
2026-04-08 19:00,RHF-WBD-04,154.75,-0.86,44.84,1.09
2026-04-08 20:00,RHF-WBD-04,157.18,-1.04,45.42,1.01
2026-04-08 21:00,RHF-WBD-04,153.74,-1.14,45.01,1.25
2026-04-08 22:00,RHF-WBD-04,163.28,-2.16,43.41,1.32
2026-04-08 23:00,RHF-WBD-04,160.15,-0.89,46.49,1.29
2026-04-09 00:00,RHF-WBD-04,166.11,1.34,46.05,1.55
2026-04-09 01:00,RHF-WBD-04,165.43,-0.12,46.36,1.64
2026-04-09 02:00,RHF-WBD-04,164.42,1.23,48.52,1.58
2026-04-09 03:00,RHF-WBD-04,174.93,1.32,46.68,1.67
2026-04-09 04:00,RHF-WBD-04,174.41,0.3,49.82,1.94
2026-04-09 05:00,RHF-WBD-04,176.22,1.54,51.03,1.67
2026-04-09 06:00,RHF-WBD-04,175.65,2.78,50.65,1.93
2026-04-09 07:00,RHF-WBD-04,173.84,1.34,49.25,1.88
2026-04-09 08:00,RHF-WBD-04,174.93,1.25,47.2,1.79
2026-04-09 09:00,RHF-WBD-04,170.24,0.59,46.71,1.87
2026-04-09 10:00,RHF-WBD-04,168.88,1.23,48.12,1.81
2026-04-09 11:00,RHF-WBD-04,172.94,0.65,49.61,1.76
2026-04-09 12:00,RHF-WBD-04,163.57,0.79,48.84,1.57
2026-04-09 13:00,RHF-WBD-04,158.88,-0.63,47.42,1.46
2026-04-09 14:00,RHF-WBD-04,159.51,-0.33,47.48,1.3
2026-04-09 15:00,RHF-WBD-04,153.08,-0.78,45.4,1.26
2026-04-09 16:00,RHF-WBD-04,152.73,-1.49,42.65,1.09
2026-04-09 17:00,RHF-WBD-04,150.1,-2.32,45.15,0.98
2026-04-09 18:00,RHF-WBD-04,154.16,-2.4,42.47,1.18
2026-04-09 19:00,RHF-WBD-04,154.47,-1.65,44.09,1.17
2026-04-09 20:00,RHF-WBD-04,161.29,-1.88,44.79,0.99
2026-04-09 21:00,RHF-WBD-04,156.53,-2.09,44.33,1.11
2026-04-09 22:00,RHF-WBD-04,152.42,0.06,42.97,1.32
2026-04-09 23:00,RHF-WBD-04,165.68,-0.07,43.16,1.36
2026-04-10 00:00,RHF-WBD-04,160.57,-1.05,46.91,1.33
2026-04-10 01:00,RHF-WBD-04,162.4,-0.14,46.02,1.68
2026-04-10 02:00,RHF-WBD-04,172.17,0.16,50.82,1.55
2026-04-10 03:00,RHF-WBD-04,173.92,0.58,50.6,1.81
2026-04-10 04:00,RHF-WBD-04,176.05,2.17,49.05,1.57
2026-04-10 05:00,RHF-WBD-04,171.34,1.26,51.26,1.88
2026-04-10 06:00,RHF-WBD-04,171.36,2.16,49.39,1.84
2026-04-10 07:00,RHF-WBD-04,177.1,1.61,50.64,2.23
2026-04-10 08:00,RHF-WBD-04,169.91,2.28,49.43,2.06
2026-04-10 09:00,RHF-WBD-04,172.12,2.71,48.14,1.96
2026-04-10 10:00,RHF-WBD-04,167.78,0.72,48.6,1.85
2026-04-10 11:00,RHF-WBD-04,170.89,2.42,46.58,1.63
2026-04-10 12:00,RHF-WBD-04,159.03,-0.86,45.34,1.46
2026-04-10 13:00,RHF-WBD-04,158.19,-2.17,47.61,1.44
2026-04-10 14:00,RHF-WBD-04,154.81,-0.79,44.48,1.48
2026-04-10 15:00,RHF-WBD-04,157.36,-0.29,44.97,1.42
2026-04-10 16:00,RHF-WBD-04,150.08,-2.11,43.02,1.16
2026-04-10 17:00,RHF-WBD-04,153.23,-1.08,42.89,1.17
2026-04-10 18:00,RHF-WBD-04,151.67,-3.03,43.23,1.22
2026-04-10 19:00,RHF-WBD-04,161.39,-2.88,42.78,1.05
2026-04-10 20:00,RHF-WBD-04,153.71,-0.9,42.85,1.05
2026-04-10 21:00,RHF-WBD-04,158.15,-1.04,44.46,1.27
2026-04-10 22:00,RHF-WBD-04,162.92,-0.51,42.09,1.38
2026-04-10 23:00,RHF-WBD-04,163.66,-1.25,45.96,1.24
2026-04-11 00:00,RHF-WBD-04,168.52,-0.17,48.07,1.45
2026-04-11 01:00,RHF-WBD-04,164.64,-0.61,48.13,1.44
2026-04-11 02:00,RHF-WBD-04,174.64,-0.9,47.36,1.7
2026-04-11 03:00,RHF-WBD-04,174.87,1.74,48.94,1.68
2026-04-11 04:00,RHF-WBD-04,176.44,1.4,49.1,1.73
2026-04-11 05:00,RHF-WBD-04,179.05,1.54,51.6,1.97
2026-04-11 06:00,RHF-WBD-04,168.48,1.9,48.55,2.05
2026-04-11 07:00,RHF-WBD-04,171.57,2.18,49.38,2.05
2026-04-11 08:00,RHF-WBD-04,172.1,1.89,48.66,1.74
2026-04-11 09:00,RHF-WBD-04,173.79,1.83,48.45,1.61
2026-04-11 10:00,RHF-WBD-04,167.18,-0.56,50.18,1.56
2026-04-11 11:00,RHF-WBD-04,170.0,0.32,45.73,1.85
2026-04-11 12:00,RHF-WBD-04,163.27,-1.35,45.58,1.67
2026-04-11 13:00,RHF-WBD-04,161.34,-0.22,47.07,1.27
2026-04-11 14:00,RHF-WBD-04,150.74,-0.83,46.64,1.4
2026-04-11 15:00,RHF-WBD-04,156.77,-0.75,44.58,1.04
2026-04-11 16:00,RHF-WBD-04,160.66,-2.33,43.79,1.08
2026-04-11 17:00,RHF-WBD-04,153.5,-2.1,43.81,0.81
2026-04-11 18:00,RHF-WBD-04,157.74,-2.01,42.85,1.17
2026-04-11 19:00,RHF-WBD-04,155.27,-1.8,43.57,1.28
2026-04-11 20:00,RHF-WBD-04,155.92,-2.94,45.1,1.17
2026-04-11 21:00,RHF-WBD-04,154.1,-1.19,45.57,1.27
2026-04-11 22:00,RHF-WBD-04,168.37,-1.19,43.84,1.18
2026-04-11 23:00,RHF-WBD-04,155.81,-0.92,46.14,1.27
2026-04-12 00:00,RHF-WBD-04,166.1,-0.68,45.86,1.22
2026-04-12 01:00,RHF-WBD-04,177.4,-0.8,46.37,1.5
2026-04-12 02:00,RHF-WBD-04,169.83,0.08,46.07,1.48
2026-04-12 03:00,RHF-WBD-04,177.43,0.48,50.48,1.63
2026-04-12 04:00,RHF-WBD-04,172.58,1.09,49.45,1.73
2026-04-12 05:00,RHF-WBD-04,166.52,2.42,48.26,1.77
2026-04-12 06:00,RHF-WBD-04,172.67,1.07,49.51,1.74
2026-04-12 07:00,RHF-WBD-04,184.34,2.08,49.59,1.65
2026-04-12 08:00,RHF-WBD-04,174.44,2.75,50.34,1.73
2026-04-12 09:00,RHF-WBD-04,176.21,2.2,49.11,1.63
2026-04-12 10:00,RHF-WBD-04,177.48,1.33,47.29,1.57
2026-04-12 11:00,RHF-WBD-04,169.93,0.11,46.31,1.65
2026-04-12 12:00,RHF-WBD-04,154.14,0.32,45.87,1.71
2026-04-12 13:00,RHF-WBD-04,158.37,-1.0,44.95,1.33
2026-04-12 14:00,RHF-WBD-04,159.01,-0.61,42.17,1.49
2026-04-12 15:00,RHF-WBD-04,157.44,-0.79,44.76,1.17
2026-04-12 16:00,RHF-WBD-04,150.14,-1.67,44.91,1.35
2026-04-12 17:00,RHF-WBD-04,150.6,-0.8,43.11,1.26
2026-04-12 18:00,RHF-WBD-04,148.06,-1.91,44.08,0.95
2026-04-12 19:00,RHF-WBD-04,157.16,-2.06,43.65,1.09
2026-04-12 20:00,RHF-WBD-04,155.25,-1.01,43.82,1.08
2026-04-12 21:00,RHF-WBD-04,157.74,-0.55,42.99,1.31
2026-04-12 22:00,RHF-WBD-04,157.75,-2.17,45.6,1.53
2026-04-12 23:00,RHF-WBD-04,161.25,0.17,46.6,1.64
2026-04-13 00:00,RHF-WBD-04,164.66,-0.93,47.63,1.7
2026-04-13 01:00,RHF-WBD-04,171.97,0.64,47.74,1.69
2026-04-13 02:00,RHF-WBD-04,168.33,0.98,47.99,1.57
2026-04-13 03:00,RHF-WBD-04,176.86,1.74,49.42,1.96
2026-04-13 04:00,RHF-WBD-04,171.01,2.17,49.32,1.95
2026-04-13 05:00,RHF-WBD-04,169.79,2.25,51.56,2.08
2026-04-13 06:00,RHF-WBD-04,179.73,2.2,50.62,1.85
2026-04-13 07:00,RHF-WBD-04,177.34,1.25,48.53,2.0
2026-04-13 08:00,RHF-WBD-04,178.52,-0.05,50.59,1.51
2026-04-13 09:00,RHF-WBD-04,179.22,0.46,48.25,1.72
2026-04-13 10:00,RHF-WBD-04,178.2,-0.65,48.4,1.65
2026-04-13 11:00,RHF-WBD-04,162.87,-0.59,47.82,1.7
2026-04-13 12:00,RHF-WBD-04,164.64,0.33,46.16,1.53
2026-04-13 13:00,RHF-WBD-04,159.47,-1.6,44.7,1.56
2026-04-13 14:00,RHF-WBD-04,154.93,-0.79,44.85,1.59
2026-04-13 15:00,RHF-WBD-04,156.99,-2.26,44.36,1.37
2026-04-13 16:00,RHF-WBD-04,159.36,-2.5,43.57,1.19
2026-04-13 17:00,RHF-WBD-04,158.25,-1.82,44.77,1.11
2026-04-13 18:00,RHF-WBD-04,159.93,-1.97,44.44,1.16
2026-04-13 19:00,RHF-WBD-04,157.0,-2.21,44.25,1.06
2026-04-13 20:00,RHF-WBD-04,155.43,-0.54,43.31,0.91
2026-04-13 21:00,RHF-WBD-04,156.74,-0.36,44.84,1.05
2026-04-13 22:00,RHF-WBD-04,160.32,-1.49,45.24,1.5
2026-04-13 23:00,RHF-WBD-04,160.99,-0.39,45.23,1.32
2026-04-14 00:00,RHF-WBD-04,167.95,-0.02,46.26,1.38
2026-04-14 01:00,RHF-WBD-04,162.62,0.9,47.62,1.58
2026-04-14 02:00,RHF-WBD-04,178.4,2.31,49.29,1.47
2026-04-14 03:00,RHF-WBD-04,180.53,1.13,51.0,1.76
2026-04-14 04:00,RHF-WBD-04,172.72,1.95,46.01,1.68
2026-04-14 05:00,RHF-WBD-04,174.84,1.88,49.14,1.89
2026-04-14 06:00,RHF-WBD-04,177.19,2.68,49.81,1.57
2026-04-14 07:00,RHF-WBD-04,180.58,1.31,49.74,1.96
2026-04-14 08:00,RHF-WBD-04,172.01,1.55,48.3,2.02
2026-04-14 09:00,RHF-WBD-04,177.1,2.03,50.1,1.8
2026-04-14 10:00,RHF-WBD-04,157.69,0.01,48.14,1.3
2026-04-14 11:00,RHF-WBD-04,166.6,0.35,46.37,1.5
2026-04-14 12:00,RHF-WBD-04,156.63,0.16,45.69,1.43
2026-04-14 13:00,RHF-WBD-04,160.64,0.17,45.5,1.31
2026-04-14 14:00,RHF-WBD-04,156.07,-0.24,44.06,1.26
2026-04-14 15:00,RHF-WBD-04,160.22,-1.53,46.45,1.13
2026-04-14 16:00,RHF-WBD-04,147.35,-1.1,44.95,1.34
2026-04-14 17:00,RHF-WBD-04,152.04,-0.8,43.31,0.95
2026-04-14 18:00,RHF-WBD-04,155.75,-2.54,42.88,1.22
2026-04-14 19:00,RHF-WBD-04,164.46,-2.37,42.89,1.25
2026-04-14 20:00,RHF-WBD-04,151.43,-1.09,43.15,1.18
2026-04-14 21:00,RHF-WBD-04,152.81,-1.0,44.02,1.58
2026-04-14 22:00,RHF-WBD-04,161.87,-0.44,45.39,1.21
2026-04-14 23:00,RHF-WBD-04,166.27,-1.88,44.95,1.54
2026-04-15 00:00,RHF-WBD-04,169.11,-0.22,45.43,1.42
2026-04-15 01:00,RHF-WBD-04,160.08,1.09,46.57,1.84
2026-04-15 02:00,RHF-WBD-04,171.61,-0.67,48.8,1.85
2026-04-15 03:00,RHF-WBD-04,171.53,1.25,49.46,1.82
2026-04-15 04:00,RHF-WBD-04,172.93,-0.13,48.15,1.91
2026-04-15 05:00,RHF-WBD-04,168.71,2.42,51.26,1.65
2026-04-15 06:00,RHF-WBD-04,174.91,1.79,50.55,1.9
2026-04-15 07:00,RHF-WBD-04,179.01,2.33,48.21,1.87
2026-04-15 08:00,RHF-WBD-04,182.3,2.21,48.02,1.76
2026-04-15 09:00,RHF-WBD-04,173.22,1.29,48.17,1.54
2026-04-15 10:00,RHF-WBD-04,176.42,-0.05,48.33,1.6
2026-04-15 11:00,RHF-WBD-04,169.61,0.72,48.21,1.85
2026-04-15 12:00,RHF-WBD-04,163.66,-1.19,46.11,1.48
2026-04-15 13:00,RHF-WBD-04,159.73,0.24,46.82,1.2
2026-04-15 14:00,RHF-WBD-04,165.53,-2.12,45.11,1.31
2026-04-15 15:00,RHF-WBD-04,155.59,-0.45,44.76,1.02
2026-04-15 16:00,RHF-WBD-04,150.61,-2.19,45.39,1.19
2026-04-15 17:00,RHF-WBD-04,155.84,-2.9,45.33,0.99
2026-04-15 18:00,RHF-WBD-04,149.72,-1.44,43.14,1.17
2026-04-15 19:00,RHF-WBD-04,145.31,-0.41,42.91,1.22
2026-04-15 20:00,RHF-WBD-04,150.21,-0.8,44.01,1.39
2026-04-15 21:00,RHF-WBD-04,154.38,-1.04,45.91,1.4
2026-04-15 22:00,RHF-WBD-04,154.26,-1.75,46.71,1.21
2026-04-15 23:00,RHF-WBD-04,160.37,-0.1,46.84,1.34
2026-04-16 00:00,RHF-WBD-04,164.49,0.82,47.73,1.62
2026-04-16 01:00,RHF-WBD-04,169.94,-0.33,44.25,1.62
2026-04-16 02:00,RHF-WBD-04,163.94,2.22,47.34,1.65
2026-04-16 03:00,RHF-WBD-04,169.89,0.69,47.7,1.91
2026-04-16 04:00,RHF-WBD-04,176.07,1.93,50.9,1.7
2026-04-16 05:00,RHF-WBD-04,168.82,3.05,52.2,1.78
2026-04-16 06:00,RHF-WBD-04,177.21,1.82,49.52,1.88
2026-04-16 07:00,RHF-WBD-04,176.14,-0.04,48.89,1.55
2026-04-16 08:00,RHF-WBD-04,179.04,2.79,49.68,1.81
2026-04-16 09:00,RHF-WBD-04,176.67,1.66,48.43,1.78
