timestamp,asset_id,vibration,bearing_temperature,motor_current,inlet_pressure
2026-04-02 12:00,SP-IDF-03,3.83,58.43,344.75,-934.21
2026-04-02 13:00,SP-IDF-03,3.24,60.26,329.19,-995.94
2026-04-02 14:00,SP-IDF-03,3.42,57.13,322.44,-968.74
2026-04-02 15:00,SP-IDF-03,3.17,56.65,303.51,-986.3
2026-04-02 16:00,SP-IDF-03,3.53,52.94,312.51,-971.96
2026-04-02 17:00,SP-IDF-03,3.17,56.25,310.88,-989.96
2026-04-02 18:00,SP-IDF-03,3.38,57.76,296.83,-990.74
2026-04-02 19:00,SP-IDF-03,3.02,58.89,301.79,-1011.78
2026-04-02 20:00,SP-IDF-03,2.53,56.08,313.02,-978.12
2026-04-02 21:00,SP-IDF-03,3.14,57.46,317.6,-1032.14
2026-04-02 22:00,SP-IDF-03,2.99,56.73,316.16,-1010.28
2026-04-02 23:00,SP-IDF-03,3.34,56.74,331.17,-978.42
2026-04-03 00:00,SP-IDF-03,3.27,59.8,348.41,-961.42
2026-04-03 01:00,SP-IDF-03,3.58,66.47,342.94,-920.95
2026-04-03 02:00,SP-IDF-03,4.0,65.44,367.09,-945.91
2026-04-03 03:00,SP-IDF-03,3.71,62.4,374.95,-912.38
2026-04-03 04:00,SP-IDF-03,4.18,62.96,350.71,-902.58
2026-04-03 05:00,SP-IDF-03,3.87,64.94,375.71,-883.15
2026-04-03 06:00,SP-IDF-03,3.93,65.33,378.82,-847.8
2026-04-03 07:00,SP-IDF-03,3.75,64.53,353.2,-914.73
2026-04-03 08:00,SP-IDF-03,3.94,66.12,377.2,-898.73
2026-04-03 09:00,SP-IDF-03,4.05,66.18,364.66,-915.08
2026-04-03 10:00,SP-IDF-03,3.8,61.84,355.62,-928.55
2026-04-03 11:00,SP-IDF-03,3.58,59.61,328.33,-909.15
2026-04-03 12:00,SP-IDF-03,3.43,62.56,356.8,-974.16
2026-04-03 13:00,SP-IDF-03,3.26,55.9,327.65,-976.02
2026-04-03 14:00,SP-IDF-03,2.98,56.55,330.91,-1011.22
2026-04-03 15:00,SP-IDF-03,3.0,61.2,310.58,-1028.96
2026-04-03 16:00,SP-IDF-03,3.18,54.64,312.96,-1041.68
2026-04-03 17:00,SP-IDF-03,3.26,57.58,283.07,-981.61
2026-04-03 18:00,SP-IDF-03,2.87,56.79,301.53,-1024.53
2026-04-03 19:00,SP-IDF-03,3.01,56.74,306.0,-1017.9
2026-04-03 20:00,SP-IDF-03,3.31,52.93,327.53,-1009.16
2026-04-03 21:00,SP-IDF-03,3.26,56.31,319.65,-1005.74
2026-04-03 22:00,SP-IDF-03,3.48,57.28,308.93,-964.93
2026-04-03 23:00,SP-IDF-03,3.72,56.12,335.86,-954.86
2026-04-04 00:00,SP-IDF-03,3.18,58.05,335.79,-930.72
2026-04-04 01:00,SP-IDF-03,3.75,60.29,363.76,-938.57
2026-04-04 02:00,SP-IDF-03,4.06,62.62,351.94,-939.37
2026-04-04 03:00,SP-IDF-03,3.57,62.86,342.68,-908.64
2026-04-04 04:00,SP-IDF-03,4.41,62.79,350.48,-864.08
2026-04-04 05:00,SP-IDF-03,4.14,63.71,382.24,-862.66
2026-04-04 06:00,SP-IDF-03,4.29,65.72,387.14,-891.95
2026-04-04 07:00,SP-IDF-03,4.06,64.57,365.36,-892.34
2026-04-04 08:00,SP-IDF-03,3.69,61.17,329.11,-849.65
2026-04-04 09:00,SP-IDF-03,3.83,61.87,386.09,-936.01
2026-04-04 10:00,SP-IDF-03,3.82,61.75,347.64,-905.03
2026-04-04 11:00,SP-IDF-03,4.03,61.84,332.12,-932.5
2026-04-04 12:00,SP-IDF-03,3.51,59.91,330.48,-952.61
2026-04-04 13:00,SP-IDF-03,3.51,56.28,349.81,-986.17
2026-04-04 14:00,SP-IDF-03,3.08,56.09,287.72,-972.62
2026-04-04 15:00,SP-IDF-03,3.32,61.5,308.15,-1000.82
2026-04-04 16:00,SP-IDF-03,3.09,58.97,318.89,-954.51
2026-04-04 17:00,SP-IDF-03,2.94,58.99,309.56,-1006.7
2026-04-04 18:00,SP-IDF-03,2.91,60.53,311.08,-989.24
2026-04-04 19:00,SP-IDF-03,2.74,59.46,311.03,-980.86
2026-04-04 20:00,SP-IDF-03,3.08,60.22,305.37,-1023.27
2026-04-04 21:00,SP-IDF-03,2.98,56.95,293.62,-1013.9
2026-04-04 22:00,SP-IDF-03,3.36,58.73,337.56,-989.25
2026-04-04 23:00,SP-IDF-03,2.98,59.01,359.41,-977.46
2026-04-05 00:00,SP-IDF-03,3.36,60.06,339.77,-962.09
2026-04-05 01:00,SP-IDF-03,3.34,62.41,356.41,-928.17
2026-04-05 02:00,SP-IDF-03,4.0,65.1,370.46,-901.63
2026-04-05 03:00,SP-IDF-03,4.05,65.72,363.21,-921.75
2026-04-05 04:00,SP-IDF-03,4.18,64.9,374.19,-915.93
2026-04-05 05:00,SP-IDF-03,4.13,62.57,373.95,-902.16
2026-04-05 06:00,SP-IDF-03,4.19,65.42,394.69,-893.84
2026-04-05 07:00,SP-IDF-03,3.73,65.38,360.63,-904.28
2026-04-05 08:00,SP-IDF-03,4.38,63.86,370.26,-931.56
2026-04-05 09:00,SP-IDF-03,3.81,60.56,342.66,-921.52
2026-04-05 10:00,SP-IDF-03,4.21,62.94,354.76,-951.63
2026-04-05 11:00,SP-IDF-03,3.33,61.9,362.96,-939.17
2026-04-05 12:00,SP-IDF-03,3.45,60.48,323.48,-897.87
2026-04-05 13:00,SP-IDF-03,2.95,58.8,322.26,-984.57
2026-04-05 14:00,SP-IDF-03,3.33,58.71,336.32,-980.78
2026-04-05 15:00,SP-IDF-03,3.02,55.19,319.13,-978.84
2026-04-05 16:00,SP-IDF-03,2.94,57.88,331.4,-977.74
2026-04-05 17:00,SP-IDF-03,3.07,53.37,332.36,-1032.13
2026-04-05 18:00,SP-IDF-03,3.23,50.4,293.44,-1022.91
2026-04-05 19:00,SP-IDF-03,3.13,53.77,336.3,-1022.31
2026-04-05 20:00,SP-IDF-03,2.71,60.65,313.77,-978.84
2026-04-05 21:00,SP-IDF-03,3.03,56.34,308.93,-996.44
2026-04-05 22:00,SP-IDF-03,3.25,58.53,325.51,-962.98
2026-04-05 23:00,SP-IDF-03,3.51,57.32,339.5,-945.71
2026-04-06 00:00,SP-IDF-03,3.76,63.65,336.19,-965.12
2026-04-06 01:00,SP-IDF-03,3.66,55.99,346.18,-998.51
2026-04-06 02:00,SP-IDF-03,3.86,66.76,340.0,-917.52
2026-04-06 03:00,SP-IDF-03,3.89,63.6,372.51,-856.78
2026-04-06 04:00,SP-IDF-03,4.59,67.26,370.61,-905.91
2026-04-06 05:00,SP-IDF-03,3.72,61.09,360.72,-877.92
2026-04-06 06:00,SP-IDF-03,4.45,64.21,336.08,-883.47
2026-04-06 07:00,SP-IDF-03,4.17,68.86,355.06,-846.35
2026-04-06 08:00,SP-IDF-03,3.68,66.4,380.75,-871.68
2026-04-06 09:00,SP-IDF-03,3.98,62.09,344.49,-902.35
2026-04-06 10:00,SP-IDF-03,3.83,62.53,335.91,-947.93
2026-04-06 11:00,SP-IDF-03,3.86,60.91,362.02,-895.83
2026-04-06 12:00,SP-IDF-03,3.08,58.83,342.89,-961.67
2026-04-06 13:00,SP-IDF-03,3.52,58.98,352.89,-922.47
2026-04-06 14:00,SP-IDF-03,2.76,54.93,313.09,-1003.49
2026-04-06 15:00,SP-IDF-03,3.79,56.22,270.21,-1010.98
2026-04-06 16:00,SP-IDF-03,2.73,52.89,307.17,-1001.43
2026-04-06 17:00,SP-IDF-03,3.28,57.07,305.73,-1004.23
2026-04-06 18:00,SP-IDF-03,2.64,56.25,315.59,-1009.37
2026-04-06 19:00,SP-IDF-03,2.84,56.44,336.78,-1008.47
2026-04-06 20:00,SP-IDF-03,2.94,59.71,304.67,-1019.26
2026-04-06 21:00,SP-IDF-03,3.05,54.52,333.04,-1008.27
2026-04-06 22:00,SP-IDF-03,2.96,57.79,324.86,-1004.57
2026-04-06 23:00,SP-IDF-03,3.28,59.33,345.43,-998.37
2026-04-07 00:00,SP-IDF-03,2.76,61.68,317.89,-906.07
2026-04-07 01:00,SP-IDF-03,3.65,61.45,345.36,-990.88
2026-04-07 02:00,SP-IDF-03,4.15,63.3,374.63,-870.27
2026-04-07 03:00,SP-IDF-03,4.1,64.23,374.74,-882.23
2026-04-07 04:00,SP-IDF-03,4.2,64.79,391.2,-921.79
2026-04-07 05:00,SP-IDF-03,4.21,65.85,385.02,-884.31
2026-04-07 06:00,SP-IDF-03,3.92,63.39,370.59,-895.88
2026-04-07 07:00,SP-IDF-03,3.86,66.39,400.64,-850.01
2026-04-07 08:00,SP-IDF-03,4.41,63.28,408.46,-880.47
2026-04-07 09:00,SP-IDF-03,3.85,62.95,393.19,-926.32
2026-04-07 10:00,SP-IDF-03,3.98,59.23,354.42,-944.53
2026-04-07 11:00,SP-IDF-03,3.77,57.62,324.23,-935.85
2026-04-07 12:00,SP-IDF-03,3.18,60.56,320.52,-950.18
2026-04-07 13:00,SP-IDF-03,3.32,61.52,351.23,-992.4
2026-04-07 14:00,SP-IDF-03,3.07,54.22,320.8,-998.76
2026-04-07 15:00,SP-IDF-03,3.19,55.13,313.25,-1002.5
2026-04-07 16:00,SP-IDF-03,3.09,56.91,295.52,-1014.36
2026-04-07 17:00,SP-IDF-03,2.87,57.05,294.65,-993.05
2026-04-07 18:00,SP-IDF-03,2.67,53.38,315.41,-1003.7
2026-04-07 19:00,SP-IDF-03,2.85,54.32,296.78,-985.45
2026-04-07 20:00,SP-IDF-03,2.92,57.6,321.12,-1012.77
2026-04-07 21:00,SP-IDF-03,2.95,53.77,285.39,-985.65
2026-04-07 22:00,SP-IDF-03,2.9,58.72,297.8,-986.62
2026-04-07 23:00,SP-IDF-03,2.99,58.51,333.22,-943.41
2026-04-08 00:00,SP-IDF-03,3.35,61.98,351.25,-958.23
2026-04-08 01:00,SP-IDF-03,3.32,59.32,352.13,-918.25
2026-04-08 02:00,SP-IDF-03,3.59,61.4,344.27,-905.31
2026-04-08 03:00,SP-IDF-03,4.06,62.38,387.82,-912.53
2026-04-08 04:00,SP-IDF-03,3.88,63.19,382.91,-907.67
2026-04-08 05:00,SP-IDF-03,3.97,61.15,353.42,-941.26
2026-04-08 06:00,SP-IDF-03,4.3,64.74,351.51,-859.24
2026-04-08 07:00,SP-IDF-03,4.21,65.49,374.34,-883.18
2026-04-08 08:00,SP-IDF-03,4.07,65.15,371.69,-892.04
2026-04-08 09:00,SP-IDF-03,4.32,60.14,342.04,-943.95
2026-04-08 10:00,SP-IDF-03,3.25,62.87,348.35,-897.15
2026-04-08 11:00,SP-IDF-03,3.71,64.23,353.0,-943.27
2026-04-08 12:00,SP-IDF-03,3.58,59.49,336.08,-967.41
2026-04-08 13:00,SP-IDF-03,3.43,60.99,319.14,-1035.1
2026-04-08 14:00,SP-IDF-03,3.12,58.52,344.52,-968.04
2026-04-08 15:00,SP-IDF-03,2.69,58.04,331.64,-1021.6
2026-04-08 16:00,SP-IDF-03,2.88,54.29,305.66,-1025.94
2026-04-08 17:00,SP-IDF-03,3.48,53.09,289.19,-1032.19
2026-04-08 18:00,SP-IDF-03,3.3,52.34,293.4,-1027.02
2026-04-08 19:00,SP-IDF-03,2.82,55.82,270.66,-981.02
2026-04-08 20:00,SP-IDF-03,2.99,57.1,312.47,-1015.1
2026-04-08 21:00,SP-IDF-03,2.38,59.66,307.39,-974.73
2026-04-08 22:00,SP-IDF-03,3.09,56.31,324.75,-1026.87
2026-04-08 23:00,SP-IDF-03,3.31,55.86,328.82,-995.87
2026-04-09 00:00,SP-IDF-03,3.31,60.97,344.64,-963.2
2026-04-09 01:00,SP-IDF-03,3.99,58.76,340.53,-909.57
2026-04-09 02:00,SP-IDF-03,3.86,64.34,362.15,-882.96
2026-04-09 03:00,SP-IDF-03,3.82,63.09,380.16,-900.98
2026-04-09 04:00,SP-IDF-03,3.73,68.38,378.19,-871.7
2026-04-09 05:00,SP-IDF-03,3.97,62.44,385.76,-851.21
2026-04-09 06:00,SP-IDF-03,4.16,64.95,383.33,-894.55
2026-04-09 07:00,SP-IDF-03,3.73,63.75,363.12,-910.85
2026-04-09 08:00,SP-IDF-03,3.89,61.06,342.66,-886.01
2026-04-09 09:00,SP-IDF-03,3.98,62.62,351.49,-915.47
2026-04-09 10:00,SP-IDF-03,4.0,60.44,345.88,-961.6
2026-04-09 11:00,SP-IDF-03,3.54,62.98,359.91,-947.05
2026-04-09 12:00,SP-IDF-03,3.08,59.82,329.3,-923.25
2026-04-09 13:00,SP-IDF-03,3.22,57.65,302.36,-954.86
2026-04-09 14:00,SP-IDF-03,3.21,56.56,326.12,-1007.7
2026-04-09 15:00,SP-IDF-03,3.28,55.41,291.41,-973.87
2026-04-09 16:00,SP-IDF-03,2.85,56.97,305.5,-1017.75
2026-04-09 17:00,SP-IDF-03,2.38,56.01,304.71,-1020.39
2026-04-09 18:00,SP-IDF-03,2.82,58.53,297.92,-1040.93
2026-04-09 19:00,SP-IDF-03,3.09,53.42,303.16,-1019.65
2026-04-09 20:00,SP-IDF-03,2.46,58.97,300.1,-982.16
2026-04-09 21:00,SP-IDF-03,3.43,58.71,298.18,-1011.19
2026-04-09 22:00,SP-IDF-03,3.42,59.54,305.7,-1001.23
2026-04-09 23:00,SP-IDF-03,3.25,60.41,334.37,-953.8
2026-04-10 00:00,SP-IDF-03,3.17,60.32,341.35,-950.17
2026-04-10 01:00,SP-IDF-03,3.6,63.43,337.56,-936.51
2026-04-10 02:00,SP-IDF-03,3.68,64.39,359.91,-921.09
2026-04-10 03:00,SP-IDF-03,3.76,62.2,373.99,-880.75
2026-04-10 04:00,SP-IDF-03,3.87,66.3,368.51,-887.43
2026-04-10 05:00,SP-IDF-03,4.65,65.07,370.6,-918.27
2026-04-10 06:00,SP-IDF-03,4.35,61.87,376.58,-900.44
2026-04-10 07:00,SP-IDF-03,4.35,63.94,369.94,-862.44
2026-04-10 08:00,SP-IDF-03,3.88,65.22,344.47,-863.96
2026-04-10 09:00,SP-IDF-03,3.59,62.78,367.43,-928.66
2026-04-10 10:00,SP-IDF-03,4.03,61.54,339.58,-931.78
2026-04-10 11:00,SP-IDF-03,3.16,62.49,353.82,-956.33
2026-04-10 12:00,SP-IDF-03,3.61,61.54,338.86,-943.46
2026-04-10 13:00,SP-IDF-03,3.36,55.63,316.85,-937.32
2026-04-10 14:00,SP-IDF-03,3.13,56.11,348.77,-989.06
2026-04-10 15:00,SP-IDF-03,2.73,57.04,298.1,-972.92
2026-04-10 16:00,SP-IDF-03,3.18,58.91,321.25,-1012.82
2026-04-10 17:00,SP-IDF-03,3.12,57.47,327.99,-1027.29
2026-04-10 18:00,SP-IDF-03,2.96,57.28,288.28,-1000.04
2026-04-10 19:00,SP-IDF-03,2.8,57.35,313.99,-1046.84
2026-04-10 20:00,SP-IDF-03,2.68,56.2,304.7,-1025.79
2026-04-10 21:00,SP-IDF-03,3.31,58.0,332.75,-1016.02
2026-04-10 22:00,SP-IDF-03,3.02,52.94,308.29,-975.4
2026-04-10 23:00,SP-IDF-03,3.39,59.49,343.31,-969.59
2026-04-11 00:00,SP-IDF-03,3.84,56.88,316.45,-960.55
2026-04-11 01:00,SP-IDF-03,3.52,65.83,342.57,-908.59
2026-04-11 02:00,SP-IDF-03,3.61,62.67,364.67,-938.21
2026-04-11 03:00,SP-IDF-03,4.07,66.89,389.01,-896.89
2026-04-11 04:00,SP-IDF-03,4.08,64.29,370.13,-904.28
2026-04-11 05:00,SP-IDF-03,3.98,65.0,380.92,-825.5
2026-04-11 06:00,SP-IDF-03,4.27,65.58,399.93,-892.03
2026-04-11 07:00,SP-IDF-03,3.41,66.34,394.36,-874.41
2026-04-11 08:00,SP-IDF-03,4.14,70.2,373.55,-889.49
2026-04-11 09:00,SP-IDF-03,4.1,65.3,366.49,-881.31
2026-04-11 10:00,SP-IDF-03,3.68,60.89,357.6,-904.39
2026-04-11 11:00,SP-IDF-03,3.62,61.5,357.47,-914.55
2026-04-11 12:00,SP-IDF-03,3.78,62.34,350.79,-966.18
2026-04-11 13:00,SP-IDF-03,3.81,60.78,343.19,-992.93
2026-04-11 14:00,SP-IDF-03,3.24,58.04,315.06,-1000.39
2026-04-11 15:00,SP-IDF-03,3.06,55.52,301.79,-1003.72
2026-04-11 16:00,SP-IDF-03,2.76,51.98,289.43,-1012.11
2026-04-11 17:00,SP-IDF-03,2.99,52.03,312.36,-992.83
2026-04-11 18:00,SP-IDF-03,2.52,56.72,283.68,-1013.4
2026-04-11 19:00,SP-IDF-03,3.18,54.33,311.42,-1064.24
2026-04-11 20:00,SP-IDF-03,3.68,56.89,322.58,-972.09
2026-04-11 21:00,SP-IDF-03,3.27,56.13,300.94,-992.19
2026-04-11 22:00,SP-IDF-03,3.21,54.89,317.68,-960.68
2026-04-11 23:00,SP-IDF-03,3.03,59.39,307.88,-892.93
2026-04-12 00:00,SP-IDF-03,3.16,62.77,332.62,-968.64
2026-04-12 01:00,SP-IDF-03,3.96,61.49,328.58,-931.19
2026-04-12 02:00,SP-IDF-03,3.71,62.57,343.86,-913.06
2026-04-12 03:00,SP-IDF-03,4.01,61.48,364.63,-917.32
2026-04-12 04:00,SP-IDF-03,3.99,63.72,387.36,-882.43
2026-04-12 05:00,SP-IDF-03,4.07,65.91,373.23,-878.85
2026-04-12 06:00,SP-IDF-03,3.93,64.25,385.71,-901.53
2026-04-12 07:00,SP-IDF-03,4.21,61.96,379.18,-888.42
2026-04-12 08:00,SP-IDF-03,3.8,63.7,381.17,-914.43
2026-04-12 09:00,SP-IDF-03,3.9,63.83,381.17,-899.64
2026-04-12 10:00,SP-IDF-03,3.64,67.02,358.7,-944.27
2026-04-12 11:00,SP-IDF-03,3.57,60.92,374.49,-934.9
2026-04-12 12:00,SP-IDF-03,3.35,58.93,338.42,-1016.2
2026-04-12 13:00,SP-IDF-03,3.4,59.75,297.9,-987.1
2026-04-12 14:00,SP-IDF-03,3.47,59.03,321.59,-1004.58
2026-04-12 15:00,SP-IDF-03,2.77,56.71,295.28,-1002.42
2026-04-12 16:00,SP-IDF-03,3.27,56.47,284.44,-1001.15
2026-04-12 17:00,SP-IDF-03,2.95,55.48,324.91,-1004.83
2026-04-12 18:00,SP-IDF-03,2.89,53.3,305.04,-1003.68
2026-04-12 19:00,SP-IDF-03,2.82,55.69,282.78,-1045.86
2026-04-12 20:00,SP-IDF-03,2.7,56.36,301.56,-1009.34
2026-04-12 21:00,SP-IDF-03,3.23,57.41,288.3,-988.46
2026-04-12 22:00,SP-IDF-03,3.22,60.62,302.41,-953.22
2026-04-12 23:00,SP-IDF-03,3.66,60.29,318.48,-979.66
2026-04-13 00:00,SP-IDF-03,3.16,61.77,325.6,-937.98
2026-04-13 01:00,SP-IDF-03,3.85,62.45,360.97,-952.36
2026-04-13 02:00,SP-IDF-03,4.45,61.48,340.09,-910.64
2026-04-13 03:00,SP-IDF-03,4.02,64.33,340.17,-915.15
2026-04-13 04:00,SP-IDF-03,4.32,63.7,358.42,-902.48
2026-04-13 05:00,SP-IDF-03,3.8,70.5,391.89,-870.5
2026-04-13 06:00,SP-IDF-03,4.27,65.36,384.54,-895.41
2026-04-13 07:00,SP-IDF-03,4.03,62.66,388.11,-905.96
2026-04-13 08:00,SP-IDF-03,3.92,64.14,364.32,-896.54
2026-04-13 09:00,SP-IDF-03,4.11,63.08,371.16,-915.23
2026-04-13 10:00,SP-IDF-03,3.89,65.2,366.93,-918.88
2026-04-13 11:00,SP-IDF-03,3.9,62.67,354.82,-978.56
2026-04-13 12:00,SP-IDF-03,3.73,59.78,327.93,-938.43
2026-04-13 13:00,SP-IDF-03,3.39,60.19,326.01,-997.51
2026-04-13 14:00,SP-IDF-03,3.36,56.83,319.72,-997.46
2026-04-13 15:00,SP-IDF-03,2.82,57.55,318.41,-984.07
2026-04-13 16:00,SP-IDF-03,3.1,59.43,305.73,-998.66
2026-04-13 17:00,SP-IDF-03,2.92,56.42,299.37,-1022.77
2026-04-13 18:00,SP-IDF-03,2.64,53.61,313.76,-982.94
2026-04-13 19:00,SP-IDF-03,3.47,55.19,306.27,-973.43
2026-04-13 20:00,SP-IDF-03,3.46,54.49,293.6,-1017.08
2026-04-13 21:00,SP-IDF-03,3.07,57.78,320.46,-990.09
2026-04-13 22:00,SP-IDF-03,3.51,58.34,315.26,-974.62
2026-04-13 23:00,SP-IDF-03,3.63,56.82,330.93,-976.73
2026-04-14 00:00,SP-IDF-03,3.17,58.52,366.08,-988.4
2026-04-14 01:00,SP-IDF-03,3.55,60.98,372.09,-949.93
2026-04-14 02:00,SP-IDF-03,3.83,60.47,345.7,-917.08
2026-04-14 03:00,SP-IDF-03,3.86,62.81,362.24,-871.92
2026-04-14 04:00,SP-IDF-03,3.85,66.67,379.58,-918.07
2026-04-14 05:00,SP-IDF-03,4.21,63.72,377.79,-863.43
2026-04-14 06:00,SP-IDF-03,3.99,62.72,376.64,-872.77
2026-04-14 07:00,SP-IDF-03,3.84,66.24,367.99,-882.28
2026-04-14 08:00,SP-IDF-03,3.56,62.36,368.96,-883.6
2026-04-14 09:00,SP-IDF-03,4.17,64.31,365.18,-909.19
2026-04-14 10:00,SP-IDF-03,4.0,60.5,366.92,-883.24
2026-04-14 11:00,SP-IDF-03,3.78,63.05,322.74,-908.92
2026-04-14 12:00,SP-IDF-03,3.28,60.31,332.83,-923.27
2026-04-14 13:00,SP-IDF-03,3.41,56.11,330.06,-965.21
2026-04-14 14:00,SP-IDF-03,3.27,54.3,326.63,-955.58
2026-04-14 15:00,SP-IDF-03,3.23,55.89,320.05,-952.57
2026-04-14 16:00,SP-IDF-03,3.36,55.13,314.26,-989.94
2026-04-14 17:00,SP-IDF-03,2.61,53.68,311.8,-1015.05
2026-04-14 18:00,SP-IDF-03,3.0,53.38,336.85,-1060.32
2026-04-14 19:00,SP-IDF-03,3.08,53.38,336.25,-979.8
2026-04-14 20:00,SP-IDF-03,3.11,57.32,295.83,-980.06
2026-04-14 21:00,SP-IDF-03,2.9,57.49,308.78,-983.51
2026-04-14 22:00,SP-IDF-03,3.28,55.82,299.65,-958.75
2026-04-14 23:00,SP-IDF-03,3.6,60.47,297.81,-966.92
2026-04-15 00:00,SP-IDF-03,3.95,60.81,315.81,-947.97
2026-04-15 01:00,SP-IDF-03,4.03,59.8,358.59,-927.39
2026-04-15 02:00,SP-IDF-03,3.72,61.36,362.69,-922.52
2026-04-15 03:00,SP-IDF-03,4.18,63.85,361.85,-921.62
2026-04-15 04:00,SP-IDF-03,4.31,63.6,350.18,-950.47
2026-04-15 05:00,SP-IDF-03,3.97,64.6,375.88,-942.9
2026-04-15 06:00,SP-IDF-03,4.22,64.03,377.07,-919.59
2026-04-15 07:00,SP-IDF-03,4.6,64.01,394.16,-897.11
2026-04-15 08:00,SP-IDF-03,3.85,63.99,371.58,-895.11
2026-04-15 09:00,SP-IDF-03,4.1,64.95,375.57,-901.94
2026-04-15 10:00,SP-IDF-03,3.89,64.03,354.0,-872.85
2026-04-15 11:00,SP-IDF-03,3.49,59.39,344.64,-990.92
2026-04-15 12:00,SP-IDF-03,3.91,63.43,332.2,-939.55
2026-04-15 13:00,SP-IDF-03,3.16,53.41,307.88,-955.9
2026-04-15 14:00,SP-IDF-03,3.45,56.2,349.37,-974.91
2026-04-15 15:00,SP-IDF-03,3.55,63.39,328.91,-1018.7
2026-04-15 16:00,SP-IDF-03,3.01,53.66,298.88,-989.2
2026-04-15 17:00,SP-IDF-03,3.16,57.0,330.45,-1012.71
2026-04-15 18:00,SP-IDF-03,2.78,52.98,309.79,-997.13
2026-04-15 19:00,SP-IDF-03,2.99,56.38,291.2,-1015.89
2026-04-15 20:00,SP-IDF-03,2.35,57.34,328.37,-1004.97
2026-04-15 21:00,SP-IDF-03,3.0,55.99,310.1,-995.3
2026-04-15 22:00,SP-IDF-03,3.33,59.02,309.18,-937.04
2026-04-15 23:00,SP-IDF-03,3.03,59.43,343.58,-973.46
2026-04-16 00:00,SP-IDF-03,3.46,59.35,331.14,-936.61
2026-04-16 01:00,SP-IDF-03,3.4,58.84,332.37,-941.41
2026-04-16 02:00,SP-IDF-03,4.15,62.91,381.05,-904.49
2026-04-16 03:00,SP-IDF-03,4.29,64.07,358.64,-945.86
2026-04-16 04:00,SP-IDF-03,3.97,65.46,374.15,-887.13
2026-04-16 05:00,SP-IDF-03,3.71,61.93,379.93,-859.63
2026-04-16 06:00,SP-IDF-03,4.15,65.17,376.52,-882.67
2026-04-16 07:00,SP-IDF-03,3.93,66.84,349.36,-894.64
2026-04-16 08:00,SP-IDF-03,4.04,62.89,356.11,-914.9
2026-04-16 09:00,SP-IDF-03,3.81,64.7,349.44,-892.99
2026-04-16 10:00,SP-IDF-03,4.06,66.61,362.77,-922.8
2026-04-16 11:00,SP-IDF-03,3.34,62.14,340.91,-934.48
2026-04-16 12:00,SP-IDF-03,3.46,60.5,308.46,-936.26
2026-04-16 13:00,SP-IDF-03,3.52,61.29,335.26,-1032.94
