timestamp,asset_id,hydraulic_pressure,beam_position_error,oil_temperature,cylinder_drift
2026-04-03 12:00,RHF-WBD-02,168.42,-1.2,48.14,1.53
2026-04-03 13:00,RHF-WBD-02,163.41,0.72,46.73,1.53
2026-04-03 14:00,RHF-WBD-02,155.99,0.15,46.52,1.33
2026-04-03 15:00,RHF-WBD-02,158.54,-0.83,44.97,1.44
2026-04-03 16:00,RHF-WBD-02,150.17,-0.82,43.63,1.23
2026-04-03 17:00,RHF-WBD-02,164.06,-1.18,47.31,1.08
2026-04-03 18:00,RHF-WBD-02,157.87,-1.2,43.63,0.98
2026-04-03 19:00,RHF-WBD-02,146.05,0.3,42.94,1.39
2026-04-03 20:00,RHF-WBD-02,153.02,-3.14,44.4,1.14
2026-04-03 21:00,RHF-WBD-02,162.4,-0.88,43.31,1.41
2026-04-03 22:00,RHF-WBD-02,156.58,-0.8,46.37,1.36
2026-04-03 23:00,RHF-WBD-02,154.79,-0.06,45.79,1.6
2026-04-04 00:00,RHF-WBD-02,169.95,-0.34,47.35,1.24
2026-04-04 01:00,RHF-WBD-02,174.7,-0.08,46.67,1.29
2026-04-04 02:00,RHF-WBD-02,165.41,1.19,48.87,1.83
2026-04-04 03:00,RHF-WBD-02,173.47,3.85,49.49,1.93
2026-04-04 04:00,RHF-WBD-02,166.07,2.51,49.57,1.77
2026-04-04 05:00,RHF-WBD-02,174.02,3.45,47.64,1.87
2026-04-04 06:00,RHF-WBD-02,179.72,3.05,50.29,1.89
2026-04-04 07:00,RHF-WBD-02,174.06,2.37,47.68,1.92
2026-04-04 08:00,RHF-WBD-02,175.7,2.2,50.22,1.7
2026-04-04 09:00,RHF-WBD-02,177.57,1.98,51.75,1.34
2026-04-04 10:00,RHF-WBD-02,171.95,0.42,49.58,1.71
2026-04-04 11:00,RHF-WBD-02,162.27,0.79,46.18,1.44
2026-04-04 12:00,RHF-WBD-02,171.13,0.78,50.32,1.78
2026-04-04 13:00,RHF-WBD-02,161.53,-0.71,44.18,1.15
2026-04-04 14:00,RHF-WBD-02,161.89,0.12,44.71,1.32
2026-04-04 15:00,RHF-WBD-02,155.18,-1.33,44.96,1.36
2026-04-04 16:00,RHF-WBD-02,157.32,-1.74,44.24,1.13
2026-04-04 17:00,RHF-WBD-02,148.65,-2.52,44.81,1.07
2026-04-04 18:00,RHF-WBD-02,152.84,-2.2,43.4,1.16
2026-04-04 19:00,RHF-WBD-02,155.38,-4.16,45.17,1.33
2026-04-04 20:00,RHF-WBD-02,157.51,-2.01,43.97,0.78
2026-04-04 21:00,RHF-WBD-02,156.15,-0.89,41.37,1.11
2026-04-04 22:00,RHF-WBD-02,161.91,-0.21,45.0,1.38
2026-04-04 23:00,RHF-WBD-02,172.79,-0.67,45.76,1.52
2026-04-05 00:00,RHF-WBD-02,166.61,-0.1,47.08,1.78
2026-04-05 01:00,RHF-WBD-02,166.97,1.58,47.44,1.62
2026-04-05 02:00,RHF-WBD-02,172.28,1.23,51.02,1.68
2026-04-05 03:00,RHF-WBD-02,179.08,1.59,50.32,1.67
2026-04-05 04:00,RHF-WBD-02,186.91,2.11,51.32,1.73
2026-04-05 05:00,RHF-WBD-02,172.34,1.07,49.46,2.03
2026-04-05 06:00,RHF-WBD-02,173.56,1.64,49.48,1.72
2026-04-05 07:00,RHF-WBD-02,173.12,0.7,52.14,1.93
2026-04-05 08:00,RHF-WBD-02,181.74,0.82,47.57,1.58
2026-04-05 09:00,RHF-WBD-02,176.4,2.94,50.34,1.83
2026-04-05 10:00,RHF-WBD-02,175.21,0.91,50.82,1.72
2026-04-05 11:00,RHF-WBD-02,163.89,0.73,48.9,1.69
2026-04-05 12:00,RHF-WBD-02,175.88,-1.29,46.86,1.61
2026-04-05 13:00,RHF-WBD-02,160.77,-0.41,45.21,1.47
2026-04-05 14:00,RHF-WBD-02,158.69,0.44,42.69,1.72
2026-04-05 15:00,RHF-WBD-02,161.61,-2.02,45.8,1.48
2026-04-05 16:00,RHF-WBD-02,156.19,-1.61,45.85,1.42
2026-04-05 17:00,RHF-WBD-02,153.0,-1.07,44.48,1.06
2026-04-05 18:00,RHF-WBD-02,151.55,-2.14,43.14,1.19
2026-04-05 19:00,RHF-WBD-02,160.18,-2.43,43.0,1.04
2026-04-05 20:00,RHF-WBD-02,151.59,-1.25,43.97,1.49
2026-04-05 21:00,RHF-WBD-02,152.46,0.3,45.36,1.22
2026-04-05 22:00,RHF-WBD-02,154.81,-1.59,44.01,1.17
2026-04-05 23:00,RHF-WBD-02,164.02,-0.83,44.45,1.27
2026-04-06 00:00,RHF-WBD-02,160.58,-0.09,45.69,1.41
2026-04-06 01:00,RHF-WBD-02,183.92,1.54,47.31,1.83
2026-04-06 02:00,RHF-WBD-02,176.4,1.97,48.17,1.84
2026-04-06 03:00,RHF-WBD-02,177.34,1.38,49.02,1.82
2026-04-06 04:00,RHF-WBD-02,172.76,0.99,48.96,1.98
2026-04-06 05:00,RHF-WBD-02,170.09,1.81,48.37,1.82
2026-04-06 06:00,RHF-WBD-02,174.82,1.63,49.48,1.78
2026-04-06 07:00,RHF-WBD-02,175.72,2.53,48.38,1.64
2026-04-06 08:00,RHF-WBD-02,174.64,2.67,48.54,2.13
2026-04-06 09:00,RHF-WBD-02,183.79,2.64,50.01,2.0
2026-04-06 10:00,RHF-WBD-02,169.19,0.13,47.39,1.57
2026-04-06 11:00,RHF-WBD-02,169.36,1.61,47.79,1.59
2026-04-06 12:00,RHF-WBD-02,169.19,-0.7,46.77,1.36
2026-04-06 13:00,RHF-WBD-02,160.97,0.18,46.45,1.42
2026-04-06 14:00,RHF-WBD-02,164.89,0.21,43.81,1.44
2026-04-06 15:00,RHF-WBD-02,153.9,-1.92,44.89,1.28
2026-04-06 16:00,RHF-WBD-02,158.06,-0.11,42.93,1.32
2026-04-06 17:00,RHF-WBD-02,158.76,-2.18,43.86,1.2
2026-04-06 18:00,RHF-WBD-02,160.09,-2.21,45.49,1.23
2026-04-06 19:00,RHF-WBD-02,151.31,-2.4,44.47,1.24
2026-04-06 20:00,RHF-WBD-02,159.9,-2.79,44.56,1.16
2026-04-06 21:00,RHF-WBD-02,151.43,-1.72,45.19,1.38
2026-04-06 22:00,RHF-WBD-02,162.97,-0.61,44.06,1.2
2026-04-06 23:00,RHF-WBD-02,156.74,-1.5,45.52,1.4
2026-04-07 00:00,RHF-WBD-02,164.68,-0.16,46.81,1.45
2026-04-07 01:00,RHF-WBD-02,162.79,1.61,47.42,1.45
2026-04-07 02:00,RHF-WBD-02,172.57,0.31,49.73,1.7
2026-04-07 03:00,RHF-WBD-02,174.61,1.15,48.54,1.73
2026-04-07 04:00,RHF-WBD-02,178.07,0.17,49.26,1.9
2026-04-07 05:00,RHF-WBD-02,171.65,1.81,50.48,1.84
2026-04-07 06:00,RHF-WBD-02,176.09,2.0,50.79,1.73
2026-04-07 07:00,RHF-WBD-02,170.41,2.52,49.57,1.9
2026-04-07 08:00,RHF-WBD-02,179.47,1.68,47.57,2.01
2026-04-07 09:00,RHF-WBD-02,167.92,1.69,48.11,1.69
2026-04-07 10:00,RHF-WBD-02,174.22,0.18,47.74,1.48
2026-04-07 11:00,RHF-WBD-02,162.6,0.04,48.72,1.68
2026-04-07 12:00,RHF-WBD-02,164.8,1.66,45.93,1.51
2026-04-07 13:00,RHF-WBD-02,166.58,-0.87,45.06,1.41
2026-04-07 14:00,RHF-WBD-02,154.81,-2.21,45.65,1.13
2026-04-07 15:00,RHF-WBD-02,154.9,-2.11,43.99,1.26
2026-04-07 16:00,RHF-WBD-02,156.31,-2.78,44.52,1.19
2026-04-07 17:00,RHF-WBD-02,151.7,-2.13,45.56,1.03
2026-04-07 18:00,RHF-WBD-02,149.9,-1.55,43.84,1.23
2026-04-07 19:00,RHF-WBD-02,158.99,-0.53,42.84,1.05
2026-04-07 20:00,RHF-WBD-02,152.85,-2.0,42.44,1.34
2026-04-07 21:00,RHF-WBD-02,153.45,-2.4,46.14,1.14
2026-04-07 22:00,RHF-WBD-02,155.61,0.38,45.76,1.26
2026-04-07 23:00,RHF-WBD-02,159.14,-1.07,47.9,1.2
2026-04-08 00:00,RHF-WBD-02,165.97,-0.01,47.98,1.63
2026-04-08 01:00,RHF-WBD-02,168.84,0.68,47.72,1.44
2026-04-08 02:00,RHF-WBD-02,170.9,1.58,48.73,1.46
2026-04-08 03:00,RHF-WBD-02,168.92,1.44,49.22,1.93
2026-04-08 04:00,RHF-WBD-02,176.71,0.78,49.26,2.01
2026-04-08 05:00,RHF-WBD-02,176.34,1.23,50.11,1.71
2026-04-08 06:00,RHF-WBD-02,170.73,0.76,50.52,1.89
2026-04-08 07:00,RHF-WBD-02,183.44,1.76,50.8,1.67
2026-04-08 08:00,RHF-WBD-02,175.26,1.24,48.51,1.85
2026-04-08 09:00,RHF-WBD-02,179.26,1.63,47.5,1.84
2026-04-08 10:00,RHF-WBD-02,167.68,1.81,47.02,1.63
2026-04-08 11:00,RHF-WBD-02,168.5,-0.64,47.11,1.83
2026-04-08 12:00,RHF-WBD-02,164.89,0.59,47.28,1.54
2026-04-08 13:00,RHF-WBD-02,165.79,0.66,44.84,1.33
2026-04-08 14:00,RHF-WBD-02,159.89,0.82,45.04,1.46
2026-04-08 15:00,RHF-WBD-02,157.97,-2.09,42.49,1.08
2026-04-08 16:00,RHF-WBD-02,157.65,0.34,43.22,1.27
2026-04-08 17:00,RHF-WBD-02,152.66,-2.07,42.91,1.23
2026-04-08 18:00,RHF-WBD-02,154.4,-3.11,42.99,1.03
2026-04-08 19:00,RHF-WBD-02,162.46,-2.84,43.44,1.27
2026-04-08 20:00,RHF-WBD-02,161.14,-1.98,43.25,1.43
2026-04-08 21:00,RHF-WBD-02,159.16,-1.87,47.82,1.17
2026-04-08 22:00,RHF-WBD-02,155.2,0.15,45.2,1.24
2026-04-08 23:00,RHF-WBD-02,170.54,-2.66,46.33,1.78
2026-04-09 00:00,RHF-WBD-02,167.59,-0.7,44.92,1.4
2026-04-09 01:00,RHF-WBD-02,168.57,0.22,48.52,1.68
2026-04-09 02:00,RHF-WBD-02,167.59,1.03,46.24,1.59
2026-04-09 03:00,RHF-WBD-02,178.02,1.83,50.48,1.93
2026-04-09 04:00,RHF-WBD-02,178.36,0.48,49.5,2.09
2026-04-09 05:00,RHF-WBD-02,174.17,1.31,51.53,1.75
2026-04-09 06:00,RHF-WBD-02,175.83,3.11,49.61,1.98
2026-04-09 07:00,RHF-WBD-02,179.67,1.53,50.44,1.86
2026-04-09 08:00,RHF-WBD-02,169.56,2.45,51.43,1.88
2026-04-09 09:00,RHF-WBD-02,179.29,1.33,46.99,1.78
2026-04-09 10:00,RHF-WBD-02,168.24,2.03,45.05,1.6
2026-04-09 11:00,RHF-WBD-02,170.26,0.87,50.78,1.65
2026-04-09 12:00,RHF-WBD-02,169.72,-0.17,44.92,1.53
2026-04-09 13:00,RHF-WBD-02,163.24,-0.2,44.64,1.63
2026-04-09 14:00,RHF-WBD-02,156.67,-1.16,45.69,1.24
2026-04-09 15:00,RHF-WBD-02,156.1,-2.21,45.53,1.25
2026-04-09 16:00,RHF-WBD-02,149.92,-1.34,42.19,1.23
2026-04-09 17:00,RHF-WBD-02,150.24,-2.02,45.47,1.0
2026-04-09 18:00,RHF-WBD-02,150.78,-1.78,43.9,0.84
2026-04-09 19:00,RHF-WBD-02,155.57,-2.37,44.73,1.1
2026-04-09 20:00,RHF-WBD-02,159.47,-1.52,44.62,1.4
2026-04-09 21:00,RHF-WBD-02,157.01,-1.71,42.91,1.17
2026-04-09 22:00,RHF-WBD-02,161.01,-1.14,43.19,1.41
2026-04-09 23:00,RHF-WBD-02,158.07,-0.63,46.03,1.59
2026-04-10 00:00,RHF-WBD-02,158.27,1.44,47.91,1.32
2026-04-10 01:00,RHF-WBD-02,164.71,-0.8,49.88,1.49
2026-04-10 02:00,RHF-WBD-02,164.45,0.98,46.81,1.76
2026-04-10 03:00,RHF-WBD-02,181.0,0.32,47.7,1.58
2026-04-10 04:00,RHF-WBD-02,172.77,2.57,49.3,1.78
2026-04-10 05:00,RHF-WBD-02,177.15,1.25,47.59,1.92
2026-04-10 06:00,RHF-WBD-02,179.89,2.35,49.65,1.54
2026-04-10 07:00,RHF-WBD-02,178.59,0.34,51.09,1.97
2026-04-10 08:00,RHF-WBD-02,168.86,1.08,49.28,1.87
2026-04-10 09:00,RHF-WBD-02,175.5,2.32,47.72,1.82
2026-04-10 10:00,RHF-WBD-02,168.49,-0.02,49.71,1.59
2026-04-10 11:00,RHF-WBD-02,169.81,0.53,46.24,1.58
2026-04-10 12:00,RHF-WBD-02,168.76,0.04,47.42,1.61
2026-04-10 13:00,RHF-WBD-02,164.22,1.42,44.3,1.28
2026-04-10 14:00,RHF-WBD-02,162.76,0.06,45.6,1.11
2026-04-10 15:00,RHF-WBD-02,154.84,-0.95,43.73,1.27
2026-04-10 16:00,RHF-WBD-02,153.44,-2.4,42.01,0.91
2026-04-10 17:00,RHF-WBD-02,153.22,-2.6,40.82,1.2
2026-04-10 18:00,RHF-WBD-02,144.74,-1.99,43.43,1.21
2026-04-10 19:00,RHF-WBD-02,156.67,-2.22,44.0,1.34
2026-04-10 20:00,RHF-WBD-02,152.87,-3.86,45.76,1.21
2026-04-10 21:00,RHF-WBD-02,152.45,-2.55,42.74,1.14
2026-04-10 22:00,RHF-WBD-02,156.02,-1.13,46.67,1.05
2026-04-10 23:00,RHF-WBD-02,163.12,0.05,45.77,1.59
2026-04-11 00:00,RHF-WBD-02,166.98,0.87,47.52,1.45
2026-04-11 01:00,RHF-WBD-02,162.48,1.0,45.77,1.48
2026-04-11 02:00,RHF-WBD-02,169.1,0.94,49.75,1.91
2026-04-11 03:00,RHF-WBD-02,169.26,2.1,49.66,1.85
2026-04-11 04:00,RHF-WBD-02,170.95,2.01,48.08,1.71
2026-04-11 05:00,RHF-WBD-02,174.01,0.95,45.81,2.21
2026-04-11 06:00,RHF-WBD-02,178.0,1.75,49.57,1.69
2026-04-11 07:00,RHF-WBD-02,176.68,2.16,50.08,1.63
2026-04-11 08:00,RHF-WBD-02,176.07,1.05,48.81,1.98
2026-04-11 09:00,RHF-WBD-02,175.42,2.04,48.25,1.75
2026-04-11 10:00,RHF-WBD-02,163.38,-0.06,47.94,1.68
2026-04-11 11:00,RHF-WBD-02,170.08,0.86,47.08,1.61
2026-04-11 12:00,RHF-WBD-02,157.1,0.92,47.76,1.32
2026-04-11 13:00,RHF-WBD-02,169.41,1.89,44.41,1.22
2026-04-11 14:00,RHF-WBD-02,159.57,-0.08,45.75,1.06
2026-04-11 15:00,RHF-WBD-02,156.7,-0.99,44.13,1.3
2026-04-11 16:00,RHF-WBD-02,147.79,-1.67,45.49,1.21
2026-04-11 17:00,RHF-WBD-02,155.51,-1.41,43.26,1.19
2026-04-11 18:00,RHF-WBD-02,153.83,-1.92,42.12,1.28
2026-04-11 19:00,RHF-WBD-02,146.59,-1.46,44.05,0.9
2026-04-11 20:00,RHF-WBD-02,156.29,-1.38,43.37,0.97
2026-04-11 21:00,RHF-WBD-02,149.14,-2.39,43.11,1.07
2026-04-11 22:00,RHF-WBD-02,160.9,0.31,44.32,1.42
2026-04-11 23:00,RHF-WBD-02,166.59,-0.52,45.79,1.48
2026-04-12 00:00,RHF-WBD-02,165.33,-0.51,45.39,1.51
2026-04-12 01:00,RHF-WBD-02,161.96,0.23,47.34,1.46
2026-04-12 02:00,RHF-WBD-02,165.69,0.92,46.78,1.64
2026-04-12 03:00,RHF-WBD-02,174.74,2.47,49.92,1.56
2026-04-12 04:00,RHF-WBD-02,171.42,1.73,47.75,1.8
2026-04-12 05:00,RHF-WBD-02,181.21,3.02,50.53,1.48
2026-04-12 06:00,RHF-WBD-02,172.51,1.48,48.91,1.91
2026-04-12 07:00,RHF-WBD-02,177.29,1.23,47.79,2.07
2026-04-12 08:00,RHF-WBD-02,183.03,3.25,50.58,1.94
2026-04-12 09:00,RHF-WBD-02,175.85,1.95,47.79,1.73
2026-04-12 10:00,RHF-WBD-02,165.93,0.78,47.69,1.83
2026-04-12 11:00,RHF-WBD-02,161.32,0.95,46.61,1.36
2026-04-12 12:00,RHF-WBD-02,161.82,0.13,47.15,1.85
2026-04-12 13:00,RHF-WBD-02,165.76,-0.19,47.51,1.55
2026-04-12 14:00,RHF-WBD-02,159.13,-0.74,45.33,1.41
2026-04-12 15:00,RHF-WBD-02,151.07,-1.7,45.04,1.3
2026-04-12 16:00,RHF-WBD-02,153.14,-1.92,43.52,1.17
2026-04-12 17:00,RHF-WBD-02,151.19,-1.29,45.22,0.92
2026-04-12 18:00,RHF-WBD-02,161.3,-1.01,45.09,1.12
2026-04-12 19:00,RHF-WBD-02,159.28,-2.13,44.72,1.17
2026-04-12 20:00,RHF-WBD-02,160.26,-1.06,43.23,1.09
2026-04-12 21:00,RHF-WBD-02,164.97,-1.8,45.16,1.01
2026-04-12 22:00,RHF-WBD-02,158.63,-1.02,44.58,1.42
2026-04-12 23:00,RHF-WBD-02,161.96,-0.1,45.91,1.39
2026-04-13 00:00,RHF-WBD-02,172.92,0.07,46.22,1.49
2026-04-13 01:00,RHF-WBD-02,169.37,0.54,49.84,1.64
2026-04-13 02:00,RHF-WBD-02,169.63,1.32,49.6,1.57
2026-04-13 03:00,RHF-WBD-02,167.61,-0.22,48.72,1.65
2026-04-13 04:00,RHF-WBD-02,183.82,2.14,46.51,1.68
2026-04-13 05:00,RHF-WBD-02,181.5,3.3,49.56,1.92
2026-04-13 06:00,RHF-WBD-02,173.66,0.71,47.79,1.58
2026-04-13 07:00,RHF-WBD-02,171.73,2.0,49.09,1.69
2026-04-13 08:00,RHF-WBD-02,168.75,2.46,49.65,1.78
2026-04-13 09:00,RHF-WBD-02,174.92,1.05,49.14,1.78
2026-04-13 10:00,RHF-WBD-02,168.52,0.16,47.37,1.93
2026-04-13 11:00,RHF-WBD-02,172.98,1.99,47.47,1.71
2026-04-13 12:00,RHF-WBD-02,165.3,0.49,47.97,1.56
2026-04-13 13:00,RHF-WBD-02,162.81,0.03,46.38,1.17
2026-04-13 14:00,RHF-WBD-02,153.18,-1.31,46.87,1.45
2026-04-13 15:00,RHF-WBD-02,159.88,-0.89,44.0,0.96
2026-04-13 16:00,RHF-WBD-02,149.49,-0.98,44.12,1.17
2026-04-13 17:00,RHF-WBD-02,157.67,-1.5,42.17,1.22
2026-04-13 18:00,RHF-WBD-02,153.13,-2.32,41.79,0.95
2026-04-13 19:00,RHF-WBD-02,146.33,-3.05,42.9,1.0
2026-04-13 20:00,RHF-WBD-02,156.16,-1.47,46.69,1.26
2026-04-13 21:00,RHF-WBD-02,157.84,-0.67,44.06,1.19
2026-04-13 22:00,RHF-WBD-02,158.62,-0.7,45.53,1.13
2026-04-13 23:00,RHF-WBD-02,159.93,-1.9,44.55,1.42
2026-04-14 00:00,RHF-WBD-02,158.08,0.93,47.87,1.45
2026-04-14 01:00,RHF-WBD-02,172.32,1.43,46.24,1.59
2026-04-14 02:00,RHF-WBD-02,172.76,0.62,50.6,1.96
2026-04-14 03:00,RHF-WBD-02,172.08,2.71,48.79,1.91
2026-04-14 04:00,RHF-WBD-02,178.27,1.1,49.67,1.82
2026-04-14 05:00,RHF-WBD-02,168.32,1.83,50.42,1.81
2026-04-14 06:00,RHF-WBD-02,177.5,1.65,49.57,2.09
2026-04-14 07:00,RHF-WBD-02,175.03,1.37,46.58,1.83
2026-04-14 08:00,RHF-WBD-02,170.59,1.56,48.14,1.59
2026-04-14 09:00,RHF-WBD-02,175.97,2.02,48.6,1.64
2026-04-14 10:00,RHF-WBD-02,165.46,-0.23,48.98,1.58
2026-04-14 11:00,RHF-WBD-02,167.49,1.48,46.32,1.36
2026-04-14 12:00,RHF-WBD-02,172.78,0.55,46.2,1.62
2026-04-14 13:00,RHF-WBD-02,157.87,-0.35,47.36,1.11
2026-04-14 14:00,RHF-WBD-02,162.78,-1.62,44.47,1.26
2026-04-14 15:00,RHF-WBD-02,152.29,-1.23,44.99,1.06
2026-04-14 16:00,RHF-WBD-02,157.05,-1.71,43.81,1.13
2026-04-14 17:00,RHF-WBD-02,158.66,-1.3,44.32,1.13
2026-04-14 18:00,RHF-WBD-02,155.25,-2.3,43.25,1.4
2026-04-14 19:00,RHF-WBD-02,148.12,-0.8,43.71,1.17
2026-04-14 20:00,RHF-WBD-02,154.23,-1.16,45.07,1.17
2026-04-14 21:00,RHF-WBD-02,158.11,-0.18,43.46,1.25
2026-04-14 22:00,RHF-WBD-02,163.66,-1.22,43.06,1.21
2026-04-14 23:00,RHF-WBD-02,159.59,-1.5,44.64,1.63
2026-04-15 00:00,RHF-WBD-02,161.17,0.7,47.78,1.4
2026-04-15 01:00,RHF-WBD-02,160.56,1.98,46.7,1.72
2026-04-15 02:00,RHF-WBD-02,165.7,1.17,49.63,1.86
2026-04-15 03:00,RHF-WBD-02,167.51,0.99,48.37,1.7
2026-04-15 04:00,RHF-WBD-02,174.55,1.52,48.39,2.05
2026-04-15 05:00,RHF-WBD-02,170.04,1.53,47.81,1.79
2026-04-15 06:00,RHF-WBD-02,177.25,3.11,50.36,1.73
2026-04-15 07:00,RHF-WBD-02,181.68,0.98,48.5,1.96
2026-04-15 08:00,RHF-WBD-02,172.03,1.04,48.84,1.85
2026-04-15 09:00,RHF-WBD-02,178.02,0.09,47.24,1.59
2026-04-15 10:00,RHF-WBD-02,170.72,0.52,47.71,1.43
2026-04-15 11:00,RHF-WBD-02,170.64,0.63,47.63,1.84
2026-04-15 12:00,RHF-WBD-02,165.05,0.83,47.45,1.53
2026-04-15 13:00,RHF-WBD-02,170.69,-0.95,45.72,1.36
2026-04-15 14:00,RHF-WBD-02,154.01,-0.16,45.93,1.35
2026-04-15 15:00,RHF-WBD-02,146.23,-1.57,44.19,1.28
2026-04-15 16:00,RHF-WBD-02,152.47,-1.45,45.57,1.24
2026-04-15 17:00,RHF-WBD-02,153.97,-2.15,42.37,1.01
2026-04-15 18:00,RHF-WBD-02,155.01,-1.46,45.09,1.27
2026-04-15 19:00,RHF-WBD-02,152.87,-1.99,44.52,0.83
2026-04-15 20:00,RHF-WBD-02,152.89,-2.64,43.04,1.35
2026-04-15 21:00,RHF-WBD-02,153.8,-1.54,43.5,1.37
2026-04-15 22:00,RHF-WBD-02,160.15,0.13,45.5,1.23
2026-04-15 23:00,RHF-WBD-02,160.95,0.58,47.09,1.32
2026-04-16 00:00,RHF-WBD-02,162.43,0.11,46.94,1.52
2026-04-16 01:00,RHF-WBD-02,164.59,0.88,47.18,1.7
2026-04-16 02:00,RHF-WBD-02,169.22,1.02,48.21,1.47
2026-04-16 03:00,RHF-WBD-02,172.27,2.31,49.92,1.41
2026-04-16 04:00,RHF-WBD-02,174.27,3.76,48.55,2.06
2026-04-16 05:00,RHF-WBD-02,180.69,0.86,50.4,1.78
2026-04-16 06:00,RHF-WBD-02,178.6,0.98,49.0,1.8
2026-04-16 07:00,RHF-WBD-02,174.2,3.35,48.64,1.85
2026-04-16 08:00,RHF-WBD-02,177.21,0.65,49.3,1.71
2026-04-16 09:00,RHF-WBD-02,173.08,1.14,47.17,1.81
2026-04-16 10:00,RHF-WBD-02,178.69,0.69,47.17,1.61
