timestamp,asset_id,dome_temperature,waste_gas_temp,combustion_air_flow,shell_temperature
2026-04-04 11:00,BFS-01,1287.29,340.8,52313.46,92.12
2026-04-04 12:00,BFS-01,1276.04,321.47,49445.53,90.85
2026-04-04 13:00,BFS-01,1284.08,317.78,50072.69,88.76
2026-04-04 14:00,BFS-01,1264.32,308.87,49221.17,82.03
2026-04-04 15:00,BFS-01,1267.54,310.97,50236.54,82.74
2026-04-04 16:00,BFS-01,1215.92,300.99,45951.48,83.34
2026-04-04 17:00,BFS-01,1197.09,302.15,47539.96,79.35
2026-04-04 18:00,BFS-01,1230.49,311.89,46394.72,78.61
2026-04-04 19:00,BFS-01,1208.39,305.48,47523.36,83.95
2026-04-04 20:00,BFS-01,1234.01,314.58,47306.27,86.89
2026-04-04 21:00,BFS-01,1252.25,315.9,47692.19,80.29
2026-04-04 22:00,BFS-01,1269.59,318.64,47750.15,85.43
2026-04-04 23:00,BFS-01,1268.57,327.69,50447.73,85.82
2026-04-05 00:00,BFS-01,1263.42,311.07,50095.72,87.08
2026-04-05 01:00,BFS-01,1302.61,330.11,50689.84,86.06
2026-04-05 02:00,BFS-01,1314.34,332.12,51230.38,89.98
2026-04-05 03:00,BFS-01,1296.09,335.06,51972.08,98.45
2026-04-05 04:00,BFS-01,1328.47,342.47,51726.71,93.74
2026-04-05 05:00,BFS-01,1327.25,350.36,53385.07,100.25
2026-04-05 06:00,BFS-01,1336.02,345.02,52284.51,97.22
2026-04-05 07:00,BFS-01,1311.36,339.95,52102.85,97.47
2026-04-05 08:00,BFS-01,1304.14,344.8,51379.25,100.99
2026-04-05 09:00,BFS-01,1284.74,346.88,52143.16,93.31
2026-04-05 10:00,BFS-01,1299.89,335.11,47070.67,90.58
2026-04-05 11:00,BFS-01,1271.42,338.65,50930.26,87.67
2026-04-05 12:00,BFS-01,1276.14,306.67,50063.48,90.58
2026-04-05 13:00,BFS-01,1268.91,323.33,48728.4,84.68
2026-04-05 14:00,BFS-01,1258.55,327.02,48814.23,84.44
2026-04-05 15:00,BFS-01,1221.36,303.97,49623.39,88.35
2026-04-05 16:00,BFS-01,1245.28,307.97,48688.46,83.92
2026-04-05 17:00,BFS-01,1213.3,289.93,46323.16,85.63
2026-04-05 18:00,BFS-01,1255.06,311.53,47176.82,81.5
2026-04-05 19:00,BFS-01,1237.54,292.42,47174.98,81.86
2026-04-05 20:00,BFS-01,1267.53,307.43,47228.41,86.1
2026-04-05 21:00,BFS-01,1229.78,318.21,47176.6,89.6
2026-04-05 22:00,BFS-01,1256.75,312.44,50127.98,85.21
2026-04-05 23:00,BFS-01,1276.7,309.8,47857.84,89.98
2026-04-06 00:00,BFS-01,1288.56,323.72,50444.48,86.52
2026-04-06 01:00,BFS-01,1267.71,330.68,50553.02,89.59
2026-04-06 02:00,BFS-01,1316.55,323.03,53017.11,96.96
2026-04-06 03:00,BFS-01,1306.69,346.64,51016.95,93.43
2026-04-06 04:00,BFS-01,1346.48,343.86,52451.83,98.38
2026-04-06 05:00,BFS-01,1321.98,336.58,53549.99,94.06
2026-04-06 06:00,BFS-01,1318.34,344.81,52900.76,97.09
2026-04-06 07:00,BFS-01,1313.47,334.58,52493.36,92.66
2026-04-06 08:00,BFS-01,1300.52,334.32,52282.85,95.22
2026-04-06 09:00,BFS-01,1310.7,349.58,51311.23,99.02
2026-04-06 10:00,BFS-01,1275.65,335.92,49772.66,95.99
2026-04-06 11:00,BFS-01,1273.07,340.06,50547.32,94.2
2026-04-06 12:00,BFS-01,1283.31,328.37,50905.57,92.54
2026-04-06 13:00,BFS-01,1264.53,315.36,49594.19,91.43
2026-04-06 14:00,BFS-01,1245.5,295.33,47944.06,85.87
2026-04-06 15:00,BFS-01,1253.34,314.65,48320.91,86.56
2026-04-06 16:00,BFS-01,1258.66,309.59,47423.2,91.53
2026-04-06 17:00,BFS-01,1207.19,303.07,48997.93,87.06
2026-04-06 18:00,BFS-01,1195.78,307.12,46493.89,80.98
2026-04-06 19:00,BFS-01,1222.34,308.64,49841.89,85.02
2026-04-06 20:00,BFS-01,1204.91,310.71,47516.5,84.19
2026-04-06 21:00,BFS-01,1240.07,309.93,48993.62,87.81
2026-04-06 22:00,BFS-01,1234.57,338.23,50000.86,89.71
2026-04-06 23:00,BFS-01,1239.38,311.93,49537.99,91.66
2026-04-07 00:00,BFS-01,1256.98,327.48,51937.59,82.99
2026-04-07 01:00,BFS-01,1278.01,339.67,49379.75,88.81
2026-04-07 02:00,BFS-01,1308.18,332.72,51606.33,98.03
2026-04-07 03:00,BFS-01,1311.9,342.12,51832.98,95.4
2026-04-07 04:00,BFS-01,1290.52,344.32,51979.05,98.6
2026-04-07 05:00,BFS-01,1309.97,331.85,50953.0,98.55
2026-04-07 06:00,BFS-01,1346.11,337.67,51460.05,94.38
2026-04-07 07:00,BFS-01,1334.1,339.92,51026.7,96.05
2026-04-07 08:00,BFS-01,1340.37,333.6,52707.82,97.28
2026-04-07 09:00,BFS-01,1295.63,349.92,51019.3,94.26
2026-04-07 10:00,BFS-01,1315.86,342.44,50507.26,86.93
2026-04-07 11:00,BFS-01,1265.9,329.83,50896.61,92.36
2026-04-07 12:00,BFS-01,1260.95,327.74,49998.99,91.31
2026-04-07 13:00,BFS-01,1296.0,316.77,47167.63,84.71
2026-04-07 14:00,BFS-01,1279.27,315.59,48714.96,87.1
2026-04-07 15:00,BFS-01,1244.84,303.29,46940.89,79.26
2026-04-07 16:00,BFS-01,1246.8,317.81,47064.4,80.89
2026-04-07 17:00,BFS-01,1246.34,310.65,46840.72,86.63
2026-04-07 18:00,BFS-01,1241.06,301.02,47214.22,80.18
2026-04-07 19:00,BFS-01,1262.93,302.25,46537.8,81.73
2026-04-07 20:00,BFS-01,1231.01,314.85,48834.78,82.94
2026-04-07 21:00,BFS-01,1192.18,309.7,47546.6,81.56
2026-04-07 22:00,BFS-01,1243.48,318.13,47664.26,90.1
2026-04-07 23:00,BFS-01,1242.82,311.16,49716.11,91.69
2026-04-08 00:00,BFS-01,1291.88,321.46,49837.45,88.55
2026-04-08 01:00,BFS-01,1309.96,328.13,50686.51,93.7
2026-04-08 02:00,BFS-01,1275.81,331.39,53848.4,98.92
2026-04-08 03:00,BFS-01,1322.56,333.92,53165.39,99.12
2026-04-08 04:00,BFS-01,1285.1,341.36,51367.04,96.36
2026-04-08 05:00,BFS-01,1342.14,325.01,52464.67,101.04
2026-04-08 06:00,BFS-01,1289.34,355.06,50446.22,97.18
2026-04-08 07:00,BFS-01,1326.5,338.56,52672.35,94.24
2026-04-08 08:00,BFS-01,1331.97,337.65,52514.8,94.29
2026-04-08 09:00,BFS-01,1298.95,347.77,52927.6,95.28
2026-04-08 10:00,BFS-01,1309.82,341.87,50536.97,96.89
2026-04-08 11:00,BFS-01,1267.75,327.62,50365.21,93.69
2026-04-08 12:00,BFS-01,1267.62,315.76,50178.22,95.16
2026-04-08 13:00,BFS-01,1291.51,323.5,48845.87,82.79
2026-04-08 14:00,BFS-01,1233.63,322.89,49959.25,78.63
2026-04-08 15:00,BFS-01,1239.26,311.8,46896.68,84.64
2026-04-08 16:00,BFS-01,1261.45,297.61,46698.04,84.85
2026-04-08 17:00,BFS-01,1205.74,310.1,46353.86,85.1
2026-04-08 18:00,BFS-01,1242.39,313.22,48392.25,81.98
2026-04-08 19:00,BFS-01,1223.81,296.72,48752.34,78.05
2026-04-08 20:00,BFS-01,1247.96,303.09,47187.16,87.87
2026-04-08 21:00,BFS-01,1246.16,296.55,48599.19,84.95
2026-04-08 22:00,BFS-01,1226.35,303.22,50407.16,86.17
2026-04-08 23:00,BFS-01,1256.39,321.52,47998.61,83.52
2026-04-09 00:00,BFS-01,1249.74,329.0,50252.08,89.48
2026-04-09 01:00,BFS-01,1290.49,323.86,50250.81,93.13
2026-04-09 02:00,BFS-01,1274.7,332.49,51411.15,91.98
2026-04-09 03:00,BFS-01,1337.07,345.48,51225.71,93.78
2026-04-09 04:00,BFS-01,1321.19,339.07,51422.25,97.05
2026-04-09 05:00,BFS-01,1317.18,344.14,53138.98,91.17
2026-04-09 06:00,BFS-01,1314.24,339.8,51640.18,98.49
2026-04-09 07:00,BFS-01,1295.97,337.51,51740.31,98.29
2026-04-09 08:00,BFS-01,1319.46,337.11,51304.64,98.78
2026-04-09 09:00,BFS-01,1307.77,348.0,48971.45,91.04
2026-04-09 10:00,BFS-01,1283.32,354.26,50813.26,91.74
2026-04-09 11:00,BFS-01,1261.95,325.26,50636.43,90.99
2026-04-09 12:00,BFS-01,1258.91,319.55,50676.7,88.6
2026-04-09 13:00,BFS-01,1270.91,310.38,48499.9,91.48
2026-04-09 14:00,BFS-01,1234.03,307.85,48483.48,81.92
2026-04-09 15:00,BFS-01,1257.04,302.77,49416.55,82.23
2026-04-09 16:00,BFS-01,1230.28,316.3,46410.04,81.17
2026-04-09 17:00,BFS-01,1245.09,310.25,47575.35,80.89
2026-04-09 18:00,BFS-01,1245.95,313.14,48710.63,81.84
2026-04-09 19:00,BFS-01,1260.96,299.58,47503.49,88.35
2026-04-09 20:00,BFS-01,1205.6,310.31,47815.28,80.78
2026-04-09 21:00,BFS-01,1277.73,324.49,49883.94,90.74
2026-04-09 22:00,BFS-01,1271.05,306.36,51344.39,85.26
2026-04-09 23:00,BFS-01,1269.29,313.41,49395.29,87.57
2026-04-10 00:00,BFS-01,1256.23,323.12,49303.71,86.04
2026-04-10 01:00,BFS-01,1258.27,322.79,51092.65,91.41
2026-04-10 02:00,BFS-01,1297.27,336.05,52208.97,91.19
2026-04-10 03:00,BFS-01,1316.6,335.56,53486.25,97.47
2026-04-10 04:00,BFS-01,1325.39,337.81,51704.91,97.39
2026-04-10 05:00,BFS-01,1331.33,340.99,51963.09,97.31
2026-04-10 06:00,BFS-01,1325.93,341.12,51072.7,98.78
2026-04-10 07:00,BFS-01,1315.44,325.01,50976.16,99.65
2026-04-10 08:00,BFS-01,1323.12,347.65,53107.18,98.52
2026-04-10 09:00,BFS-01,1269.86,348.33,52709.67,95.89
2026-04-10 10:00,BFS-01,1256.65,340.78,51531.41,92.67
2026-04-10 11:00,BFS-01,1277.69,321.21,51580.5,91.55
2026-04-10 12:00,BFS-01,1265.89,327.91,51396.9,94.04
2026-04-10 13:00,BFS-01,1238.91,323.25,48504.58,84.91
2026-04-10 14:00,BFS-01,1283.62,317.39,48770.96,87.81
2026-04-10 15:00,BFS-01,1238.0,310.63,48297.03,82.66
2026-04-10 16:00,BFS-01,1244.61,323.56,47567.21,85.0
2026-04-10 17:00,BFS-01,1233.81,306.56,47937.23,81.45
2026-04-10 18:00,BFS-01,1240.35,310.4,48171.96,86.43
2026-04-10 19:00,BFS-01,1235.73,307.1,47768.45,80.61
2026-04-10 20:00,BFS-01,1232.27,312.91,49391.98,85.1
2026-04-10 21:00,BFS-01,1215.49,309.72,46516.5,85.47
2026-04-10 22:00,BFS-01,1244.74,315.33,46339.06,86.08
2026-04-10 23:00,BFS-01,1293.15,323.68,50167.11,85.36
2026-04-11 00:00,BFS-01,1231.43,330.04,51059.52,91.28
2026-04-11 01:00,BFS-01,1264.61,336.47,48458.14,92.34
2026-04-11 02:00,BFS-01,1303.31,335.75,50963.48,93.05
2026-04-11 03:00,BFS-01,1302.06,348.75,50921.47,94.51
2026-04-11 04:00,BFS-01,1334.4,340.93,50858.55,97.67
2026-04-11 05:00,BFS-01,1339.37,349.92,53288.05,93.77
2026-04-11 06:00,BFS-01,1322.07,331.85,52738.94,100.71
2026-04-11 07:00,BFS-01,1319.4,349.87,51421.62,98.14
2026-04-11 08:00,BFS-01,1328.15,345.69,51672.68,93.99
2026-04-11 09:00,BFS-01,1328.69,352.16,53490.36,97.62
2026-04-11 10:00,BFS-01,1303.45,336.24,51121.45,88.28
2026-04-11 11:00,BFS-01,1264.51,326.4,49818.81,90.93
2026-04-11 12:00,BFS-01,1286.76,329.87,49155.11,85.69
2026-04-11 13:00,BFS-01,1282.57,311.31,50680.83,87.26
2026-04-11 14:00,BFS-01,1239.42,323.53,49089.25,90.52
2026-04-11 15:00,BFS-01,1245.41,315.28,48772.15,82.33
2026-04-11 16:00,BFS-01,1238.92,298.99,48514.51,78.08
2026-04-11 17:00,BFS-01,1264.65,304.68,46500.54,79.94
2026-04-11 18:00,BFS-01,1270.96,309.08,47877.73,80.42
2026-04-11 19:00,BFS-01,1244.28,317.47,47255.12,85.3
2026-04-11 20:00,BFS-01,1272.43,309.34,46909.48,82.28
2026-04-11 21:00,BFS-01,1259.64,320.01,49857.42,85.65
2026-04-11 22:00,BFS-01,1257.09,323.26,48230.31,88.68
2026-04-11 23:00,BFS-01,1258.3,307.36,48969.0,87.54
2026-04-12 00:00,BFS-01,1284.69,326.42,48894.79,86.97
2026-04-12 01:00,BFS-01,1282.76,340.79,49571.17,92.23
2026-04-12 02:00,BFS-01,1292.62,346.82,52050.42,95.84
2026-04-12 03:00,BFS-01,1300.47,349.31,50289.75,95.68
2026-04-12 04:00,BFS-01,1329.73,343.36,52064.25,96.28
2026-04-12 05:00,BFS-01,1313.43,348.01,52914.7,98.99
2026-04-12 06:00,BFS-01,1317.72,344.57,52488.34,95.64
2026-04-12 07:00,BFS-01,1297.34,351.11,50521.73,97.24
2026-04-12 08:00,BFS-01,1315.23,338.52,52354.98,95.82
2026-04-12 09:00,BFS-01,1345.11,340.24,52615.81,92.31
2026-04-12 10:00,BFS-01,1272.23,329.13,50819.99,94.48
2026-04-12 11:00,BFS-01,1301.7,330.72,51086.78,87.99
2026-04-12 12:00,BFS-01,1294.37,310.34,51640.96,93.04
2026-04-12 13:00,BFS-01,1264.66,330.14,48360.52,87.61
2026-04-12 14:00,BFS-01,1247.23,321.97,48447.49,87.83
2026-04-12 15:00,BFS-01,1235.47,311.5,46062.25,84.29
2026-04-12 16:00,BFS-01,1220.62,318.57,48606.17,78.5
2026-04-12 17:00,BFS-01,1233.59,311.09,48026.96,86.61
2026-04-12 18:00,BFS-01,1232.89,295.32,48260.88,87.13
2026-04-12 19:00,BFS-01,1203.43,307.35,47652.89,79.49
2026-04-12 20:00,BFS-01,1257.16,304.33,46911.28,80.35
2026-04-12 21:00,BFS-01,1260.23,303.81,48451.47,85.61
2026-04-12 22:00,BFS-01,1239.23,317.89,48697.5,87.26
2026-04-12 23:00,BFS-01,1248.6,319.85,49026.19,88.36
2026-04-13 00:00,BFS-01,1278.43,322.39,51293.33,85.56
2026-04-13 01:00,BFS-01,1270.71,323.95,49410.45,92.83
2026-04-13 02:00,BFS-01,1306.54,318.97,49518.16,95.45
2026-04-13 03:00,BFS-01,1297.02,332.87,51202.56,95.56
2026-04-13 04:00,BFS-01,1320.46,342.57,52904.22,94.87
2026-04-13 05:00,BFS-01,1312.65,334.44,52767.65,99.25
2026-04-13 06:00,BFS-01,1301.34,346.83,51918.01,97.25
2026-04-13 07:00,BFS-01,1307.3,347.49,51651.2,98.72
2026-04-13 08:00,BFS-01,1287.67,333.6,51942.98,95.61
2026-04-13 09:00,BFS-01,1327.78,344.58,51426.26,100.0
2026-04-13 10:00,BFS-01,1275.78,320.79,51879.87,91.82
2026-04-13 11:00,BFS-01,1277.94,327.8,49109.35,98.31
2026-04-13 12:00,BFS-01,1269.45,317.91,48049.89,86.02
2026-04-13 13:00,BFS-01,1257.45,326.93,49826.99,82.75
2026-04-13 14:00,BFS-01,1237.3,303.27,48642.82,81.7
2026-04-13 15:00,BFS-01,1219.19,309.96,47392.1,86.01
2026-04-13 16:00,BFS-01,1229.94,312.36,48376.84,90.61
2026-04-13 17:00,BFS-01,1220.24,307.35,47845.33,83.67
2026-04-13 18:00,BFS-01,1235.77,303.38,47748.32,76.85
2026-04-13 19:00,BFS-01,1236.36,305.5,46700.98,87.13
2026-04-13 20:00,BFS-01,1248.68,314.11,48823.31,88.33
2026-04-13 21:00,BFS-01,1248.27,298.21,48775.31,87.47
2026-04-13 22:00,BFS-01,1230.85,321.61,48834.83,89.49
2026-04-13 23:00,BFS-01,1257.35,332.31,48180.24,89.23
2026-04-14 00:00,BFS-01,1263.38,337.7,48137.18,91.1
2026-04-14 01:00,BFS-01,1257.7,343.28,51754.66,91.62
2026-04-14 02:00,BFS-01,1293.47,341.59,48685.08,92.41
2026-04-14 03:00,BFS-01,1318.77,325.95,52257.13,97.04
2026-04-14 04:00,BFS-01,1290.38,329.4,51726.84,96.03
2026-04-14 05:00,BFS-01,1336.62,331.05,52043.93,102.21
2026-04-14 06:00,BFS-01,1313.33,359.87,53144.87,100.07
2026-04-14 07:00,BFS-01,1328.96,341.36,51530.68,98.09
2026-04-14 08:00,BFS-01,1318.6,341.65,51431.78,96.47
2026-04-14 09:00,BFS-01,1322.89,338.01,54042.94,96.52
2026-04-14 10:00,BFS-01,1310.35,325.17,51389.88,92.17
2026-04-14 11:00,BFS-01,1278.76,343.59,50465.34,90.39
2026-04-14 12:00,BFS-01,1269.73,317.13,50406.08,90.04
2026-04-14 13:00,BFS-01,1262.44,334.37,47816.23,86.6
2026-04-14 14:00,BFS-01,1244.76,314.99,48549.27,88.72
2026-04-14 15:00,BFS-01,1261.51,314.05,48533.26,81.51
2026-04-14 16:00,BFS-01,1266.25,319.21,47685.49,83.19
2026-04-14 17:00,BFS-01,1219.78,306.35,48241.74,85.25
2026-04-14 18:00,BFS-01,1221.5,302.58,46220.76,84.72
2026-04-14 19:00,BFS-01,1273.49,317.31,48698.38,84.27
2026-04-14 20:00,BFS-01,1184.95,307.73,46896.95,82.51
2026-04-14 21:00,BFS-01,1219.63,313.73,48991.74,84.42
2026-04-14 22:00,BFS-01,1283.81,316.97,47838.29,90.29
2026-04-14 23:00,BFS-01,1242.85,310.85,49269.39,85.37
2026-04-15 00:00,BFS-01,1296.14,327.59,50241.07,88.28
2026-04-15 01:00,BFS-01,1289.89,321.61,50171.5,87.95
2026-04-15 02:00,BFS-01,1299.26,331.87,51431.22,90.48
2026-04-15 03:00,BFS-01,1304.52,340.42,51859.11,96.14
2026-04-15 04:00,BFS-01,1332.13,337.57,53413.65,96.24
2026-04-15 05:00,BFS-01,1316.65,355.66,52754.7,99.87
2026-04-15 06:00,BFS-01,1325.5,329.0,52246.15,98.85
2026-04-15 07:00,BFS-01,1292.45,354.72,52325.63,90.89
2026-04-15 08:00,BFS-01,1277.15,354.46,50992.19,96.58
2026-04-15 09:00,BFS-01,1324.77,334.1,52276.81,90.72
2026-04-15 10:00,BFS-01,1317.78,339.22,51801.35,90.37
2026-04-15 11:00,BFS-01,1283.23,332.62,50192.79,89.77
2026-04-15 12:00,BFS-01,1260.26,320.25,49656.08,87.41
2026-04-15 13:00,BFS-01,1297.78,324.13,47221.82,96.57
2026-04-15 14:00,BFS-01,1245.6,336.36,49124.01,85.87
2026-04-15 15:00,BFS-01,1233.27,306.32,48708.21,80.4
2026-04-15 16:00,BFS-01,1246.4,307.55,46474.66,80.23
2026-04-15 17:00,BFS-01,1239.11,307.5,47755.42,79.94
2026-04-15 18:00,BFS-01,1214.46,312.77,46309.27,79.73
2026-04-15 19:00,BFS-01,1248.76,304.6,47692.45,78.85
2026-04-15 20:00,BFS-01,1219.78,307.37,47387.8,81.67
2026-04-15 21:00,BFS-01,1265.66,319.74,47242.94,84.71
2026-04-15 22:00,BFS-01,1240.5,313.42,48679.75,89.51
2026-04-15 23:00,BFS-01,1278.02,320.01,50359.02,86.31
2026-04-16 00:00,BFS-01,1299.58,335.23,47956.57,91.91
2026-04-16 01:00,BFS-01,1279.26,330.94,49845.39,86.67
2026-04-16 02:00,BFS-01,1290.03,340.65,52397.39,95.24
2026-04-16 03:00,BFS-01,1332.45,329.02,51223.55,88.63
2026-04-16 04:00,BFS-01,1292.73,331.09,51657.14,96.41
2026-04-16 05:00,BFS-01,1320.16,347.02,52472.74,96.57
2026-04-16 06:00,BFS-01,1302.92,341.35,52919.02,93.91
2026-04-16 07:00,BFS-01,1311.59,341.05,50976.14,108.29
2026-04-16 08:00,BFS-01,1308.73,332.25,52388.73,90.95
2026-04-16 09:00,BFS-01,1347.88,347.24,51083.25,92.75
2026-04-16 10:00,BFS-01,1290.04,328.14,52503.67,90.13
2026-04-16 11:00,BFS-01,1279.24,326.19,51687.85,91.27
2026-04-16 12:00,BFS-01,1280.0,323.65,50409.66,91.22
2026-04-16 13:00,BFS-01,1271.57,325.84,49120.01,85.38
2026-04-16 14:00,BFS-01,1287.74,309.85,49180.63,84.37
2026-04-16 15:00,BFS-01,1229.43,304.62,48832.19,86.5
2026-04-16 16:00,BFS-01,1216.89,306.91,49001.06,89.74
2026-04-16 17:00,BFS-01,1247.27,315.95,47335.06,78.74
2026-04-16 18:00,BFS-01,1243.63,298.18,47609.24,81.86
2026-04-16 19:00,BFS-01,1256.79,309.92,46299.53,80.74
2026-04-16 20:00,BFS-01,1239.04,301.02,47080.83,80.81
2026-04-16 21:00,BFS-01,1233.97,307.3,49338.46,83.77
2026-04-16 22:00,BFS-01,1262.09,304.89,48635.69,87.37
2026-04-16 23:00,BFS-01,1281.19,323.11,48680.71,88.26
2026-04-17 00:00,BFS-01,1263.13,320.97,49678.53,85.21
2026-04-17 01:00,BFS-01,1316.86,314.19,51302.32,94.05
2026-04-17 02:00,BFS-01,1282.67,331.89,50478.45,94.24
2026-04-17 03:00,BFS-01,1306.04,341.64,51521.63,98.16
2026-04-17 04:00,BFS-01,1302.99,337.48,52556.03,95.17
2026-04-17 05:00,BFS-01,1306.52,351.82,51763.22,101.95
2026-04-17 06:00,BFS-01,1297.71,343.85,51641.01,97.52
2026-04-17 07:00,BFS-01,1358.99,345.73,49807.97,96.98
2026-04-17 08:00,BFS-01,1316.44,348.07,53275.38,97.59
2026-04-17 09:00,BFS-01,1324.78,330.89,50548.44,95.99
2026-04-17 10:00,BFS-01,1307.53,327.85,52442.38,90.49
2026-04-17 11:00,BFS-01,1287.78,322.72,49592.77,94.22
2026-04-17 12:00,BFS-01,1282.57,333.95,51060.45,91.58
